symbol	length	Control_D0	Control_D1	APOBEC3C_D0	APOBEC3C_D1
ENSG00000184436.7	1057.69	54.00	32.00	48.00	112.00
ENSG00000184441.4	4354.00	23.76	27.00	19.00	29.92
ENSG00000184445.7	2657.90	673.00	717.00	751.00	664.00
ENSG00000184451.5	1897.13	7.00	1.00	0.00	6.00
ENSG00000184454.6	3960.02	668.00	545.00	668.00	750.00
ENSG00000184465.11	1312.84	1046.00	956.00	829.00	1120.00
ENSG00000184470.15	1880.65	222.00	144.00	219.00	388.00
ENSG00000184481.12	3301.00	624.00	546.00	507.00	650.00
ENSG00000184489.7	1516.76	324.00	229.00	429.00	781.00
ENSG00000184492.5	2068.00	3.00	2.00	1.00	7.00
ENSG00000184500.10	3372.74	3097.00	3655.02	4261.00	4036.00
ENSG00000184502.3	470.00	0.00	0.00	1.00	0.00
ENSG00000184508.6	973.95	102.00	123.00	193.00	242.00
ENSG00000184515.6	857.00	2.00	2.00	2.00	2.00
ENSG00000184517.7	2430.63	223.00	306.00	314.00	276.00
ENSG00000184530.8	1200.00	0.00	1.00	1.00	2.00
ENSG00000184545.6	1865.33	280.00	169.00	140.00	295.00
ENSG00000184551.4	2759.00	0.00	5.00	2.00	2.00
ENSG00000184557.3	2729.00	221.00	191.00	213.00	247.00
ENSG00000184574.5	2695.00	3.00	6.00	2.00	13.00
ENSG00000184575.7	3891.08	3238.99	3882.97	2683.00	2625.00
ENSG00000184584.8	1545.73	63.00	55.00	90.00	128.00
ENSG00000184599.9	1056.00	0.00	0.00	0.00	1.00
ENSG00000184602.5	3312.00	248.00	245.00	318.00	504.00
ENSG00000184613.6	1606.35	0.00	0.00	0.00	0.00
ENSG00000184619.3	2562.00	38.29	56.00	84.83	85.88
ENSG00000184634.11	5280.03	749.00	687.00	749.00	966.00
ENSG00000184635.9	1417.84	4.00	5.00	12.00	10.00
ENSG00000184640.13	2491.66	8137.00	5915.00	6395.00	10366.00
ENSG00000184659.4	3109.00	0.00	1.33	0.88	1.00
ENSG00000184661.9	3066.48	265.00	198.00	147.00	134.00
ENSG00000184669.6	804.80	30.00	31.00	30.00	42.00
ENSG00000184674.8	1031.61	480.00	440.00	487.00	764.00
ENSG00000184675.5	7049.06	234.00	250.00	205.00	265.00
ENSG00000184677.12	8700.13	1161.00	1182.00	1145.00	1294.00
ENSG00000184678.8	2223.00	300.00	253.00	249.00	343.00
ENSG00000184697.6	1361.32	169.00	135.00	154.00	258.00
ENSG00000184702.13	2065.34	1.00	3.00	3.00	8.00
ENSG00000184708.13	3414.03	451.00	455.00	465.00	566.00
ENSG00000184716.9	1523.00	0.00	0.00	1.00	1.00
ENSG00000184730.6	3792.00	5.00	4.00	8.00	20.00
ENSG00000184731.5	2858.75	213.00	181.00	226.00	201.00
ENSG00000184743.8	5438.65	1.00	2.00	2.00	3.00
ENSG00000184750.11	1441.86	0.00	0.00	0.00	0.00
ENSG00000184752.8	613.34	339.00	347.00	317.00	523.00
ENSG00000184774.6	2602.00	0.00	1.00	0.00	0.00
ENSG00000184779.8	617.68	2055.89	976.50	1613.48	1829.85
ENSG00000184786.4	769.00	5.00	0.00	5.00	2.00
ENSG00000184787.14	2737.04	2032.00	2219.00	2041.00	2372.00
ENSG00000184792.11	3081.45	68.00	63.00	46.00	106.00
ENSG00000184828.5	1288.65	0.00	1.00	4.00	4.00
ENSG00000184831.9	979.52	61.00	44.00	103.00	103.00
ENSG00000184840.7	1453.26	2858.00	2480.00	2542.00	3644.00
ENSG00000184857.7	1432.46	227.00	257.00	337.00	381.00
ENSG00000184860.5	2805.00	0.00	1.00	0.00	1.00
ENSG00000184863.6	6758.73	3070.00	2500.00	2139.00	2469.00
ENSG00000184886.3	2089.80	144.00	209.00	243.00	261.00
ENSG00000184895.6	845.00	15.00	13.00	23.00	32.00
ENSG00000184897.4	1506.00	351.00	248.00	243.00	611.00
ENSG00000184898.6	4192.00	9.00	19.00	32.00	20.00
ENSG00000184900.11	1774.36	1025.00	958.00	859.00	1199.00
ENSG00000184903.5	960.81	107.00	110.00	115.00	142.00
ENSG00000184906.5	619.04	77.91	69.31	28.68	78.77
ENSG00000184916.4	2131.71	3.00	6.35	6.11	13.00
ENSG00000184922.9	2776.73	63.00	38.00	65.00	129.00
ENSG00000184923.8	3632.00	0.00	0.00	0.00	0.00
ENSG00000184924.5	651.09	122.00	110.00	100.00	231.00
ENSG00000184925.7	1057.37	17.00	14.00	37.00	53.00
ENSG00000184937.8	2421.00	4.00	1.00	2.00	3.00
ENSG00000184939.11	3164.67	529.00	603.00	806.00	822.00
ENSG00000184945.9	523.00	0.00	0.00	0.00	0.50
ENSG00000184949.11	5087.25	30.00	50.00	96.00	112.00
ENSG00000184956.11	8006.00	1.00	0.00	0.00	1.00
ENSG00000184967.2	1491.80	54.00	31.00	55.00	95.00
ENSG00000184979.9	2129.00	297.36	333.00	378.99	513.97
ENSG00000184983.5	1031.51	494.00	402.00	563.00	737.00
ENSG00000184985.12	5318.63	113.00	80.00	119.00	157.00
ENSG00000184986.6	1123.16	8.00	2.00	5.00	15.00
ENSG00000184988.4	2588.21	554.00	587.00	740.00	893.00
ENSG00000184990.8	984.31	182.00	129.00	135.00	281.00
ENSG00000184992.10	6648.00	537.00	609.00	744.00	824.00
ENSG00000184999.7	1278.76	11.00	13.00	21.00	10.00
ENSG00000185000.5	1419.72	277.00	209.00	268.00	469.00
ENSG00000185002.5	3460.00	0.00	0.00	2.00	2.00
ENSG00000185008.13	3626.08	0.00	0.00	0.00	0.00
ENSG00000185009.8	3287.89	805.00	1014.00	973.00	1005.00
ENSG00000185010.9	2054.66	7.00	4.00	15.00	13.00
ENSG00000185015.3	2398.65	61.00	101.00	140.00	172.00
ENSG00000185019.12	4582.72	214.00	167.00	225.00	285.00
ENSG00000185020.5	3467.96	176.52	159.29	129.28	131.54
ENSG00000185022.7	2240.53	718.00	577.00	371.00	527.00
ENSG00000185024.11	1929.80	184.00	137.00	162.00	284.00
ENSG00000185033.10	2759.87	899.00	505.00	512.00	959.00
ENSG00000185038.10	2799.64	0.00	0.00	4.00	6.00
ENSG00000185043.6	1247.00	398.00	299.00	380.00	570.00
ENSG00000185044.10	1276.02	15.32	25.18	19.36	14.40
ENSG00000185049.8	2005.20	236.00	138.00	182.00	396.00
ENSG00000185052.7	3929.00	3.00	3.00	6.00	3.00
ENSG00000185055.6	907.33	0.00	0.00	0.00	0.00
ENSG00000185056.9	1597.84	1.00	1.00	3.00	2.00
ENSG00000185065.6	2097.00	16.00	6.00	13.00	16.00
ENSG00000185070.6	2069.71	0.00	0.00	0.00	0.00
ENSG00000185078.3	571.00	0.00	0.00	0.00	1.00
ENSG00000185085.2	3285.00	171.00	161.00	166.00	272.00
ENSG00000185087.7	3296.95	5.00	9.00	11.00	22.00
ENSG00000185088.8	826.16	1559.00	1911.00	1624.00	2133.00
ENSG00000185090.10	1994.05	205.00	183.00	240.00	378.00
ENSG00000185097.2	995.00	2.33	1.67	0.75	2.33
ENSG00000185100.6	1494.91	797.00	582.00	597.00	878.00
ENSG00000185101.8	2370.77	604.00	416.00	531.00	864.00
ENSG00000185104.15	2469.98	517.00	550.00	572.00	570.00
ENSG00000185112.4	3141.00	35.00	32.00	23.00	34.00
ENSG00000185115.4	1681.00	86.00	138.00	196.00	178.00
ENSG00000185122.6	1617.48	685.00	424.00	480.00	957.00
ENSG00000185127.5	4145.00	650.00	956.00	1122.00	1151.00
ENSG00000185128.11	2804.24	451.04	414.37	420.20	707.81
ENSG00000185129.4	2614.00	137.00	183.00	136.00	158.00
ENSG00000185130.4	453.00	8.00	10.00	5.00	10.00
ENSG00000185133.9	3222.76	64.00	51.00	45.00	55.00
ENSG00000185155.7	1495.84	44.00	45.00	351.00	442.00
ENSG00000185158.8	1302.49	101.41	141.45	109.68	161.59
ENSG00000185163.5	2238.86	304.00	278.00	237.00	329.00
ENSG00000185164.10	4342.10	12828.21	11907.19	10684.75	13151.98
ENSG00000185168.5	1043.98	13.00	13.00	16.00	25.00
ENSG00000185176.8	1000.22	0.00	1.00	0.00	1.50
ENSG00000185186.4	708.32	14.00	23.00	16.00	40.00
ENSG00000185187.8	1015.22	6.00	2.00	11.00	28.00
ENSG00000185189.11	3364.20	436.00	410.00	674.00	898.00
ENSG00000185198.7	1077.00	0.00	0.00	0.00	2.00
ENSG00000185201.12	658.89	2850.33	1864.02	2028.87	2976.90
ENSG00000185215.4	2647.37	17.00	13.00	33.00	50.00
ENSG00000185219.11	9712.38	875.00	990.00	1023.00	1186.00
ENSG00000185220.7	2258.64	76.00	105.00	83.00	93.00
ENSG00000185222.7	1075.45	277.00	346.00	354.00	376.00
ENSG00000185236.7	1383.07	462.00	318.00	427.00	939.00
ENSG00000185238.8	2435.53	191.00	216.00	327.00	289.00
ENSG00000185246.13	2744.46	878.00	1106.00	1147.00	998.00
ENSG00000185250.11	1247.90	1.00	1.00	1.00	5.00
ENSG00000185252.13	3626.37	176.00	167.00	171.00	266.00
ENSG00000185261.9	2262.00	2.00	4.00	12.00	2.00
ENSG00000185262.7	864.38	480.00	291.00	147.00	297.00
ENSG00000185267.5	1083.84	5.00	4.00	12.00	9.00
ENSG00000185269.7	2149.39	2375.00	1363.00	1655.00	3910.00
ENSG00000185271.6	1863.00	0.00	1.00	1.00	2.00
ENSG00000185272.9	1033.55	1.00	7.00	2.00	7.00
ENSG00000185275.6	243.00	54.00	34.00	40.00	70.00
ENSG00000185278.10	16738.98	585.00	632.00	816.00	634.00
ENSG00000185291.6	1090.33	0.00	0.00	1.00	0.00
ENSG00000185298.8	2115.63	263.00	227.00	232.00	415.00
ENSG00000185303.11	1246.00	2.00	2.00	4.00	0.00
ENSG00000185304.12	1670.99	29.89	5.19	0.00	8.32
ENSG00000185305.6	1883.13	85.00	118.00	104.00	115.00
ENSG00000185306.8	1243.71	1.00	0.00	3.00	0.00
ENSG00000185324.17	1525.84	113.00	81.00	102.00	162.00
ENSG00000185332.2	825.24	5.00	2.00	8.00	12.00
ENSG00000185338.4	1225.00	20.00	29.00	24.00	64.00
ENSG00000185339.4	2067.00	11.00	7.00	15.00	19.00
ENSG00000185340.11	1792.90	18.00	11.00	17.00	51.00
ENSG00000185344.9	3280.15	315.00	291.00	342.00	389.00
ENSG00000185345.14	4180.00	26.00	28.00	26.00	46.00
ENSG00000185347.13	1333.98	10.00	14.00	22.00	49.00
ENSG00000185359.8	1169.53	1029.00	732.00	798.00	1601.00
ENSG00000185361.4	3802.34	564.00	500.00	448.00	683.00
ENSG00000185379.16	1866.73	44.00	53.00	75.00	72.00
ENSG00000185386.10	2431.00	3.00	3.00	22.00	17.00
ENSG00000185404.12	1752.45	271.54	304.21	395.50	493.74
ENSG00000185414.15	2011.53	116.46	91.61	403.11	172.77
ENSG00000185418.11	3060.89	240.00	264.00	318.00	270.00
ENSG00000185420.14	1009.11	238.00	219.00	284.00	386.00
ENSG00000185432.10	2837.05	1637.00	2033.00	2187.00	2473.00
ENSG00000185433.4	1056.75	0.00	0.00	0.00	0.00
ENSG00000185436.7	4413.97	269.00	244.00	205.00	322.00
ENSG00000185437.9	690.12	23.00	27.00	14.00	16.00
ENSG00000185442.8	438.46	0.00	3.00	5.00	3.00
ENSG00000185453.8	2277.00	21.00	33.00	23.00	43.00
ENSG00000185467.7	1725.00	3.00	2.00	5.00	11.00
ENSG00000185475.4	1010.00	179.00	185.00	181.00	252.00
ENSG00000185480.7	1610.77	157.00	216.00	130.00	114.00
ENSG00000185482.3	1238.45	8.12	8.00	4.00	7.00
ENSG00000185483.7	3243.81	6.00	5.00	11.00	10.00
ENSG00000185485.10	1031.24	324.95	231.42	204.13	323.75
ENSG00000185495.6	1580.52	12.38	204.90	209.73	175.72
ENSG00000185499.12	926.22	1.00	1.00	2.00	8.00
ENSG00000185504.12	2781.87	95.00	83.00	166.00	378.00
ENSG00000185507.15	1394.24	0.00	0.00	0.00	0.00
ENSG00000185513.10	2676.04	596.00	616.00	598.00	841.00
ENSG00000185515.10	2344.66	257.00	364.00	385.00	389.00
ENSG00000185518.7	4965.50	0.00	0.00	0.00	0.00
ENSG00000185519.8	1695.00	3.00	5.00	4.00	8.01
ENSG00000185522.4	965.58	17.00	9.00	13.00	33.00
ENSG00000185523.6	506.00	0.00	0.00	0.00	1.00
ENSG00000185527.7	577.21	6.00	8.00	11.00	28.00
ENSG00000185532.10	3921.80	0.00	0.00	0.00	0.00
ENSG00000185551.8	2488.42	519.00	547.00	534.00	619.00
ENSG00000185559.9	1578.00	4125.00	3121.00	2603.00	5377.00
ENSG00000185561.8	991.00	6.00	4.00	3.00	5.00
ENSG00000185565.7	987.34	0.00	0.00	3.00	2.00
ENSG00000185567.6	7769.70	5.00	9.00	30.00	72.00
ENSG00000185585.15	5115.99	16.00	29.00	24.00	41.00
ENSG00000185591.5	5688.25	1507.00	1571.00	1416.00	1537.00
ENSG00000185596.12	1346.65	317.76	212.02	220.76	501.12
ENSG00000185607.5	1124.00	1.00	0.00	0.00	0.00
ENSG00000185608.4	1097.45	272.00	264.00	325.00	394.00
ENSG00000185614.4	1040.00	4.00	2.00	0.00	6.00
ENSG00000185615.11	1234.88	30.00	12.00	20.00	16.00
ENSG00000185619.13	3688.79	2029.00	1901.00	1730.00	1982.00
ENSG00000185621.7	5399.12	44.00	56.00	98.00	86.00
ENSG00000185624.10	2084.31	18889.00	16231.00	19236.00	26019.00
ENSG00000185627.13	1496.83	804.00	849.00	987.00	1133.00
ENSG00000185630.14	2297.25	1.00	2.00	5.00	8.00
ENSG00000185633.6	1178.04	43.00	14.00	24.00	52.00
ENSG00000185634.7	4558.00	0.00	0.00	1.00	4.00
ENSG00000185641.5	375.00	58.96	41.91	26.42	52.21
ENSG00000185650.8	2851.54	1695.00	1494.00	1634.00	2113.80
ENSG00000185651.10	1992.47	982.00	1121.00	1213.00	1273.00
ENSG00000185658.9	8324.72	2213.00	2249.00	2132.00	1966.00
ENSG00000185664.10	1314.40	26.00	28.00	36.00	32.00
ENSG00000185666.10	1679.50	77.00	94.00	87.00	109.00
ENSG00000185668.5	2928.00	0.00	0.00	1.00	0.00
ENSG00000185669.5	1732.00	3.00	1.00	1.00	5.00
ENSG00000185670.7	2655.35	33.00	29.00	41.00	63.00
ENSG00000185674.5	778.00	1.00	4.00	1.00	1.00
ENSG00000185681.8	689.60	0.00	0.00	0.00	0.00
ENSG00000185684.8	2382.03	168.03	146.52	173.73	220.47
ENSG00000185686.13	2239.87	10.00	12.00	16.00	28.00
ENSG00000185697.12	4702.27	79.00	62.00	64.00	83.00
ENSG00000185710.5	902.08	82.38	83.11	51.65	63.36
ENSG00000185716.7	2457.57	947.00	985.00	968.00	925.00
ENSG00000185721.7	1480.09	459.00	502.98	558.00	613.99
ENSG00000185722.12	6322.96	1032.00	997.00	1078.00	1206.00
ENSG00000185728.12	4953.50	1011.00	1211.00	1294.00	1348.00
ENSG00000185730.3	2236.96	59.00	39.00	72.00	79.00
ENSG00000185739.9	3250.66	2.00	7.00	5.00	5.00
ENSG00000185745.8	1880.00	23.00	44.00	84.00	61.00
ENSG00000185753.8	2112.57	120.00	138.00	127.00	153.00
ENSG00000185760.11	1899.83	3.00	3.00	11.00	5.00
ENSG00000185761.6	2071.09	44.00	46.00	31.00	60.00
ENSG00000185787.10	1392.56	4014.41	4369.93	5011.00	5108.60
ENSG00000185798.6	1225.37	78.00	81.00	100.00	141.00
ENSG00000185800.7	2132.06	221.00	141.00	156.00	263.00
ENSG00000185803.4	1639.76	227.00	153.00	197.00	616.00
ENSG00000185808.9	896.17	111.00	198.00	223.00	235.00
ENSG00000185813.6	1831.64	1413.00	1169.00	1261.00	2185.00
ENSG00000185818.7	5571.00	102.00	89.00	85.00	206.00
ENSG00000185825.11	1478.77	2307.00	2083.00	1788.00	2624.00
ENSG00000185829.11	3399.24	377.11	484.39	545.22	505.84
ENSG00000185834.9	525.06	16.97	13.81	24.65	20.51
ENSG00000185838.9	1449.12	12.00	7.00	11.68	32.73
ENSG00000185839.2	690.00	8.83	5.15	4.68	6.09
ENSG00000185842.10	1126.17	112.00	148.00	177.00	192.00
ENSG00000185864.12	819.25	495.66	520.09	405.93	751.82
ENSG00000185869.9	3872.97	8.00	17.00	23.00	11.00
ENSG00000185875.8	3708.09	81.00	97.00	135.00	157.00
ENSG00000185880.8	2294.98	128.00	145.00	164.00	180.00
ENSG00000185883.6	1172.75	571.00	360.00	409.44	976.00
ENSG00000185885.11	850.19	243.25	196.75	150.53	194.02
ENSG00000185896.9	2590.16	2477.00	2230.00	2178.00	3682.00
ENSG00000185900.5	1865.00	80.00	104.00	77.00	63.00
ENSG00000185904.7	2252.05	2.00	1.00	4.00	2.00
ENSG00000185909.10	1539.96	320.00	261.00	244.00	368.00
ENSG00000185917.9	2115.84	201.00	206.00	212.00	288.00
ENSG00000185920.11	5565.34	326.00	281.00	322.00	394.00
ENSG00000185924.6	3625.00	0.00	0.00	0.00	0.00
ENSG00000185928.7	1951.39	116.83	75.28	133.79	226.86
ENSG00000185933.6	3053.00	0.00	0.00	2.00	1.00
ENSG00000185946.11	2644.05	342.47	388.03	371.61	375.03
ENSG00000185947.10	3194.02	247.00	252.00	290.00	247.00
ENSG00000185950.7	6999.00	5.00	5.19	4.00	7.28
ENSG00000185955.4	835.17	6.00	1.61	1.58	4.29
ENSG00000185963.9	4810.74	639.00	594.00	660.00	818.00
ENSG00000185972.4	1941.00	0.00	1.00	2.00	3.00
ENSG00000185973.6	1657.61	170.19	193.00	217.00	219.47
ENSG00000185974.6	2701.67	0.00	0.00	0.00	0.00
ENSG00000185986.10	930.73	114.48	116.53	100.17	170.26
ENSG00000185989.9	2931.00	2.00	2.00	5.00	9.00
ENSG00000186001.8	3362.91	867.00	897.00	842.00	1071.00
ENSG00000186007.5	685.05	1.00	1.00	1.00	5.00
ENSG00000186010.14	753.38	974.58	832.29	981.06	1540.33
ENSG00000186017.10	2601.25	155.00	163.00	186.00	198.00
ENSG00000186019.10	3199.00	4.00	4.00	15.00	12.00
ENSG00000186020.8	3511.47	358.00	479.00	508.00	478.00
ENSG00000186026.6	4351.00	82.95	120.30	119.86	109.64
ENSG00000186051.4	630.00	1.00	0.00	0.00	0.00
ENSG00000186056.5	2228.85	3.00	1.00	2.00	9.00
ENSG00000186063.8	2973.14	1240.04	1272.65	1361.06	1410.27
ENSG00000186073.7	2392.36	90.00	81.00	128.00	166.00
ENSG00000186076.4	765.00	38.21	29.03	21.31	69.18
ENSG00000186088.11	2378.45	456.00	559.00	714.00	800.00
ENSG00000186094.12	2361.40	0.00	0.00	1.00	2.00
ENSG00000186104.6	1168.73	5.00	17.00	10.00	16.00
ENSG00000186105.7	2249.00	4.00	5.00	9.00	3.00
ENSG00000186106.7	2397.98	571.42	637.00	669.12	662.11
ENSG00000186111.4	4988.00	254.00	209.00	276.00	499.00
ENSG00000186115.8	2018.65	34.17	32.20	109.68	190.37
ENSG00000186118.7	1003.00	0.00	0.00	0.00	3.00
ENSG00000186130.4	4106.00	214.00	285.00	304.00	264.00
ENSG00000186132.10	672.55	40.00	35.00	34.00	56.00
ENSG00000186141.4	1691.19	165.00	172.00	218.00	222.00
ENSG00000186148.7	2918.00	2.09	0.00	3.01	3.42
ENSG00000186153.12	1110.88	58.00	78.00	90.00	121.00
ENSG00000186162.6	1138.92	79.00	55.00	74.00	89.00
ENSG00000186166.4	1333.59	191.00	191.00	313.00	425.00
ENSG00000186174.8	4333.44	636.00	394.00	579.00	993.00
ENSG00000186184.11	793.49	3760.00	3466.00	3470.00	3901.00
ENSG00000186185.9	3204.58	477.00	287.00	186.00	284.00
ENSG00000186187.7	1769.99	1097.00	959.00	871.00	1199.00
ENSG00000186188.6	1142.00	1.00	0.00	1.00	1.00
ENSG00000186191.7	2159.00	0.00	0.00	0.00	2.00
ENSG00000186193.7	3843.00	488.00	285.00	207.00	532.00
ENSG00000186197.8	3097.00	12.84	9.83	11.00	19.65
ENSG00000186198.3	940.00	20.00	42.00	33.00	45.00
ENSG00000186204.10	1679.10	295.00	306.00	535.00	622.00
ENSG00000186205.8	2024.25	163.00	192.00	348.00	350.00
ENSG00000186212.2	2921.00	2.00	7.00	2.00	6.00
ENSG00000186222.3	1546.00	80.00	102.00	118.00	162.00
ENSG00000186226.7	1180.00	0.00	0.00	2.00	1.00
ENSG00000186230.6	1112.10	105.00	110.00	76.00	106.00
ENSG00000186231.12	2281.00	5.00	4.00	3.00	2.00
ENSG00000186260.12	5909.39	1088.72	1202.13	1218.69	1323.93
ENSG00000186265.5	3213.00	1.00	1.00	0.00	1.00
ENSG00000186272.8	2433.47	104.00	92.00	111.00	109.00
ENSG00000186275.7	2408.40	223.93	204.81	197.96	222.08
ENSG00000186280.5	2978.00	29.00	33.00	32.00	40.00
ENSG00000186283.9	2424.01	399.00	481.00	458.00	591.00
ENSG00000186298.7	2443.92	5402.00	5940.00	5551.00	5511.00
ENSG00000186300.7	2741.01	245.00	279.00	202.00	224.00
ENSG00000186301.7	1870.20	2706.29	2345.24	2823.01	4960.20
ENSG00000186310.9	2597.00	1.00	0.00	2.00	0.00
ENSG00000186312.6	763.80	56.16	38.53	30.67	67.87
ENSG00000186314.7	1426.75	108.00	110.00	123.00	131.00
ENSG00000186318.12	2881.49	421.00	430.00	522.00	594.00
ENSG00000186322.9	1776.00	9.37	0.00	4.75	6.56
ENSG00000186326.3	2894.00	0.00	1.00	0.00	0.00
ENSG00000186329.5	975.25	0.00	2.00	0.00	0.00
ENSG00000186335.4	1862.43	0.00	0.00	1.00	0.00
ENSG00000186340.10	5811.00	479.00	678.00	357.00	390.00
ENSG00000186350.8	3584.40	1151.00	823.00	910.00	1519.00
ENSG00000186352.4	1058.02	191.00	99.00	73.00	115.00
ENSG00000186364.7	1138.72	19.00	33.00	32.00	46.00
ENSG00000186376.10	3919.92	161.00	195.00	189.00	209.00
ENSG00000186377.6	2322.00	0.00	0.00	0.00	1.00
ENSG00000186395.6	2124.00	233.00	237.00	143.00	226.00
ENSG00000186399.8	1896.00	3.15	5.13	11.60	2.41
ENSG00000186409.10	3379.86	33.00	30.00	33.00	37.00
ENSG00000186416.8	3275.44	316.00	296.00	276.00	299.00
ENSG00000186417.9	4110.58	102.00	119.00	97.00	115.00
ENSG00000186432.4	8981.00	1357.00	1449.00	1318.00	1390.00
ENSG00000186446.7	2587.40	48.00	64.00	91.00	76.00
ENSG00000186448.10	3078.51	155.00	165.00	178.00	196.00
ENSG00000186451.1	2413.00	1.00	4.00	18.00	13.00
ENSG00000186453.8	1774.00	1.00	0.00	0.00	1.00
ENSG00000186462.7	2372.33	1.00	1.00	3.00	4.00
ENSG00000186466.4	1375.00	23.75	16.21	24.86	23.74
ENSG00000186468.8	492.19	12564.18	13059.49	10772.16	13569.97
ENSG00000186470.9	2315.74	702.93	829.82	1125.61	1377.50
ENSG00000186471.8	615.29	0.00	0.00	0.00	0.00
ENSG00000186472.15	1301.28	0.00	1.00	7.00	10.00
ENSG00000186480.8	2623.00	1.00	1.00	4.00	2.00
ENSG00000186481.11	1055.82	438.00	518.52	512.00	529.82
ENSG00000186496.6	1952.35	17.00	19.00	23.00	31.00
ENSG00000186501.10	1630.58	342.00	262.00	305.00	417.00
ENSG00000186510.7	1738.48	4.00	1.00	3.00	3.00
ENSG00000186517.9	4132.36	28.00	28.00	22.00	28.00
ENSG00000186522.10	2226.31	2557.00	2653.00	2950.00	2861.00
ENSG00000186523.10	1814.12	22.51	11.00	25.68	44.62
ENSG00000186529.10	3713.54	854.83	860.80	1250.32	1429.63
ENSG00000186532.7	4002.13	321.00	266.00	225.00	328.00
ENSG00000186564.5	4675.00	0.00	0.00	0.00	1.00
ENSG00000186566.7	6741.66	1841.00	1895.00	1680.00	1946.00
ENSG00000186567.8	1794.98	92.00	86.07	94.00	134.00
ENSG00000186575.13	4208.22	326.00	304.00	320.00	463.00
ENSG00000186577.7	921.50	58.00	31.00	43.00	89.00
ENSG00000186591.7	4563.29	2919.00	2896.00	2832.00	3087.00
ENSG00000186594.8	2039.31	225.00	258.00	219.00	268.00
ENSG00000186615.6	1626.55	86.00	86.00	92.00	114.00
ENSG00000186625.9	1790.92	345.00	290.00	274.00	277.00
ENSG00000186628.8	3125.67	2.00	0.00	0.00	0.00
ENSG00000186635.10	3386.19	1239.00	955.00	1123.00	1962.00
ENSG00000186638.11	5778.18	48.00	31.00	34.00	35.00
ENSG00000186642.11	2041.51	169.00	59.00	55.00	74.00
ENSG00000186648.10	4306.77	12.00	10.00	30.00	45.00
ENSG00000186654.16	1576.13	85.00	50.70	70.00	143.00
ENSG00000186660.14	5220.00	1086.00	1327.00	1300.00	1265.00
ENSG00000186665.8	1356.65	96.00	103.00	177.00	225.00
ENSG00000186666.4	1462.85	40.00	49.00	45.00	75.00
ENSG00000186684.8	2650.43	1.00	1.00	2.00	5.00
ENSG00000186687.11	6351.00	303.00	354.00	351.00	363.00
ENSG00000186704.8	1337.63	29.23	17.41	22.44	18.61
ENSG00000186714.8	2534.75	0.00	2.00	2.00	0.00
ENSG00000186715.6	1290.13	496.75	473.89	604.69	899.80
ENSG00000186716.15	3477.94	781.66	647.49	771.19	1255.49
ENSG00000186732.9	2172.13	17.00	10.00	6.00	12.00
ENSG00000186765.7	1151.38	0.00	1.00	1.00	5.00
ENSG00000186767.5	4112.00	56.00	79.00	93.00	72.00
ENSG00000186787.7	937.89	41.59	60.26	63.85	74.48
ENSG00000186792.11	1487.51	60.00	44.00	83.00	131.00
ENSG00000186806.5	2516.05	175.00	181.00	166.00	207.00
ENSG00000186810.7	1624.00	1.00	1.00	2.00	1.00
ENSG00000186812.8	1990.94	259.00	244.00	354.00	374.00
ENSG00000186814.8	3187.95	360.00	423.00	523.00	575.00
ENSG00000186815.8	3669.37	1199.00	926.00	1317.00	1712.95
ENSG00000186834.2	4785.00	674.00	714.00	646.00	908.00
ENSG00000186838.9	1704.00	1.00	0.00	2.00	1.00
ENSG00000186842.4	1778.00	1.00	2.00	2.00	1.00
ENSG00000186854.6	880.81	1.00	1.00	0.00	2.00
ENSG00000186862.13	3188.80	19.00	26.00	31.00	42.00
ENSG00000186866.12	2653.09	1048.00	902.00	1062.00	1348.00
ENSG00000186868.11	3490.49	193.00	183.00	198.00	265.00
ENSG00000186871.5	4287.03	41.00	34.00	32.00	42.00
ENSG00000186889.5	1872.11	0.00	2.00	13.00	6.00
ENSG00000186897.3	2065.00	0.00	2.00	0.00	3.00
ENSG00000186907.3	1678.64	69.00	34.00	25.00	68.00
ENSG00000186908.10	3801.15	908.00	1065.00	1032.00	998.00
ENSG00000186910.3	1476.00	6176.94	5638.00	5002.00	6108.00
ENSG00000186912.5	1639.00	6.00	4.00	18.00	24.00
ENSG00000186918.9	4467.17	1500.00	1308.00	815.00	1078.00
ENSG00000186919.8	1281.86	0.00	1.00	0.00	0.00
ENSG00000186951.12	7946.85	1301.00	1362.00	1389.00	1624.00
ENSG00000186952.10	562.99	1.00	2.00	7.00	4.00
ENSG00000186973.6	478.94	15.00	20.00	8.00	22.00
ENSG00000186994.7	2787.00	3.00	2.00	8.00	16.00
ENSG00000186998.11	1898.72	17.00	16.00	17.00	33.00
ENSG00000187008.2	5193.17	2.00	1.00	2.00	1.00
ENSG00000187010.14	1556.22	0.00	0.00	0.00	0.00
ENSG00000187013.2	1530.00	0.00	0.00	0.00	0.00
ENSG00000187017.10	888.96	693.00	378.00	543.00	1571.00
ENSG00000187024.9	836.01	10.00	7.00	10.00	20.00
ENSG00000187045.12	2547.91	85.00	69.00	131.00	228.00
ENSG00000187048.8	1133.00	0.00	0.00	0.00	1.00
ENSG00000187049.5	1127.21	188.00	204.00	177.00	210.00
ENSG00000187051.4	960.42	179.00	145.00	138.00	242.00
ENSG00000187060.5	598.00	0.00	0.00	0.00	7.00
