symbol	length	Control_D0	Control_D1	ACO1_D0	ACO1_D1
ENSG00000164989.11	2769.80	53.00	50.00	69.00	67.00
ENSG00000165006.9	2690.44	734.00	752.00	983.00	868.00
ENSG00000165028.7	1335.72	15.00	13.00	11.00	15.00
ENSG00000165029.11	9970.98	4348.00	4530.00	5008.00	4811.00
ENSG00000165030.3	2085.00	1972.00	1982.00	1680.00	1566.00
ENSG00000165046.8	1238.02	24.00	30.00	81.00	75.00
ENSG00000165055.11	2525.66	457.89	431.79	670.62	565.40
ENSG00000165060.7	1004.37	372.00	346.00	442.00	371.00
ENSG00000165071.10	1430.03	23.00	11.00	26.00	20.00
ENSG00000165072.9	3616.00	0.00	1.00	1.00	1.00
ENSG00000165078.7	1861.00	3.00	0.00	3.00	3.00
ENSG00000165092.8	2102.82	2016.00	2059.00	2604.00	2490.00
ENSG00000165097.9	4303.26	478.00	410.00	1074.00	944.00
ENSG00000165102.10	3609.98	729.00	744.00	1518.22	1571.20
ENSG00000165105.9	3670.50	0.00	0.00	2.00	0.00
ENSG00000165113.8	1676.84	126.00	116.00	99.00	94.00
ENSG00000165115.10	2795.29	93.55	79.66	154.96	156.54
ENSG00000165118.10	2319.80	674.00	645.00	533.00	501.00
ENSG00000165119.14	2035.80	10802.00	10926.00	12503.00	11516.00
ENSG00000165121.10	1656.00	12.40	18.34	17.00	16.00
ENSG00000165124.13	5713.73	5.00	2.00	4.00	5.00
ENSG00000165138.12	3541.89	301.00	315.00	423.00	370.00
ENSG00000165140.5	1462.00	7.00	8.00	1.00	1.00
ENSG00000165156.10	3574.45	572.00	549.75	397.00	403.52
ENSG00000165169.6	2191.42	205.00	226.00	469.00	437.00
ENSG00000165171.6	924.24	10.00	17.00	9.00	15.00
ENSG00000165175.11	2131.84	586.00	600.00	507.00	484.00
ENSG00000165182.6	1134.00	1.00	0.00	2.00	0.00
ENSG00000165185.10	6252.67	864.00	867.00	762.00	813.00
ENSG00000165188.9	1656.55	79.00	75.00	157.00	163.00
ENSG00000165192.9	2071.00	0.00	0.00	0.00	0.00
ENSG00000165194.10	8971.28	8.00	9.00	10.00	15.00
ENSG00000165195.9	3073.78	260.00	295.00	310.00	292.00
ENSG00000165197.4	1021.52	4.00	1.00	1.00	2.00
ENSG00000165202.2	1079.00	0.00	1.00	0.00	0.00
ENSG00000165209.14	3310.90	790.00	772.42	850.34	774.00
ENSG00000165215.5	1273.00	6.00	10.00	5.00	6.00
ENSG00000165219.17	5082.19	1128.00	1079.00	1485.00	1387.00
ENSG00000165233.13	1034.87	211.00	231.00	351.00	320.00
ENSG00000165238.12	3102.46	1711.00	1897.00	1716.00	1701.00
ENSG00000165240.13	8441.13	270.00	268.00	297.00	276.00
ENSG00000165244.6	3646.00	218.00	204.00	162.00	168.00
ENSG00000165246.8	2955.51	275.00	292.00	150.00	136.00
ENSG00000165259.9	3011.07	5.00	1.00	5.00	4.00
ENSG00000165264.6	1143.72	326.00	335.00	364.00	346.00
ENSG00000165269.8	962.95	75.00	78.00	19.00	14.00
ENSG00000165271.12	3885.73	645.00	709.00	858.00	825.00
ENSG00000165272.10	1799.34	33.00	44.00	95.00	93.00
ENSG00000165275.5	1486.84	84.00	78.00	73.00	63.00
ENSG00000165280.11	3185.80	6268.00	6398.00	8887.00	8581.00
ENSG00000165282.9	2869.98	591.00	577.00	644.00	616.00
ENSG00000165283.11	1220.31	1537.00	1697.00	1502.00	1415.00
ENSG00000165288.10	10154.40	1471.00	1498.00	1272.00	1273.00
ENSG00000165304.3	2256.44	823.00	725.00	627.00	526.00
ENSG00000165309.9	2432.00	0.00	1.00	1.00	1.00
ENSG00000165312.5	3111.00	68.00	71.00	61.00	64.00
ENSG00000165322.13	4110.89	1456.00	1273.00	3464.00	3061.00
ENSG00000165338.12	4614.54	172.00	209.00	302.00	306.00
ENSG00000165355.7	3853.00	610.00	509.00	840.00	792.00
ENSG00000165376.6	2919.00	31.00	22.00	27.00	34.00
ENSG00000165388.8	3561.00	3.00	10.00	12.00	8.00
ENSG00000165389.6	2777.00	2742.00	2393.00	3496.00	3312.00
ENSG00000165390.11	1603.00	0.00	0.00	0.00	0.00
ENSG00000165392.5	4525.47	562.00	571.00	585.00	569.00
ENSG00000165406.11	3635.43	877.00	807.00	986.00	870.00
ENSG00000165410.10	1427.95	2420.00	2346.00	3963.00	3943.00
ENSG00000165416.10	1530.43	852.00	884.00	1210.00	1104.00
ENSG00000165417.7	4360.18	881.00	778.00	1296.00	1258.00
ENSG00000165424.6	4933.00	342.00	322.00	355.00	332.00
ENSG00000165434.6	8515.00	250.00	223.00	890.00	876.00
ENSG00000165443.7	2714.44	1991.00	1879.00	2173.00	2120.00
ENSG00000165449.7	3948.70	3.00	6.00	99.00	101.00
ENSG00000165457.9	951.00	0.00	2.00	1.00	1.00
ENSG00000165458.9	1651.50	1764.00	1773.00	2432.00	2444.00
ENSG00000165471.6	3569.00	435.00	436.00	736.00	616.00
ENSG00000165474.5	2250.00	6.00	6.00	28.00	18.00
ENSG00000165475.9	1485.00	817.00	917.00	641.00	607.00
ENSG00000165476.8	5203.14	829.00	813.00	1470.00	1383.00
ENSG00000165478.6	3205.37	2462.00	2549.00	1583.00	1441.00
ENSG00000165480.11	2222.72	273.00	243.00	208.00	223.00
ENSG00000165487.9	1835.11	649.00	611.00	920.00	831.00
ENSG00000165490.8	3200.40	206.00	175.00	164.00	152.00
ENSG00000165494.6	4672.28	1067.00	1027.00	1331.00	1260.65
ENSG00000165495.11	1329.80	0.00	0.00	0.00	0.00
ENSG00000165501.12	1398.96	148.06	124.10	150.35	147.53
ENSG00000165502.6	746.00	1374.00	1376.00	2022.00	1958.00
ENSG00000165506.10	2917.45	281.00	293.00	418.00	346.00
ENSG00000165507.8	2109.68	4547.00	4290.00	865.00	868.00
ENSG00000165512.4	2551.00	24.00	21.00	11.00	11.00
ENSG00000165516.6	1741.47	1273.00	1385.00	804.00	745.00
ENSG00000165521.11	5910.00	0.00	1.00	2.00	1.00
ENSG00000165525.13	2699.99	1087.00	1083.00	1403.00	1221.00
ENSG00000165526.4	2014.19	661.00	691.00	753.00	732.00
ENSG00000165527.5	1583.00	535.00	561.00	913.00	881.00
ENSG00000165533.14	1542.01	201.00	188.00	254.00	244.00
ENSG00000165548.6	5334.00	12.00	18.38	14.00	6.00
ENSG00000165553.4	1884.00	1.00	0.00	0.00	0.00
ENSG00000165555.5	1949.96	9.00	15.00	32.00	37.00
ENSG00000165556.9	2317.00	2.00	0.00	0.00	0.00
ENSG00000165572.6	5178.00	301.78	335.88	308.05	268.96
ENSG00000165591.6	1352.53	54.00	61.00	53.00	43.00
ENSG00000165609.8	1014.37	837.00	805.00	995.00	975.00
ENSG00000165617.10	2238.23	2.00	1.00	1.00	2.00
ENSG00000165626.12	3048.43	589.00	563.00	1112.00	985.00
ENSG00000165629.15	1115.03	2089.00	2134.00	2188.00	2105.00
ENSG00000165630.9	1426.66	200.87	189.97	268.19	240.00
ENSG00000165632.7	4872.00	259.00	230.00	223.00	161.00
ENSG00000165637.9	1380.90	2932.22	2905.53	4194.91	4176.65
ENSG00000165643.6	1411.00	3.00	1.00	8.00	4.00
ENSG00000165644.6	816.58	61.00	62.00	56.00	40.00
ENSG00000165646.7	4125.00	1.00	0.00	1.00	2.00
ENSG00000165650.7	5097.12	770.00	732.00	802.00	779.00
ENSG00000165655.14	3347.00	891.00	868.00	2242.00	1976.00
ENSG00000165659.12	4414.75	0.00	0.00	0.00	0.00
ENSG00000165660.7	2992.00	387.00	380.00	534.00	551.00
ENSG00000165661.11	4530.00	1881.00	1716.00	1954.00	1890.00
ENSG00000165669.9	1149.55	310.00	247.00	333.00	347.00
ENSG00000165671.14	12195.00	4.00	2.00	5.00	2.00
ENSG00000165672.5	1585.84	4196.00	4325.00	3479.00	3313.00
ENSG00000165675.12	3676.62	186.00	162.00	202.00	173.00
ENSG00000165678.15	2128.00	2654.00	2566.00	2535.00	2272.00
ENSG00000165684.3	5010.00	274.00	295.00	678.00	602.00
ENSG00000165688.7	1986.34	1319.00	1323.00	1550.00	1526.00
ENSG00000165689.12	1294.70	785.00	772.00	1066.00	982.00
ENSG00000165694.5	2720.67	0.00	0.00	0.00	0.00
ENSG00000165695.5	1987.00	0.00	1.00	4.00	1.00
ENSG00000165698.11	1959.81	12.00	12.00	18.00	12.00
ENSG00000165699.9	5698.13	1302.00	1411.00	2065.00	2104.00
ENSG00000165702.8	1895.50	4.00	2.00	0.00	0.00
ENSG00000165704.10	1222.04	805.00	754.00	782.00	772.00
ENSG00000165714.6	1376.32	58.00	71.00	169.00	177.00
ENSG00000165716.5	1729.31	71.00	77.00	23.00	16.00
ENSG00000165724.5	1361.66	272.00	263.00	287.00	319.00
ENSG00000165730.10	2723.27	101.00	96.00	72.00	54.00
ENSG00000165731.13	2778.50	0.00	0.00	1.00	0.00
ENSG00000165732.8	4711.00	4015.00	3762.00	4518.00	4096.00
ENSG00000165733.7	7753.00	1589.27	1578.58	2002.65	1907.46
ENSG00000165752.12	1419.96	133.00	136.00	176.00	174.00
ENSG00000165757.8	9265.00	6.00	7.00	91.00	87.00
ENSG00000165775.13	1099.33	570.99	683.00	708.74	689.95
ENSG00000165782.6	1862.37	749.00	731.00	872.00	873.00
ENSG00000165792.13	1242.22	1498.00	1569.00	1442.00	1388.00
ENSG00000165795.16	1271.14	1378.00	1551.00	509.00	501.00
ENSG00000165799.4	1210.00	0.00	0.00	0.00	0.00
ENSG00000165801.5	4073.59	2726.00	2787.00	1143.00	1062.00
ENSG00000165802.15	2173.13	4220.00	4772.00	2886.00	2735.00
ENSG00000165804.11	2009.81	774.00	789.00	733.00	684.00
ENSG00000165805.5	1743.40	1.00	0.00	1.00	0.00
ENSG00000165806.15	2137.55	582.00	570.00	974.00	859.00
ENSG00000165807.3	1030.75	4.00	2.00	3.00	8.00
ENSG00000165810.12	3498.04	4.00	1.00	3.00	1.00
ENSG00000165813.12	5121.71	506.00	447.00	618.00	537.00
ENSG00000165816.8	2871.67	0.00	0.00	0.00	0.00
ENSG00000165819.7	1802.11	1361.00	1346.00	926.00	897.00
ENSG00000165821.7	3218.65	458.00	475.00	523.00	504.00
ENSG00000165828.9	849.42	274.68	294.85	280.05	236.09
ENSG00000165832.4	3403.00	696.00	671.00	645.00	604.00
ENSG00000165841.5	2395.00	0.00	0.00	0.00	2.00
ENSG00000165861.9	3815.46	255.00	261.00	457.00	446.00
ENSG00000165862.10	1105.00	3.00	3.00	1.00	0.00
ENSG00000165863.12	1388.21	90.00	92.00	76.00	68.00
ENSG00000165868.8	4774.03	443.00	429.00	709.00	632.00
ENSG00000165874.8	2123.10	51.25	63.69	46.55	58.16
ENSG00000165879.7	2651.00	55.00	68.00	58.00	57.00
ENSG00000165886.4	1706.00	95.00	118.00	237.00	216.00
ENSG00000165891.11	4798.77	287.00	282.00	336.00	325.00
ENSG00000165895.13	5257.54	104.00	114.00	214.00	217.00
ENSG00000165898.9	1226.81	274.00	276.00	313.00	289.00
ENSG00000165899.6	4126.50	0.00	0.00	0.00	0.00
ENSG00000165905.12	2064.93	283.00	318.00	307.00	243.00
ENSG00000165912.11	1591.42	923.00	990.00	1237.00	1160.00
ENSG00000165914.10	3045.52	125.00	108.00	126.00	169.00
ENSG00000165915.9	2039.32	578.00	564.00	610.00	631.00
ENSG00000165916.4	1178.69	1739.00	1708.00	1945.00	1693.00
ENSG00000165917.5	1386.00	9.00	7.00	4.00	2.00
ENSG00000165923.11	2130.68	55.00	53.00	78.00	59.00
ENSG00000165929.8	5146.00	1.00	0.00	0.00	1.00
ENSG00000165934.8	4752.37	1483.00	1314.00	1763.00	1608.00
ENSG00000165935.5	1096.00	0.00	1.00	2.00	4.00
ENSG00000165943.4	2445.04	658.00	658.00	874.00	763.00
ENSG00000165948.6	665.37	85.00	87.00	50.00	60.00
ENSG00000165949.8	695.27	11.00	6.00	113.00	50.00
ENSG00000165953.5	1497.00	0.00	1.00	3.00	1.00
ENSG00000165959.7	5402.47	1169.69	1015.00	1612.00	1697.00
ENSG00000165972.8	2509.53	6.00	8.00	5.00	4.00
ENSG00000165983.10	3031.50	156.00	148.00	207.00	184.00
ENSG00000165985.8	2493.00	0.00	0.00	4.00	1.00
ENSG00000165996.9	954.57	135.00	145.00	237.00	253.00
ENSG00000165997.4	7196.00	3101.00	2924.00	3353.00	3036.00
ENSG00000166002.2	674.16	111.00	90.00	133.00	137.00
ENSG00000166004.10	4489.06	563.00	507.00	532.00	483.00
ENSG00000166008.5	887.00	1.00	2.00	0.00	1.00
ENSG00000166012.10	1351.57	2341.00	2186.00	1564.00	1548.24
ENSG00000166016.4	4495.36	566.00	592.00	921.00	923.00
ENSG00000166024.9	3360.10	351.00	296.00	515.00	482.00
ENSG00000166025.13	8958.36	29.00	36.00	57.00	62.00
ENSG00000166033.7	1671.61	9.00	5.00	51.00	76.00
ENSG00000166035.6	1654.23	474.00	465.00	375.00	338.00
ENSG00000166037.6	2337.19	1189.00	1073.00	861.00	793.00
ENSG00000166046.6	1731.22	407.00	362.00	513.00	507.00
ENSG00000166068.8	6922.60	806.00	721.00	1331.00	1331.00
ENSG00000166073.4	3370.89	2.00	7.00	4.00	6.00
ENSG00000166086.8	2750.29	64.00	89.00	102.00	124.00
ENSG00000166104.10	1649.60	0.00	0.00	0.00	0.00
ENSG00000166111.5	602.89	0.00	0.00	1.00	0.00
ENSG00000166123.9	2771.09	7242.00	7798.00	5335.00	5433.00
ENSG00000166126.6	2066.22	419.00	475.00	192.00	163.00
ENSG00000166128.8	4308.17	479.00	423.00	608.00	578.00
ENSG00000166130.10	2081.55	1329.00	1222.00	1732.00	1707.00
ENSG00000166133.13	1856.41	186.00	161.00	255.00	208.00
ENSG00000166135.9	6338.45	2172.00	2071.00	2804.00	2772.00
ENSG00000166136.11	670.96	953.95	1033.69	1114.06	1067.02
ENSG00000166140.13	1678.60	437.00	421.00	501.00	436.00
ENSG00000166143.5	748.50	3.00	2.00	5.00	2.00
ENSG00000166145.10	2296.91	129.00	144.00	245.00	224.00
ENSG00000166147.9	8603.15	170.00	157.00	192.00	198.00
ENSG00000166153.12	1116.02	27.00	32.00	39.00	30.00
ENSG00000166159.6	2852.90	4.00	5.00	22.00	20.00
ENSG00000166164.11	2215.71	2752.76	2635.31	3477.62	3344.39
ENSG00000166165.8	920.03	2378.00	2810.00	1816.00	1902.00
ENSG00000166166.8	3229.00	238.00	233.00	228.00	233.00
ENSG00000166167.13	5815.57	769.00	748.00	812.00	834.00
ENSG00000166169.12	2162.62	372.00	431.00	507.00	483.00
ENSG00000166170.9	4682.01	655.00	614.00	903.00	899.00
ENSG00000166171.8	743.24	133.00	178.00	237.00	282.00
ENSG00000166173.9	1287.03	57.00	48.00	209.00	214.00
ENSG00000166181.8	2825.02	1197.99	1062.00	1832.99	1775.99
ENSG00000166188.2	3446.32	187.00	190.00	217.00	220.00
ENSG00000166189.6	2646.00	195.00	194.00	386.00	398.00
ENSG00000166192.10	1556.00	25.00	34.00	56.00	61.00
ENSG00000166197.12	3121.84	2747.00	2827.00	3780.00	3563.00
ENSG00000166199.8	1107.51	154.00	138.00	213.00	213.00
ENSG00000166200.10	1971.70	1502.00	1516.00	1828.00	1748.00
ENSG00000166224.12	5605.19	1075.00	972.00	2530.00	2493.00
ENSG00000166225.4	4274.83	362.00	362.00	666.00	613.00
ENSG00000166226.8	1856.83	2739.00	2777.00	4282.00	3895.00
ENSG00000166228.4	966.96	1070.00	1226.00	1215.00	1084.00
ENSG00000166233.8	4711.43	1282.00	1279.00	1736.00	1716.00
ENSG00000166246.9	2385.00	1.00	0.00	2.00	0.00
ENSG00000166257.4	3601.46	4.00	8.00	4.00	2.00
ENSG00000166260.6	1737.81	1571.00	1458.00	1384.00	1247.00
ENSG00000166261.6	2846.67	307.00	275.00	305.00	279.00
ENSG00000166262.11	863.86	21.00	15.00	37.00	29.00
ENSG00000166263.9	4862.94	689.00	673.00	941.00	912.00
ENSG00000166266.9	5671.77	733.00	722.00	884.00	787.00
ENSG00000166268.6	1032.06	3.00	3.00	5.00	5.00
ENSG00000166272.12	4089.70	502.00	480.00	853.00	789.00
ENSG00000166275.11	1834.83	379.51	345.00	261.00	276.00
ENSG00000166278.10	2443.97	7874.93	8029.00	5640.00	5526.79
ENSG00000166289.5	2084.00	38.00	47.00	53.00	48.00
ENSG00000166295.4	1314.44	794.00	771.00	958.00	887.00
ENSG00000166311.5	2195.56	222.00	191.00	523.00	537.00
ENSG00000166313.14	2453.74	66.00	50.00	113.00	125.00
ENSG00000166317.7	4121.00	0.00	0.00	5.00	1.00
ENSG00000166321.9	2082.47	107.00	120.00	70.00	61.00
ENSG00000166323.8	1044.10	3.00	3.00	8.00	9.00
ENSG00000166326.5	3182.00	1383.00	1305.00	1616.00	1538.00
ENSG00000166333.9	1631.92	1326.00	1382.00	2413.00	2443.00
ENSG00000166337.5	690.38	245.00	268.00	553.55	514.00
ENSG00000166340.10	2720.83	2949.00	3020.00	2495.00	2385.00
ENSG00000166341.6	10763.00	15.00	11.00	9.00	16.00
ENSG00000166343.5	2362.12	36.00	27.00	43.00	43.00
ENSG00000166347.14	906.80	1271.00	1428.00	982.00	935.00
ENSG00000166348.13	3246.39	422.00	381.00	1236.00	1111.00
ENSG00000166349.5	3501.73	15.00	15.00	13.00	23.00
ENSG00000166352.11	747.77	151.00	156.00	164.00	178.00
ENSG00000166359.6	1401.33	0.00	0.00	0.00	0.00
ENSG00000166377.15	2792.98	214.00	236.00	231.00	253.00
ENSG00000166387.7	1508.53	652.00	756.00	233.00	214.00
ENSG00000166391.10	2879.95	492.00	521.00	225.00	263.00
ENSG00000166394.10	1008.55	7.00	2.00	5.00	5.00
ENSG00000166398.8	5881.25	650.00	629.00	871.00	930.00
ENSG00000166401.9	2066.60	32.00	29.45	174.00	144.00
ENSG00000166402.4	6350.52	470.00	472.00	183.00	227.00
ENSG00000166405.10	1970.93	0.00	0.00	1.00	0.00
ENSG00000166411.9	1488.23	629.00	619.00	685.00	619.00
ENSG00000166415.10	5887.00	23.00	28.00	11.00	7.00
ENSG00000166432.10	5754.00	1.00	0.00	4.00	3.00
ENSG00000166435.11	2767.14	174.00	170.00	305.00	291.00
ENSG00000166436.11	5370.83	562.00	525.00	642.00	635.00
ENSG00000166439.5	7823.00	640.00	614.00	537.00	489.00
ENSG00000166441.8	703.63	10449.52	11427.48	7160.33	6861.28
ENSG00000166444.13	1797.39	544.00	564.00	803.00	764.00
ENSG00000166446.10	8131.46	20.00	24.00	62.00	49.00
ENSG00000166448.10	1553.00	0.00	0.00	0.00	2.00
ENSG00000166450.8	10475.44	1670.00	1646.00	1658.00	1552.00
ENSG00000166451.9	1071.88	425.00	496.00	432.00	474.00
ENSG00000166452.7	989.18	111.00	130.00	183.00	141.00
ENSG00000166454.5	3290.51	1345.00	1334.00	1994.00	1903.00
ENSG00000166455.9	1640.63	28.48	35.46	50.39	46.05
ENSG00000166471.6	2109.58	1051.00	1017.00	757.00	704.00
ENSG00000166473.12	2664.83	112.00	128.00	128.00	151.00
ENSG00000166477.8	2177.82	2567.00	2541.00	2129.00	1939.00
ENSG00000166478.5	2417.06	296.00	337.00	484.00	447.00
ENSG00000166479.5	3775.06	688.00	684.00	1435.00	1321.00
ENSG00000166482.7	599.00	2.00	0.00	2.00	1.00
ENSG00000166483.6	2205.20	1148.62	1041.00	1375.11	1402.65
ENSG00000166484.15	2228.42	289.00	340.00	383.00	389.00
ENSG00000166492.9	971.00	2.00	1.00	1.00	1.00
ENSG00000166501.8	7969.00	1.00	2.00	0.00	2.00
ENSG00000166503.4	1320.41	6.00	5.00	6.00	11.00
ENSG00000166507.12	2501.21	385.32	396.21	307.80	282.18
ENSG00000166508.13	2469.61	2593.00	2872.00	2716.00	2432.00
ENSG00000166510.9	2257.85	429.00	456.00	169.00	166.00
ENSG00000166526.12	2266.84	946.00	893.00	877.00	801.00
ENSG00000166529.10	1716.13	126.00	130.00	155.00	157.00
ENSG00000166532.11	2898.14	15.00	13.00	48.00	39.00
ENSG00000166546.9	2047.77	12.00	12.00	71.00	62.00
ENSG00000166548.11	2403.88	482.00	540.00	766.00	761.00
ENSG00000166557.8	1443.37	1135.00	1171.00	1396.00	1280.00
ENSG00000166558.6	812.00	1.00	0.00	1.00	0.00
ENSG00000166562.4	750.91	1222.00	1200.00	776.00	644.00
ENSG00000166569.4	1941.00	0.00	0.00	0.00	0.00
ENSG00000166575.12	2088.54	1635.00	1599.00	992.00	952.00
ENSG00000166578.5	1710.71	19.00	7.00	11.00	11.00
ENSG00000166579.11	1837.09	1622.00	1634.00	1566.00	1504.00
ENSG00000166582.5	970.82	1132.00	1187.00	1258.00	1138.00
ENSG00000166589.8	2620.54	181.00	199.00	52.00	44.00
ENSG00000166592.7	1569.00	5.00	18.00	49.00	62.00
ENSG00000166595.7	680.03	632.00	678.00	760.00	736.00
ENSG00000166598.8	2756.16	39335.00	39053.00	27810.00	24957.00
ENSG00000166619.8	1967.13	968.00	1031.00	1260.00	1211.00
ENSG00000166664.9	991.46	3.23	27.09	27.00	15.90
ENSG00000166669.9	1513.86	655.00	641.00	540.00	544.00
ENSG00000166670.5	1169.50	0.00	0.00	0.00	0.00
ENSG00000166676.10	3360.00	0.00	0.00	1.00	1.00
ENSG00000166681.9	912.85	521.00	535.00	844.00	767.00
ENSG00000166682.6	1576.56	16.00	16.00	14.00	18.00
ENSG00000166685.7	1969.04	819.00	775.00	1115.00	1102.00
ENSG00000166689.10	3438.07	724.00	775.00	779.00	757.00
ENSG00000166704.7	2732.47	197.00	194.00	254.00	202.00
ENSG00000166707.6	1546.60	10.00	9.00	17.00	13.00
ENSG00000166710.13	641.97	5235.00	4922.00	8682.00	8270.00
ENSG00000166716.5	6388.46	1091.00	1160.00	1314.00	1286.00
ENSG00000166734.14	3630.32	1789.00	1781.00	1792.00	1522.00
ENSG00000166741.3	826.75	0.00	0.00	0.00	0.00
ENSG00000166743.5	1538.81	17.00	14.00	11.00	18.00
ENSG00000166747.8	4652.37	2696.00	2755.00	4385.00	4271.00
ENSG00000166750.5	4097.91	31.00	32.00	170.00	137.00
ENSG00000166762.12	1237.80	37.38	33.34	33.36	23.32
ENSG00000166763.7	5328.00	5.80	4.01	1.52	0.00
ENSG00000166780.6	1681.31	89.00	100.00	778.00	781.00
ENSG00000166783.15	5139.54	1778.00	1799.00	2291.00	2266.00
ENSG00000166788.5	1451.17	323.00	308.00	381.00	376.00
ENSG00000166793.6	1638.00	1.00	4.00	4.00	3.00
ENSG00000166794.4	1081.23	8202.00	8837.00	9438.00	8518.00
ENSG00000166797.6	948.02	789.00	740.00	760.00	698.00
ENSG00000166801.11	3488.73	357.00	317.00	343.00	334.00
ENSG00000166803.6	1008.50	626.00	560.00	405.00	355.00
ENSG00000166813.10	4161.79	169.00	180.00	285.00	295.00
ENSG00000166816.9	1940.64	187.00	195.00	100.00	116.00
ENSG00000166819.7	2728.34	9.00	13.00	6.00	6.00
ENSG00000166821.4	2076.65	257.00	240.00	163.00	145.00
ENSG00000166822.8	3354.21	929.47	821.00	871.00	801.00
ENSG00000166825.9	3225.50	7975.00	8465.00	3149.00	2885.00
ENSG00000166831.4	1746.00	26.00	21.00	43.00	54.00
ENSG00000166833.15	6680.20	2105.00	2539.00	1856.00	1850.00
ENSG00000166839.12	2586.61	5.00	2.00	6.00	8.00
ENSG00000166840.9	980.67	3.00	0.00	1.00	0.00
ENSG00000166845.9	4789.31	193.00	197.00	129.00	132.00
ENSG00000166847.5	3147.84	2508.00	2428.00	3714.00	3585.00
ENSG00000166848.5	2098.89	1009.00	1013.00	1324.00	1179.00
ENSG00000166851.10	2099.23	2669.00	2528.00	1888.00	1710.00
ENSG00000166855.5	2088.50	1352.00	1244.00	1588.00	1459.00
ENSG00000166860.2	6170.00	370.00	384.00	371.00	377.00
ENSG00000166863.7	901.50	1.00	0.00	1.00	0.00
ENSG00000166866.8	2185.57	103.00	91.00	16.00	21.00
ENSG00000166869.2	2382.00	0.00	1.00	0.00	0.00
ENSG00000166881.5	5045.07	791.00	704.00	760.00	608.00
ENSG00000166886.8	2495.19	326.00	360.00	559.00	615.00
ENSG00000166887.11	3505.53	987.00	1045.00	1357.00	1295.00
ENSG00000166888.6	2681.50	1680.00	1639.00	2750.00	2607.00
ENSG00000166889.13	3961.57	1216.00	1236.00	1014.00	1002.00
ENSG00000166896.3	1099.42	99.00	89.00	60.00	62.00
ENSG00000166897.10	1838.00	0.00	0.00	0.00	0.00
ENSG00000166900.10	2939.74	488.00	472.00	1361.00	1236.00
ENSG00000166902.4	1173.02	488.00	463.00	475.00	447.00
ENSG00000166908.13	2656.98	645.00	640.00	1023.00	954.00
ENSG00000166912.12	3807.39	536.00	595.00	482.00	437.00
ENSG00000166913.8	2928.44	4932.00	4746.00	9187.00	8645.00
ENSG00000166920.6	663.50	2.00	2.00	3.00	0.00
ENSG00000166922.4	752.29	10.00	11.00	9.00	5.00
ENSG00000166923.6	2616.25	2.00	0.00	2.00	0.00
ENSG00000166924.4	3355.47	51.00	58.00	75.00	66.00
ENSG00000166925.4	1834.92	424.00	453.00	526.00	547.00
ENSG00000166938.8	3003.88	809.00	806.00	752.00	613.00
ENSG00000166946.9	1544.36	334.00	358.00	641.00	618.00
ENSG00000166949.11	4549.62	1681.00	1773.00	2443.00	2711.00
ENSG00000166960.12	876.00	0.00	0.00	0.00	1.00
ENSG00000166963.8	10258.00	3.00	2.00	33.00	31.00
ENSG00000166965.8	954.82	488.00	453.00	378.00	422.00
ENSG00000166971.12	1425.39	457.84	437.00	641.78	597.00
ENSG00000166974.8	2892.69	1386.00	1348.00	2283.00	2200.00
ENSG00000166979.8	1604.12	0.00	2.00	8.00	9.00
ENSG00000166984.7	1019.94	35.25	37.10	10.98	10.77
ENSG00000166986.8	2003.90	1516.00	1660.00	2379.00	2244.00
ENSG00000166987.10	3239.70	1039.00	989.00	1010.00	978.00
ENSG00000166997.3	1291.23	143.00	124.00	143.00	112.00
ENSG00000167004.8	2036.03	15255.01	15121.18	15714.32	13804.06
ENSG00000167005.9	2650.79	3974.00	3826.00	4034.00	3649.00
ENSG00000167011.4	2935.00	2.00	5.00	12.00	11.00
ENSG00000167034.9	3118.83	96.00	86.00	113.00	129.00
ENSG00000167037.14	4317.00	5.00	2.00	1.00	3.00
ENSG00000167046.4	1933.00	1.00	0.00	2.00	0.00
ENSG00000167065.9	2111.18	27.00	24.00	110.00	117.18
ENSG00000167074.10	3738.22	303.00	304.00	209.00	211.00
ENSG00000167077.8	699.74	12.00	7.00	31.00	20.00
ENSG00000167080.4	1691.00	0.00	1.00	2.00	2.00
ENSG00000167081.12	2300.92	151.00	149.00	257.00	250.00
ENSG00000167085.7	1326.45	3964.00	4319.00	4030.00	3907.00
ENSG00000167088.6	1141.62	1376.99	1378.81	1567.00	1437.90
ENSG00000167094.11	3072.75	1.00	1.00	0.00	0.00
ENSG00000167100.10	1786.69	7.00	4.00	6.00	12.00
ENSG00000167103.7	2198.00	2.00	1.00	3.00	1.00
ENSG00000167104.7	1521.42	8.00	14.00	4.00	8.00
ENSG00000167105.3	899.45	4.00	8.00	21.00	26.00
ENSG00000167106.7	3659.24	1165.00	1226.00	2579.00	2445.00
ENSG00000167107.8	1383.29	1233.00	1362.00	752.00	695.00
ENSG00000167110.12	2242.82	1848.00	1839.00	1860.00	1744.00
ENSG00000167112.7	1722.61	432.00	468.00	559.00	592.00
ENSG00000167113.6	1778.43	451.00	447.00	599.00	579.00
ENSG00000167114.8	2791.01	403.00	438.00	586.00	548.00
ENSG00000167117.4	1181.40	2.00	0.00	1.00	0.00
