symbol	length	Control_D0	Control_D1	AATF_D0	AATF_D1
ENSG00000183513.4	1379.37	481.00	434.00	541.00	502.00
ENSG00000183520.7	1255.23	332.00	246.00	461.00	450.00
ENSG00000183527.7	866.43	545.00	456.00	554.00	529.00
ENSG00000183530.9	8405.38	849.00	710.00	1036.00	1059.00
ENSG00000183535.5	2883.00	0.00	0.00	0.00	0.00
ENSG00000183542.4	928.00	0.00	1.00	1.00	2.89
ENSG00000183549.6	1510.51	147.00	123.00	70.00	79.00
ENSG00000183558.5	974.00	7.55	1.91	5.84	7.74
ENSG00000183560.4	669.03	0.00	0.00	1.00	2.00
ENSG00000183569.13	870.64	10.00	16.24	32.00	23.00
ENSG00000183576.8	2718.36	847.00	682.00	824.00	829.00
ENSG00000183578.5	2262.00	19.00	17.00	17.00	18.00
ENSG00000183579.11	5710.23	1101.00	1046.00	1345.00	1302.00
ENSG00000183580.8	2586.67	0.00	0.00	0.00	0.00
ENSG00000183597.11	1783.74	177.00	152.00	161.00	136.00
ENSG00000183604.10	3057.62	367.17	343.40	407.31	392.79
ENSG00000183605.12	1301.02	336.00	289.00	410.00	397.00
ENSG00000183615.5	936.00	7.00	8.00	5.00	5.00
ENSG00000183617.4	626.00	121.00	112.00	125.00	86.00
ENSG00000183621.11	2863.69	33.00	12.00	36.00	29.00
ENSG00000183624.9	1808.64	471.00	382.00	449.00	425.00
ENSG00000183628.8	812.00	1.39	0.00	0.00	1.63
ENSG00000183629.9	3199.33	0.50	1.00	0.00	0.00
ENSG00000183638.5	7973.00	1.00	3.00	5.00	3.00
ENSG00000183647.6	2750.01	58.00	61.00	67.00	61.00
ENSG00000183648.5	351.58	276.00	214.00	307.00	301.00
ENSG00000183653.4	1073.00	1.50	0.00	0.00	0.00
ENSG00000183655.11	3558.25	95.00	97.00	76.00	57.00
ENSG00000183657.2	2906.00	23.00	20.00	34.00	28.00
ENSG00000183665.4	1983.30	30.00	23.00	30.00	43.00
ENSG00000183666.12	1452.62	75.68	61.19	71.94	82.19
ENSG00000183668.13	1429.00	0.00	3.00	4.00	1.00
ENSG00000183682.7	1692.00	0.00	0.00	0.00	0.00
ENSG00000183684.6	1001.99	672.00	584.00	518.00	451.00
ENSG00000183688.4	3621.00	278.00	263.00	342.00	313.00
ENSG00000183696.9	1337.39	45.00	35.00	57.00	55.00
ENSG00000183718.4	2436.17	219.00	192.00	215.00	197.00
ENSG00000183722.7	1278.00	0.00	0.00	0.00	0.00
ENSG00000183723.8	5471.39	1768.00	1426.00	1699.00	1633.00
ENSG00000183726.6	2138.15	979.00	792.00	1331.73	1307.00
ENSG00000183734.4	1852.00	1.00	0.00	0.00	0.00
ENSG00000183735.5	2712.48	469.00	368.00	539.00	549.00
ENSG00000183741.7	5975.36	253.00	250.00	311.00	256.00
ENSG00000183742.8	3150.20	2.00	1.00	1.00	0.00
ENSG00000183747.7	1530.77	152.45	152.80	128.53	104.41
ENSG00000183748.4	5171.00	1.00	0.00	0.00	0.50
ENSG00000183751.10	1626.87	152.70	223.00	155.66	102.40
ENSG00000183760.6	1934.50	0.00	0.00	0.00	0.00
ENSG00000183762.8	5061.57	911.00	744.00	987.00	928.00
ENSG00000183763.4	1089.99	210.00	139.00	206.00	192.00
ENSG00000183765.16	1649.82	448.00	370.00	386.00	401.00
ENSG00000183770.5	2917.00	1.00	0.00	0.00	0.00
ENSG00000183773.11	1744.64	152.00	144.95	90.00	73.00
ENSG00000183775.6	3862.45	6.00	6.00	4.00	2.00
ENSG00000183778.13	4643.72	0.00	1.00	0.00	2.00
ENSG00000183779.5	3347.00	132.00	155.00	221.00	199.00
ENSG00000183780.8	2826.50	2.00	2.00	0.00	0.00
ENSG00000183784.5	2786.00	5.00	2.00	3.00	4.00
ENSG00000183785.10	1483.39	7.00	3.00	7.00	3.00
ENSG00000183793.9	1053.00	98.59	98.18	114.76	83.03
ENSG00000183798.4	3796.00	24.00	18.00	8.00	7.00
ENSG00000183801.3	2792.00	40.00	50.00	22.00	15.00
ENSG00000183807.6	1033.00	0.00	0.00	0.00	0.00
ENSG00000183808.7	3845.77	517.00	450.00	580.00	594.00
ENSG00000183813.6	3095.00	0.00	1.00	3.00	0.00
ENSG00000183814.11	2980.29	158.00	110.00	124.00	132.00
ENSG00000183826.12	3735.43	60.00	54.00	52.00	56.00
ENSG00000183828.10	825.77	13.00	13.00	8.00	10.00
ENSG00000183831.6	1446.00	1.00	1.00	1.00	1.00
ENSG00000183837.8	2246.00	0.00	0.00	0.00	1.00
ENSG00000183840.5	2149.18	11.00	7.00	4.00	11.00
ENSG00000183844.12	1031.40	331.00	326.00	233.00	254.00
ENSG00000183850.9	2374.00	1.00	1.00	2.00	1.00
ENSG00000183853.13	6870.00	8.00	9.00	4.00	3.00
ENSG00000183856.6	5190.76	736.00	578.00	551.00	483.00
ENSG00000183864.4	4561.00	716.56	663.71	857.23	781.60
ENSG00000183873.11	7170.00	2.00	0.00	1.00	1.00
ENSG00000183876.8	3161.00	264.00	230.00	375.00	302.00
ENSG00000183878.11	3145.08	1.00	0.00	0.00	0.00
ENSG00000183888.4	3039.00	177.00	176.00	228.00	188.00
ENSG00000183889.8	1013.29	1466.36	1387.19	1415.64	624.30
ENSG00000183891.5	757.32	137.00	112.00	175.00	147.00
ENSG00000183900.4	2269.00	0.00	0.94	0.95	0.93
ENSG00000183914.10	6136.71	0.00	0.00	1.00	0.00
ENSG00000183921.5	2528.00	0.00	0.00	2.00	1.00
ENSG00000183929.6	2463.00	49.00	57.00	63.00	55.00
ENSG00000183935.3	1336.00	5.00	5.00	7.00	5.00
ENSG00000183941.8	1019.57	9.94	20.43	29.98	26.95
ENSG00000183943.5	6031.00	7.06	1.00	8.03	8.39
ENSG00000183955.8	1726.76	273.00	237.00	339.00	348.00
ENSG00000183960.4	2969.25	1.00	1.00	2.00	0.00
ENSG00000183963.14	2129.39	343.00	381.00	328.00	267.00
ENSG00000183971.5	801.33	0.00	1.00	1.00	0.00
ENSG00000183978.7	772.90	539.00	491.00	516.00	476.00
ENSG00000183979.7	2154.00	3.00	2.00	1.00	2.00
ENSG00000184005.9	3861.00	0.00	0.00	1.00	0.00
ENSG00000184007.13	1304.54	1622.00	1250.00	1770.00	1809.00
ENSG00000184009.5	1817.22	14696.00	15731.00	16442.00	15123.00
ENSG00000184012.7	3105.50	47.00	47.00	19.00	29.00
ENSG00000184014.3	2261.03	1474.00	1330.00	1731.00	1708.00
ENSG00000184040.7	4036.00	0.00	1.29	0.00	0.00
ENSG00000184047.11	968.10	464.78	450.12	482.00	473.00
ENSG00000184055.4	929.00	0.00	0.00	0.00	0.00
ENSG00000184056.10	2045.86	281.00	247.00	294.00	278.00
ENSG00000184058.8	1232.00	1.00	1.00	0.00	0.00
ENSG00000184060.6	2754.53	24.00	30.00	42.00	29.00
ENSG00000184068.2	2989.00	3.00	3.00	0.00	1.00
ENSG00000184076.10	852.86	808.00	804.00	788.00	650.00
ENSG00000184083.7	1843.72	77.00	71.00	73.00	66.00
ENSG00000184100.5	1944.00	1.12	4.48	12.67	6.62
ENSG00000184110.10	1783.15	9252.95	7906.87	10684.90	10723.75
ENSG00000184115.12	1183.10	2.70	1.17	5.55	12.29
ENSG00000184117.7	2199.32	3458.00	3191.00	3547.00	3376.00
ENSG00000184154.8	1331.15	53.00	48.00	61.00	50.00
ENSG00000184160.6	2127.00	322.00	322.00	297.00	203.00
ENSG00000184162.10	1241.29	137.00	98.00	153.00	127.00
ENSG00000184163.3	705.20	1.00	4.00	0.00	0.00
ENSG00000184164.10	1532.69	229.00	217.00	231.00	192.00
ENSG00000184178.11	3045.07	137.00	144.00	191.00	208.00
ENSG00000184182.14	1057.23	412.00	352.25	348.00	330.00
ENSG00000184194.5	4485.00	18.00	11.00	9.00	13.00
ENSG00000184203.3	2649.55	690.96	574.00	842.97	946.93
ENSG00000184205.10	2625.51	539.00	441.99	585.00	494.00
ENSG00000184206.7	4257.30	119.11	141.88	152.30	145.40
ENSG00000184207.8	2727.00	176.00	168.00	131.00	130.00
ENSG00000184208.10	3864.61	339.27	303.51	324.56	326.30
ENSG00000184209.14	1038.40	241.00	183.00	228.00	201.00
ENSG00000184216.7	3144.05	1203.00	1269.00	1044.00	870.00
ENSG00000184220.6	1203.42	240.00	192.00	206.00	201.00
ENSG00000184224.3	2053.73	0.00	0.00	1.00	2.00
ENSG00000184226.10	5157.40	0.00	0.00	2.00	0.00
ENSG00000184227.3	1713.00	388.69	349.82	233.63	240.83
ENSG00000184232.4	2389.24	1154.00	1029.00	1183.00	1007.00
ENSG00000184254.12	1592.00	0.00	0.00	1.00	0.00
ENSG00000184260.4	437.00	5.00	3.15	1.00	2.00
ENSG00000184270.3	448.00	0.00	2.00	1.00	0.00
ENSG00000184271.11	792.26	7.00	7.00	13.00	6.00
ENSG00000184274.3	2323.00	0.00	0.00	0.00	0.00
ENSG00000184277.8	1378.79	391.00	301.00	403.00	431.00
ENSG00000184281.10	1327.92	79.00	74.00	84.00	57.00
ENSG00000184292.5	2068.00	0.00	0.00	1.00	0.00
ENSG00000184303.4	1048.00	0.00	0.00	0.00	0.00
ENSG00000184304.10	3488.51	89.00	86.00	359.00	338.00
ENSG00000184307.9	4625.39	81.00	64.00	65.00	59.00
ENSG00000184313.15	1805.00	0.00	0.00	0.57	1.45
ENSG00000184319.11	1172.86	133.83	98.43	186.80	159.11
ENSG00000184324.11	818.00	0.00	0.50	0.00	0.00
ENSG00000184343.6	3941.77	2.00	1.00	7.00	4.61
ENSG00000184347.10	3486.38	1.00	0.00	0.00	0.00
ENSG00000184348.2	460.00	1.00	1.00	5.00	3.00
ENSG00000184357.3	790.00	0.00	4.00	0.00	0.00
ENSG00000184363.5	1672.22	180.00	214.00	137.00	137.00
ENSG00000184368.11	3671.80	285.00	234.00	339.00	311.00
ENSG00000184371.9	2549.74	201.00	198.00	448.00	434.00
ENSG00000184378.2	2005.00	9.00	12.00	15.00	21.00
ENSG00000184381.14	1152.09	93.00	92.00	75.00	55.00
ENSG00000184384.9	7106.00	774.00	683.00	1268.00	1233.00
ENSG00000184402.10	3969.25	679.00	601.00	715.00	653.00
ENSG00000184414.2	1006.00	6.00	4.00	4.00	2.00
ENSG00000184428.8	1456.66	350.00	351.00	387.00	363.00
ENSG00000184432.5	3131.74	3598.00	2794.00	3415.00	3354.00
ENSG00000184436.7	1071.77	75.00	77.00	72.00	41.00
ENSG00000184441.4	4354.00	28.00	30.61	16.44	13.00
ENSG00000184445.7	3194.62	1551.00	1222.00	1496.00	1465.00
ENSG00000184451.5	1889.83	6.00	11.00	7.00	5.00
ENSG00000184454.6	3963.62	221.00	234.00	197.00	199.00
ENSG00000184465.11	1481.40	591.00	589.00	780.00	684.00
ENSG00000184470.15	1162.61	193.00	201.00	202.00	179.00
ENSG00000184481.12	3242.11	299.00	254.00	332.00	315.00
ENSG00000184489.7	1654.70	240.00	269.00	110.00	107.00
ENSG00000184492.5	2068.00	2.00	4.00	3.00	2.00
ENSG00000184500.10	3385.48	2812.00	2206.00	3902.00	4062.00
ENSG00000184502.3	470.00	2.00	1.00	0.00	0.00
ENSG00000184508.6	982.61	221.00	158.00	186.00	176.00
ENSG00000184515.6	662.00	0.00	0.00	0.00	0.00
ENSG00000184517.7	2426.70	258.00	225.00	295.00	259.00
ENSG00000184530.8	776.00	2.00	1.00	1.00	0.00
ENSG00000184545.6	945.24	63.00	56.00	54.00	39.00
ENSG00000184551.4	2759.00	2.00	1.00	4.00	4.00
ENSG00000184557.3	2729.00	48.00	40.00	118.00	95.00
ENSG00000184574.5	2695.00	9.00	8.00	9.00	12.00
ENSG00000184575.7	4335.06	1981.26	1524.00	2136.00	2197.00
ENSG00000184584.8	1943.83	95.00	68.00	104.00	113.00
ENSG00000184599.9	1169.00	0.00	0.00	0.00	0.00
ENSG00000184602.5	3312.00	194.00	158.00	345.00	327.00
ENSG00000184613.6	1606.35	0.00	0.00	2.00	0.00
ENSG00000184619.3	2452.92	50.57	34.78	78.90	54.17
ENSG00000184634.11	4959.38	708.00	667.00	791.00	767.00
ENSG00000184635.9	2019.56	12.00	6.00	12.00	11.00
ENSG00000184640.13	1947.68	6097.00	6082.00	6855.00	5915.00
ENSG00000184659.4	3109.00	1.27	1.67	4.50	0.61
ENSG00000184661.9	3000.34	365.00	278.00	208.00	244.00
ENSG00000184669.6	1000.20	42.00	34.00	38.00	31.00
ENSG00000184674.8	1099.15	771.00	668.00	756.00	642.00
ENSG00000184675.5	7642.67	445.00	350.00	286.00	289.00
ENSG00000184677.12	8691.10	965.00	868.00	984.00	887.00
ENSG00000184678.8	2223.00	113.00	92.84	128.00	136.00
ENSG00000184697.6	1369.00	127.00	104.00	129.00	118.00
ENSG00000184702.13	755.53	5.00	7.00	4.00	3.00
ENSG00000184708.13	1995.05	428.00	334.00	566.00	518.00
ENSG00000184716.9	2116.00	0.00	1.00	1.00	3.00
ENSG00000184730.6	3792.00	9.00	5.00	3.00	6.00
ENSG00000184731.5	3509.29	129.00	110.00	156.00	180.00
ENSG00000184743.8	1920.00	0.00	0.00	0.00	1.00
ENSG00000184750.11	1044.00	1.00	0.00	0.00	1.18
ENSG00000184752.8	594.73	465.00	455.00	474.00	462.00
ENSG00000184774.6	2602.00	2.00	0.00	0.00	0.00
ENSG00000184779.8	617.69	2109.66	2244.71	2153.26	1658.57
ENSG00000184786.4	769.00	1.00	2.00	0.00	0.00
ENSG00000184787.14	2422.49	1391.00	1178.00	2126.00	1888.00
ENSG00000184792.11	2967.95	121.00	150.00	33.00	46.00
ENSG00000184828.5	4899.00	6.00	3.00	3.00	4.00
ENSG00000184831.9	963.79	71.00	61.00	79.00	84.00
ENSG00000184840.7	1448.90	2545.00	2465.00	2260.00	1981.00
ENSG00000184857.7	1448.00	264.00	250.00	268.00	291.00
ENSG00000184860.5	2805.00	1.00	0.00	1.00	1.00
ENSG00000184863.6	6018.40	1425.00	1337.00	1690.00	1539.00
ENSG00000184886.3	1823.25	264.00	169.00	127.00	151.00
ENSG00000184895.6	845.00	24.00	20.00	17.00	25.00
ENSG00000184897.4	1506.00	323.00	354.00	227.00	194.00
ENSG00000184898.6	4192.00	30.00	29.00	34.00	34.00
ENSG00000184900.11	1754.13	1224.00	1065.00	1138.00	1041.00
ENSG00000184903.5	971.58	109.00	108.00	67.00	70.00
ENSG00000184906.5	428.12	11.20	18.95	14.77	9.20
ENSG00000184916.4	1208.04	1.00	6.40	0.00	2.00
ENSG00000184922.9	2203.85	28.00	32.00	57.00	60.00
ENSG00000184923.8	3632.00	0.00	6.61	5.86	0.00
ENSG00000184924.5	559.78	147.00	152.00	129.00	124.00
ENSG00000184925.7	814.02	67.00	74.00	23.00	11.00
ENSG00000184937.8	1744.35	0.00	0.00	0.00	4.00
ENSG00000184939.11	2974.64	603.00	538.00	682.00	784.00
ENSG00000184945.9	777.60	0.00	0.00	0.00	0.00
ENSG00000184949.11	7391.79	75.00	45.00	101.00	73.00
ENSG00000184956.11	2405.50	1.00	0.00	1.00	0.00
ENSG00000184967.2	1486.56	70.00	104.00	78.00	41.00
ENSG00000184979.9	2129.00	342.81	316.77	217.99	212.95
ENSG00000184983.5	929.22	551.02	472.00	540.00	529.00
ENSG00000184985.12	3542.00	53.00	86.00	9.00	6.00
ENSG00000184986.6	1519.00	5.00	20.00	6.00	4.00
ENSG00000184988.4	2530.44	457.00	425.00	482.00	444.00
ENSG00000184990.8	1567.49	267.00	355.00	162.00	145.00
ENSG00000184992.10	6648.00	1014.00	827.00	743.00	805.00
ENSG00000184999.7	2234.00	2.00	0.00	6.00	6.00
ENSG00000185000.5	1559.27	587.00	606.00	350.00	263.00
ENSG00000185002.5	1923.00	0.00	0.00	0.00	1.00
ENSG00000185008.13	3626.08	0.00	0.00	1.00	0.00
ENSG00000185009.8	3178.68	925.00	747.00	1221.00	1131.00
ENSG00000185010.9	2913.29	9.00	7.00	14.00	16.00
ENSG00000185015.3	2459.24	156.00	144.00	151.00	169.00
ENSG00000185019.12	4401.09	182.00	202.00	239.00	228.00
ENSG00000185020.5	3431.66	80.89	63.04	127.45	109.42
ENSG00000185022.7	2233.91	249.00	281.00	331.94	307.00
ENSG00000185024.11	1326.47	157.00	168.00	147.00	100.00
ENSG00000185033.10	2909.23	279.00	334.00	372.00	292.00
ENSG00000185038.10	5355.00	0.00	0.00	1.00	1.00
ENSG00000185043.6	1247.00	370.00	365.00	370.00	328.00
ENSG00000185044.10	1023.58	13.97	18.62	18.43	25.65
ENSG00000185049.8	1351.88	191.00	205.00	178.00	169.00
ENSG00000185052.7	3929.00	1.00	1.00	9.00	5.00
ENSG00000185055.6	813.55	3.00	1.00	1.00	5.00
ENSG00000185056.9	2522.00	1.00	1.00	0.00	2.00
ENSG00000185065.6	2097.00	13.00	7.00	19.00	15.00
ENSG00000185070.6	7943.00	0.00	0.00	1.00	2.00
ENSG00000185078.3	571.00	0.00	0.00	0.00	0.00
ENSG00000185085.2	3285.00	183.00	165.00	156.00	124.00
ENSG00000185087.7	3213.50	3.00	3.00	2.00	0.00
ENSG00000185088.8	919.98	1696.00	1316.00	2132.00	2183.00
ENSG00000185090.10	1964.86	418.00	370.00	340.00	308.00
ENSG00000185097.2	995.00	3.33	2.33	2.33	4.33
ENSG00000185100.6	1483.68	239.00	283.00	154.00	125.00
ENSG00000185101.8	2364.91	466.00	521.00	388.00	301.00
ENSG00000185104.15	2477.33	640.00	537.00	702.00	743.00
ENSG00000185112.4	3141.00	15.00	9.00	22.00	15.00
ENSG00000185115.4	1681.00	162.00	144.00	166.00	161.00
ENSG00000185122.6	1216.34	353.00	416.00	388.00	293.00
ENSG00000185127.5	4145.00	883.00	713.00	824.00	832.00
ENSG00000185128.11	2620.38	229.17	256.64	237.97	206.27
ENSG00000185129.4	2524.57	151.00	144.00	166.00	182.00
ENSG00000185130.4	453.00	2.00	4.00	3.00	2.00
ENSG00000185133.9	2336.77	27.00	28.00	38.00	27.00
ENSG00000185155.7	1363.26	287.00	277.00	120.00	134.00
ENSG00000185158.8	1617.83	126.30	104.25	142.20	107.26
ENSG00000185163.5	3486.97	185.00	207.00	206.00	179.00
ENSG00000185164.10	4256.91	9134.85	7714.47	11780.92	11025.76
ENSG00000185168.5	1243.03	11.00	11.00	10.00	8.00
ENSG00000185176.8	3013.00	0.00	0.00	0.00	3.00
ENSG00000185186.4	740.97	8.00	6.00	6.00	5.00
ENSG00000185187.8	730.91	6.00	9.00	17.00	11.00
ENSG00000185189.11	3225.81	376.00	380.00	506.00	446.00
ENSG00000185198.7	1077.00	0.00	0.00	0.00	0.00
ENSG00000185201.12	658.93	673.73	732.45	1412.02	1165.46
ENSG00000185215.4	3032.93	10.00	18.00	14.00	11.00
ENSG00000185219.11	9329.07	888.00	811.00	914.00	863.00
ENSG00000185220.7	2319.50	101.00	88.00	104.00	108.00
ENSG00000185222.7	1059.65	458.00	374.00	732.00	764.05
ENSG00000185236.7	1482.64	442.00	524.00	400.00	307.00
ENSG00000185238.8	2404.94	261.00	207.00	304.00	289.00
ENSG00000185246.13	3046.85	671.00	641.00	787.00	735.00
ENSG00000185250.11	4031.00	0.00	2.00	3.00	1.00
ENSG00000185252.13	3389.46	162.00	140.00	171.00	138.00
ENSG00000185261.9	3242.24	9.00	6.00	6.00	14.00
ENSG00000185262.7	1559.97	139.00	151.00	140.00	118.00
ENSG00000185267.5	731.23	8.00	3.00	9.00	4.00
ENSG00000185269.7	1970.70	2176.00	2783.00	2167.00	1645.00
ENSG00000185271.6	1863.00	0.00	0.00	0.00	0.00
ENSG00000185272.9	671.93	2.00	4.00	3.00	3.00
ENSG00000185275.6	243.00	67.00	38.00	71.00	48.00
ENSG00000185278.10	14850.07	406.00	344.00	590.79	596.00
ENSG00000185291.6	1090.33	1.00	1.00	0.00	0.00
ENSG00000185298.8	1620.33	287.00	302.00	331.00	290.00
ENSG00000185303.11	1246.00	0.00	2.00	2.00	0.00
ENSG00000185304.12	1518.31	0.00	2.27	0.00	26.21
ENSG00000185305.6	1909.76	131.00	77.00	155.00	166.00
ENSG00000185306.8	3242.00	0.00	0.00	0.00	1.00
ENSG00000185324.17	1262.07	57.00	51.00	51.00	51.00
ENSG00000185332.2	633.00	2.00	5.00	3.00	4.00
ENSG00000185338.4	1225.00	34.00	36.00	34.00	20.00
ENSG00000185339.4	1936.00	20.00	18.00	8.00	2.00
ENSG00000185340.11	1423.44	18.00	22.00	8.00	9.00
ENSG00000185344.9	2724.81	256.00	201.00	351.00	351.00
ENSG00000185345.14	4180.00	12.00	3.00	12.00	13.00
ENSG00000185347.13	1152.10	33.00	50.00	21.00	19.28
ENSG00000185359.8	955.40	796.00	883.00	864.00	718.00
ENSG00000185361.4	3805.72	647.00	521.00	440.00	413.00
ENSG00000185379.16	1898.88	93.14	65.56	101.83	105.00
ENSG00000185386.10	2409.00	7.00	4.00	6.00	5.00
ENSG00000185404.12	1834.48	349.79	247.77	468.59	430.31
ENSG00000185414.15	1550.11	112.84	44.64	152.35	177.00
ENSG00000185418.11	2943.88	232.00	191.00	247.00	247.00
ENSG00000185420.14	1128.19	331.00	295.00	274.00	292.00
ENSG00000185432.10	3084.11	2333.00	1958.00	1670.00	1604.00
ENSG00000185433.4	1056.75	0.00	1.00	0.00	0.00
ENSG00000185436.7	3836.29	187.00	175.00	120.00	131.00
ENSG00000185437.9	660.37	6.00	7.00	7.00	15.00
ENSG00000185442.8	705.58	3.00	2.00	3.00	0.00
ENSG00000185453.8	2277.00	53.00	51.00	54.00	73.00
ENSG00000185467.7	1725.00	6.00	4.00	10.00	4.00
ENSG00000185475.4	935.61	186.00	188.00	318.00	251.00
ENSG00000185480.7	1791.51	257.00	175.00	208.00	212.00
ENSG00000185482.3	1656.00	7.00	6.00	11.00	8.00
ENSG00000185483.7	3837.04	12.00	8.00	16.00	10.00
ENSG00000185485.10	1145.63	248.54	226.32	211.85	181.37
ENSG00000185495.6	1707.59	15.15	126.07	5.18	120.26
ENSG00000185499.12	1811.00	1.00	2.00	2.00	1.00
ENSG00000185504.12	2341.19	168.00	253.00	189.00	137.00
ENSG00000185507.15	1394.24	1.00	0.00	0.00	0.00
ENSG00000185513.10	2447.60	369.00	338.00	429.00	362.00
ENSG00000185515.10	2437.12	532.00	404.00	494.00	512.00
ENSG00000185518.7	4965.50	1.00	0.00	0.00	0.00
ENSG00000185519.8	1695.00	4.00	2.00	2.00	4.16
ENSG00000185522.4	894.29	13.00	10.00	7.00	5.00
ENSG00000185523.6	506.00	2.00	0.00	1.00	1.00
ENSG00000185527.7	617.10	9.00	10.00	7.00	13.00
ENSG00000185532.10	6487.00	0.00	0.00	1.00	1.00
ENSG00000185551.8	3576.64	401.00	361.00	348.00	363.00
ENSG00000185559.9	1530.92	2814.00	3512.98	2720.00	2248.00
ENSG00000185561.8	991.00	0.00	3.00	2.00	5.00
ENSG00000185565.7	9446.00	5.00	1.00	2.00	3.00
ENSG00000185567.6	5186.27	16.00	20.00	9.00	10.00
ENSG00000185585.15	5964.00	19.00	16.00	8.00	9.00
ENSG00000185591.5	6227.64	1580.00	1300.00	1844.00	1700.00
ENSG00000185596.12	1218.15	189.14	221.16	152.08	139.17
ENSG00000185607.5	1124.00	0.00	0.00	5.00	1.00
ENSG00000185608.4	1054.99	387.00	297.00	441.00	403.00
ENSG00000185614.4	1040.00	0.00	2.00	1.00	1.00
ENSG00000185615.11	1956.00	6.00	15.00	7.00	4.00
ENSG00000185619.13	4051.10	1063.00	1036.00	1491.00	1374.00
ENSG00000185621.7	5289.54	128.00	98.00	141.00	151.00
ENSG00000185624.10	1234.66	24618.00	22001.00	20510.00	17603.00
ENSG00000185627.13	1676.33	1070.00	802.00	1194.00	1169.00
ENSG00000185630.14	2924.86	2.00	1.00	4.00	5.00
ENSG00000185633.6	1177.00	23.00	28.00	18.00	12.00
ENSG00000185634.7	1384.24	0.00	0.00	1.00	2.00
ENSG00000185641.5	375.00	15.02	21.38	21.61	21.89
ENSG00000185650.8	3038.29	978.00	968.00	1519.00	1371.00
ENSG00000185651.10	1800.29	1553.00	1130.00	1508.00	1342.00
ENSG00000185658.9	9129.19	1323.00	1127.00	1671.00	1752.00
ENSG00000185664.10	940.21	24.00	23.00	12.00	17.00
ENSG00000185666.10	2093.54	91.00	97.00	175.00	150.00
ENSG00000185668.5	2928.00	0.00	0.00	2.00	0.00
ENSG00000185669.5	1732.00	2.00	3.00	0.00	0.00
ENSG00000185670.7	2351.66	48.00	44.00	61.00	59.00
ENSG00000185674.5	682.00	2.00	2.00	5.00	4.00
ENSG00000185681.8	614.45	1.00	0.00	1.00	2.00
ENSG00000185684.8	2634.24	151.11	143.91	149.55	119.83
ENSG00000185686.13	2101.55	19.00	11.00	36.00	37.00
ENSG00000185697.12	3676.48	154.00	105.00	151.00	115.00
ENSG00000185710.5	896.34	77.58	90.84	76.10	140.63
ENSG00000185716.7	2574.99	543.00	403.00	825.00	808.00
ENSG00000185721.7	1426.14	790.99	617.00	800.00	794.00
ENSG00000185722.12	6250.35	1116.00	1022.00	1505.00	1305.00
ENSG00000185728.12	4353.96	991.00	879.00	1061.87	1112.00
ENSG00000185730.3	2634.29	65.00	47.00	56.00	72.00
ENSG00000185739.9	3871.67	6.00	3.00	2.00	0.00
ENSG00000185745.8	1921.76	70.00	54.00	75.00	53.00
ENSG00000185753.8	1953.99	65.00	68.00	88.00	111.00
ENSG00000185760.11	6345.00	3.00	0.00	6.00	4.00
ENSG00000185761.6	2276.82	23.00	36.00	28.00	31.00
ENSG00000185787.10	1076.49	4291.85	3287.40	5096.92	5126.76
ENSG00000185798.6	1294.40	87.00	89.00	129.00	125.00
ENSG00000185800.7	1566.39	128.98	167.00	134.00	127.00
ENSG00000185803.4	1559.45	171.00	205.00	154.00	106.00
ENSG00000185808.9	898.47	141.00	121.00	177.00	186.00
ENSG00000185813.6	1625.74	1914.00	1931.00	1181.00	1007.00
ENSG00000185818.7	5571.00	106.00	94.00	73.00	62.00
ENSG00000185825.11	1517.61	1698.00	1535.00	1609.00	1505.00
ENSG00000185829.11	3124.66	454.53	397.16	559.88	469.89
ENSG00000185834.9	529.00	27.10	9.43	16.98	21.74
ENSG00000185838.9	854.00	7.49	12.39	8.00	3.00
ENSG00000185839.2	690.00	4.86	8.77	4.95	3.55
ENSG00000185842.10	1496.46	76.00	78.00	130.00	131.00
ENSG00000185864.12	796.81	416.49	376.27	543.06	371.37
ENSG00000185869.9	4748.35	13.00	10.00	16.00	8.00
ENSG00000185875.8	3699.62	123.00	116.00	196.00	186.00
ENSG00000185880.8	2018.53	77.00	59.00	104.00	114.00
ENSG00000185883.6	997.96	390.00	506.00	451.00	333.00
ENSG00000185885.11	848.89	57.88	36.31	66.78	68.97
ENSG00000185896.9	2711.62	2897.00	2558.00	3069.00	2756.00
ENSG00000185900.5	1865.00	95.00	82.00	88.00	71.00
ENSG00000185904.7	2252.00	2.00	1.00	2.00	1.00
ENSG00000185909.10	1112.95	139.00	124.00	151.00	148.00
ENSG00000185917.9	1680.03	193.00	164.00	178.00	247.00
ENSG00000185920.11	3492.77	350.00	313.00	414.00	367.00
ENSG00000185924.6	3625.00	0.00	0.00	0.00	0.00
ENSG00000185928.7	2011.00	194.22	206.57	152.54	86.10
ENSG00000185933.6	3053.00	0.00	0.00	1.00	0.00
ENSG00000185946.11	2155.31	211.76	184.99	256.96	257.40
ENSG00000185947.10	2839.17	325.00	225.00	429.00	430.00
ENSG00000185950.7	6999.00	2.00	1.00	0.00	2.00
ENSG00000185955.4	1004.00	0.00	0.00	0.00	1.00
ENSG00000185963.9	4794.19	565.00	470.00	686.91	634.00
ENSG00000185972.4	1941.00	0.00	0.00	5.00	0.00
ENSG00000185973.6	1830.31	203.00	185.00	177.42	188.39
