symbol	length	Control_D0	Control_D1	ASCC1_D0	ASCC1_D1
ENSG00000171560.10	2420.92	49906.00	48887.00	56467.00	53193.00
ENSG00000171564.7	1576.53	18179.00	19284.00	23702.00	21875.00
ENSG00000171566.7	1639.14	1251.00	1273.00	1084.00	1052.00
ENSG00000171570.6	624.00	16.45	13.80	19.88	0.00
ENSG00000171574.13	1764.75	101.00	114.00	119.00	130.00
ENSG00000171603.12	4131.38	5215.00	4475.00	3945.00	3504.00
ENSG00000171604.7	2048.99	942.00	724.00	833.00	905.00
ENSG00000171606.13	2503.57	466.00	484.00	717.00	653.00
ENSG00000171608.11	4801.52	1097.00	818.00	1223.00	1106.00
ENSG00000171612.6	3854.00	1332.40	1374.67	1194.47	1174.14
ENSG00000171617.9	5378.79	4830.00	4596.00	3757.00	3653.00
ENSG00000171621.9	2856.36	193.00	132.00	242.00	233.00
ENSG00000171631.10	1102.56	1.00	1.00	3.00	6.00
ENSG00000171634.12	3958.63	3045.39	2988.69	2993.49	2717.61
ENSG00000171643.9	1365.39	3.00	1.00	7.00	9.00
ENSG00000171649.7	3514.76	98.00	102.00	69.00	60.00
ENSG00000171658.4	1183.21	35.00	34.00	41.00	35.00
ENSG00000171680.16	4202.93	188.00	123.00	401.00	341.00
ENSG00000171681.8	4116.68	219.00	244.00	346.00	340.00
ENSG00000171700.9	1496.98	93.00	75.00	99.00	124.00
ENSG00000171703.12	885.44	662.00	468.00	462.00	527.00
ENSG00000171714.10	6651.00	5.00	5.00	8.00	11.00
ENSG00000171720.5	1782.41	1843.00	1856.00	1597.00	1544.00
ENSG00000171723.11	2269.52	654.00	628.00	689.00	698.00
ENSG00000171724.2	2220.00	0.00	0.00	0.00	0.00
ENSG00000171729.9	1891.54	433.00	358.00	354.00	349.00
ENSG00000171735.14	841.98	521.00	432.00	601.00	630.00
ENSG00000171747.4	880.28	4.00	1.00	6.00	5.00
ENSG00000171759.4	1562.39	5455.00	5914.00	9498.00	9614.00
ENSG00000171763.13	1668.28	280.00	235.00	179.00	219.00
ENSG00000171766.11	1433.76	585.00	566.00	353.00	405.00
ENSG00000171786.5	2563.00	9.00	4.00	11.00	4.00
ENSG00000171790.11	4217.76	12.00	9.00	7.00	7.00
ENSG00000171791.10	572.00	13.00	7.00	2.00	1.00
ENSG00000171792.6	1860.40	675.00	669.00	568.00	513.00
ENSG00000171793.9	2189.94	549.00	547.00	531.00	486.00
ENSG00000171798.13	905.78	0.00	1.00	1.00	3.00
ENSG00000171806.7	1326.31	117.00	123.00	113.00	109.00
ENSG00000171811.8	1458.39	8.00	6.00	28.00	26.00
ENSG00000171812.6	4452.00	25.00	38.00	20.00	32.00
ENSG00000171813.10	2613.69	96.00	51.00	88.00	78.00
ENSG00000171817.12	2672.16	10.00	11.00	23.00	21.00
ENSG00000171823.6	2111.00	66.00	60.00	50.00	48.00
ENSG00000171824.9	2526.34	1145.00	1018.00	1047.00	1048.00
ENSG00000171827.6	1952.87	53.00	47.00	38.00	57.00
ENSG00000171840.7	864.57	63.00	65.00	47.00	67.00
ENSG00000171843.11	1893.46	459.00	435.00	454.00	495.00
ENSG00000171847.6	2342.00	0.00	0.00	1.00	1.00
ENSG00000171848.9	2493.69	2780.00	2897.00	603.00	627.00
ENSG00000171853.11	983.41	626.00	525.00	889.00	846.00
ENSG00000171858.13	346.50	13202.00	9524.00	7077.00	6548.00
ENSG00000171861.6	1592.14	324.00	281.00	192.00	220.00
ENSG00000171862.5	4174.59	1646.35	1705.84	1837.71	1838.90
ENSG00000171863.8	789.58	41746.13	46015.17	29976.01	27458.91
ENSG00000171865.5	1905.22	461.00	486.00	518.00	431.00
ENSG00000171867.12	2558.11	3972.00	3879.00	5084.00	4951.00
ENSG00000171873.6	2677.00	4.00	1.00	8.00	3.00
ENSG00000171877.15	4345.28	24.00	28.00	21.00	15.00
ENSG00000171885.9	5274.00	14.00	17.00	4.00	2.00
ENSG00000171903.12	2961.39	450.00	477.00	348.00	356.00
ENSG00000171914.10	8277.59	661.00	559.00	742.00	605.00
ENSG00000171928.9	1760.02	1338.66	1367.68	1640.53	1628.62
ENSG00000171931.8	2512.30	32.00	19.45	45.63	38.95
ENSG00000171940.9	4931.48	2860.00	2986.00	2551.00	2541.00
ENSG00000171943.7	954.26	128.63	160.01	184.42	151.94
ENSG00000171951.4	1236.33	0.00	0.00	0.00	0.00
ENSG00000171953.11	979.98	257.00	209.00	229.00	232.00
ENSG00000171954.8	2445.00	2.00	1.00	8.00	11.00
ENSG00000171960.6	749.71	244.00	260.00	92.00	78.00
ENSG00000171962.13	1405.32	10.00	11.00	9.00	8.00
ENSG00000171970.8	1874.74	285.00	298.00	261.00	227.57
ENSG00000171984.10	1005.50	154.00	119.00	130.00	118.00
ENSG00000171988.13	3999.15	2652.00	2923.00	2673.00	2682.00
ENSG00000171992.8	5681.98	10.00	11.00	167.00	146.00
ENSG00000172000.3	1583.95	344.00	395.00	417.00	359.00
ENSG00000172006.7	2854.30	103.00	102.00	153.00	126.00
ENSG00000172007.5	4354.65	413.00	469.00	424.00	434.00
ENSG00000172009.10	1805.38	1098.00	832.00	568.00	521.00
ENSG00000172014.11	4137.00	0.00	0.00	2.29	1.05
ENSG00000172020.8	1796.00	0.00	2.00	0.00	0.00
ENSG00000172031.6	1219.50	0.00	0.00	0.00	0.00
ENSG00000172037.9	2196.45	7830.00	5672.00	8895.00	7510.00
ENSG00000172046.14	3358.97	1183.00	917.00	1467.00	1452.00
ENSG00000172053.10	1697.23	8360.00	8032.00	5561.00	4849.00
ENSG00000172057.5	2088.03	9422.00	8750.00	8322.00	7779.00
ENSG00000172058.11	759.40	35.34	31.28	8.73	19.55
ENSG00000172059.6	3898.00	340.00	381.00	498.00	477.00
ENSG00000172061.7	4982.00	0.00	0.00	0.00	0.00
ENSG00000172062.12	1489.69	993.62	1045.99	923.05	936.63
ENSG00000172071.7	4061.64	993.00	975.00	877.00	895.00
ENSG00000172073.3	795.00	0.00	0.00	0.00	0.00
ENSG00000172081.9	3125.37	709.00	528.00	491.00	480.00
ENSG00000172086.7	1753.00	315.00	328.00	589.00	593.00
ENSG00000172113.4	1102.64	282.00	317.00	379.00	338.00
ENSG00000172115.4	1747.78	2803.00	2889.00	2193.00	2434.00
ENSG00000172116.17	1344.48	3.00	2.00	8.00	4.00
ENSG00000172123.8	1412.12	0.00	0.00	5.00	0.00
ENSG00000172137.14	704.00	0.00	0.00	0.00	1.00
ENSG00000172159.11	5046.93	420.00	444.00	550.00	511.00
ENSG00000172164.9	4926.44	6717.00	6691.00	6311.00	6411.00
ENSG00000172167.3	3059.00	161.00	130.00	57.00	48.00
ENSG00000172171.6	961.67	170.00	202.00	148.00	166.00
ENSG00000172172.3	1077.41	1198.00	1251.00	907.00	936.00
ENSG00000172175.8	4767.09	1972.00	1846.00	1010.00	987.00
ENSG00000172183.10	824.28	213.00	161.00	251.00	201.00
ENSG00000172197.9	1981.33	0.00	3.00	0.00	0.00
ENSG00000172201.6	2344.00	4.00	5.00	17.00	15.00
ENSG00000172216.4	1837.00	619.00	468.00	752.00	842.00
ENSG00000172232.5	1315.00	0.00	0.00	0.00	0.00
ENSG00000172236.12	1064.75	0.00	0.00	0.00	0.00
ENSG00000172239.9	1671.98	2213.53	2231.41	1827.70	1785.23
ENSG00000172244.4	2507.00	46.00	55.00	19.00	17.00
ENSG00000172247.3	891.82	0.00	0.00	0.00	2.00
ENSG00000172250.10	596.00	0.00	0.00	0.00	1.13
ENSG00000172260.9	5577.00	0.00	2.00	3.00	4.00
ENSG00000172262.7	1864.60	409.00	450.00	457.00	370.00
ENSG00000172264.12	2293.27	9.00	17.00	11.00	17.00
ENSG00000172269.12	1907.90	926.00	806.00	759.00	728.00
ENSG00000172270.14	1564.23	25499.00	16617.00	7682.00	7030.00
ENSG00000172273.8	1778.73	362.00	348.00	429.00	405.00
ENSG00000172292.10	6961.97	2621.00	2845.00	2799.00	2926.00
ENSG00000172296.8	2621.47	1761.00	2049.00	1809.00	1750.00
ENSG00000172301.6	968.00	425.00	429.00	432.00	398.00
ENSG00000172315.5	3116.68	645.00	669.00	633.00	590.00
ENSG00000172318.4	5094.00	0.00	1.00	6.00	2.00
ENSG00000172331.7	1761.20	110.00	131.00	133.00	138.00
ENSG00000172332.8	1283.50	0.00	0.00	1.00	0.00
ENSG00000172336.4	927.00	642.00	561.00	475.00	439.00
ENSG00000172339.9	3136.59	319.00	324.00	263.00	234.00
ENSG00000172340.10	2336.53	1945.84	2031.93	1348.96	1411.00
ENSG00000172345.9	1660.38	29.00	28.00	39.00	34.00
ENSG00000172346.10	2777.00	9.00	3.00	13.00	17.00
ENSG00000172348.10	732.00	0.00	0.00	1.00	1.00
ENSG00000172349.12	2776.86	0.00	0.00	0.00	0.00
ENSG00000172350.5	2254.67	0.00	0.00	1.00	0.00
ENSG00000172354.5	1194.14	1730.00	1242.00	1616.00	1529.00
ENSG00000172361.5	1851.00	3.00	4.00	5.00	4.00
ENSG00000172362.2	1054.00	1.00	0.00	0.00	3.00
ENSG00000172366.15	1296.55	196.00	108.00	119.00	122.00
ENSG00000172367.11	1336.94	8.00	7.00	15.00	22.00
ENSG00000172375.8	3052.42	241.00	168.00	222.00	219.00
ENSG00000172379.14	6019.47	114.00	122.00	238.00	273.00
ENSG00000172380.5	4404.00	8.00	5.00	23.00	26.00
ENSG00000172382.5	1457.84	4.00	1.00	6.00	6.00
ENSG00000172399.5	2597.00	0.00	0.00	0.00	0.00
ENSG00000172403.6	7242.00	3.00	3.00	1.00	6.00
ENSG00000172409.5	1709.16	295.00	270.00	332.00	279.00
ENSG00000172425.6	969.50	0.00	1.00	1.00	0.00
ENSG00000172428.6	419.37	443.00	352.00	439.00	352.00
ENSG00000172432.14	2210.09	1085.00	1019.00	1171.00	973.00
ENSG00000172456.12	1296.77	435.00	409.00	618.00	571.00
ENSG00000172458.4	1815.75	33.00	39.00	38.00	38.00
ENSG00000172460.10	745.35	5.00	3.00	17.00	10.00
ENSG00000172461.6	6974.00	4.00	3.00	1.00	0.00
ENSG00000172465.9	1118.41	245.00	284.00	222.00	233.00
ENSG00000172466.11	6323.62	2172.00	2318.00	1820.00	1859.00
ENSG00000172469.10	4040.03	564.00	532.00	505.00	542.00
ENSG00000172476.3	3126.00	5.00	2.00	2.00	1.00
ENSG00000172478.13	1589.87	150.00	104.00	163.00	175.00
ENSG00000172482.4	1820.28	3244.00	2381.00	1745.00	1621.00
ENSG00000172493.16	9171.23	2328.00	2173.00	2349.00	2303.00
ENSG00000172497.4	2086.00	0.00	0.00	9.00	5.00
ENSG00000172500.8	1179.60	529.00	472.00	611.00	633.00
ENSG00000172508.6	2369.00	0.00	0.00	3.00	1.00
ENSG00000172530.15	1447.52	326.98	240.00	309.94	292.94
ENSG00000172531.10	1431.71	2490.00	2093.00	1764.00	1613.00
ENSG00000172534.9	5792.89	2254.00	1472.00	1538.00	1387.00
ENSG00000172572.6	7576.00	63.00	45.00	51.00	50.00
ENSG00000172575.7	1872.85	0.00	0.00	0.00	0.00
ENSG00000172578.7	4680.50	3.00	1.00	1.00	0.00
ENSG00000172586.7	878.63	501.00	507.00	475.00	447.00
ENSG00000172590.14	514.40	1107.00	966.00	1292.00	1158.00
ENSG00000172594.8	1643.07	958.00	958.00	838.00	864.00
ENSG00000172602.5	1689.12	47.00	31.00	94.00	73.00
ENSG00000172613.3	1614.24	176.00	121.00	122.00	103.00
ENSG00000172638.8	1671.84	492.00	298.00	425.00	393.00
ENSG00000172650.8	2426.40	88.45	73.01	104.19	93.21
ENSG00000172653.7	1560.25	1.00	5.00	0.00	0.00
ENSG00000172660.7	1901.18	1961.00	1970.00	2660.00	2366.00
ENSG00000172661.13	4085.18	623.88	596.55	833.26	716.41
ENSG00000172663.4	753.11	261.00	203.00	235.00	280.00
ENSG00000172667.6	8370.21	1230.00	1202.00	1514.00	1514.00
ENSG00000172671.15	2211.13	124.00	148.00	151.00	188.00
ENSG00000172687.9	1520.43	24.00	46.00	31.00	27.00
ENSG00000172717.11	543.00	1.00	0.00	2.00	1.00
ENSG00000172725.9	1336.65	591.00	377.00	608.00	562.00
ENSG00000172728.11	2656.19	354.00	437.00	357.00	377.00
ENSG00000172731.9	2947.36	2032.00	1894.00	1379.00	1312.00
ENSG00000172732.7	1518.75	412.00	264.00	329.00	340.00
ENSG00000172733.10	2056.08	3.00	2.00	14.00	13.00
ENSG00000172738.7	1278.17	22.00	15.00	54.00	49.00
ENSG00000172748.8	1816.44	25.14	11.01	35.17	39.19
ENSG00000172757.8	1018.92	5507.00	4224.00	4430.00	4008.00
ENSG00000172765.12	926.50	5074.00	4673.00	4184.00	4275.00
ENSG00000172766.14	2425.74	369.00	369.00	315.00	326.00
ENSG00000172771.7	2833.70	202.00	176.00	255.00	223.00
ENSG00000172775.12	1217.47	1108.00	1139.00	1196.00	1198.00
ENSG00000172780.12	4166.97	1141.51	592.99	1747.95	1834.00
ENSG00000172782.7	1789.97	5.00	4.00	3.00	6.00
ENSG00000172785.14	1382.12	1027.63	905.51	931.81	925.52
ENSG00000172794.15	2337.31	120.00	127.00	465.00	452.00
ENSG00000172795.11	5270.03	1657.00	1670.00	2257.00	2146.00
ENSG00000172803.13	2003.00	24.00	10.00	3.00	7.00
ENSG00000172809.8	400.36	11096.00	11379.00	8182.00	8217.00
ENSG00000172817.3	2202.00	1.00	2.00	4.00	8.00
ENSG00000172818.5	1788.67	0.00	0.00	2.00	0.00
ENSG00000172819.12	916.05	52.00	46.00	40.00	20.00
ENSG00000172824.10	2233.40	4.00	3.00	10.00	12.00
ENSG00000172828.8	2648.23	689.00	499.00	208.00	234.00
ENSG00000172830.8	2414.87	450.00	270.00	507.00	427.00
ENSG00000172831.7	3331.01	3559.00	3356.00	2247.00	2162.00
ENSG00000172840.2	2988.55	579.00	639.00	446.00	435.00
ENSG00000172845.9	4021.87	2976.00	3070.00	2554.00	2537.00
ENSG00000172869.10	7007.73	729.00	788.00	798.00	821.00
ENSG00000172878.9	1674.38	396.00	382.00	410.00	413.00
ENSG00000172888.7	4711.38	538.00	639.00	470.00	470.00
ENSG00000172889.11	1282.00	29.00	23.00	12.00	16.00
ENSG00000172890.7	2379.36	2344.00	1974.00	1738.00	1559.00
ENSG00000172893.11	2166.90	12690.00	10418.00	7932.00	7857.00
ENSG00000172901.15	2294.00	4.00	3.00	7.00	2.00
ENSG00000172915.14	7698.21	390.00	430.00	472.00	447.00
ENSG00000172922.4	1320.15	274.00	215.00	232.00	210.00
ENSG00000172927.3	866.40	4.00	0.00	3.00	4.00
ENSG00000172932.10	1912.90	332.00	285.00	304.00	285.00
ENSG00000172936.8	2839.21	1044.00	948.00	1369.00	1313.00
ENSG00000172939.4	4352.90	1931.00	1798.00	1190.00	1197.00
ENSG00000172940.7	2555.00	0.00	0.00	0.00	1.00
ENSG00000172943.14	5307.51	1977.00	1703.00	1717.00	1480.00
ENSG00000172954.9	4774.63	882.00	1026.00	852.00	845.00
ENSG00000172955.13	2436.33	3820.00	4139.00	5963.00	5948.00
ENSG00000172965.10	564.72	429.02	365.92	304.43	339.08
ENSG00000172974.10	1096.09	54.20	57.65	28.33	35.35
ENSG00000172977.8	1720.52	672.00	633.00	673.00	684.00
ENSG00000172985.8	2833.59	2.00	0.00	6.00	7.00
ENSG00000172986.8	3260.00	140.00	163.00	131.00	158.00
ENSG00000172987.8	2121.00	0.00	0.00	0.00	2.00
ENSG00000172992.7	1698.24	721.00	629.00	678.00	654.00
ENSG00000173011.11	3446.76	403.00	372.00	502.00	467.00
ENSG00000173013.4	2150.00	5.00	2.00	7.00	5.00
ENSG00000173020.6	3155.03	1902.00	1567.00	741.00	694.00
ENSG00000173039.14	2223.35	1554.00	1158.00	1457.00	1471.00
ENSG00000173041.7	2529.63	157.00	169.00	188.00	213.00
ENSG00000173064.6	6964.60	1418.00	1244.00	1090.00	1016.00
ENSG00000173065.9	3042.04	683.00	519.00	741.00	714.00
ENSG00000173080.4	1146.00	15.00	8.00	27.00	21.00
ENSG00000173083.10	1450.00	0.00	1.00	5.00	2.00
ENSG00000173085.9	1599.24	161.00	180.00	177.00	146.00
ENSG00000173088.8	1241.00	2.00	2.00	1.00	1.33
ENSG00000173110.6	2646.00	1.00	0.00	1.00	0.00
ENSG00000173113.2	754.98	1925.00	1754.00	1909.00	1754.00
ENSG00000173120.10	5228.98	2028.00	1779.00	1586.00	1509.00
ENSG00000173137.7	1525.37	120.00	85.00	136.00	103.00
ENSG00000173141.4	2246.00	348.00	346.00	418.00	422.00
ENSG00000173145.7	3311.12	564.00	577.00	390.00	413.00
ENSG00000173153.9	2145.21	481.00	373.00	670.00	587.00
ENSG00000173156.2	1129.00	20.00	11.00	37.00	28.00
ENSG00000173157.12	2780.00	0.00	0.00	1.00	1.00
ENSG00000173163.6	784.93	301.02	304.53	397.52	382.16
ENSG00000173166.13	8874.66	883.00	847.00	871.00	898.00
ENSG00000173171.10	1128.81	738.00	635.00	727.00	576.00
ENSG00000173175.10	2650.05	2.00	0.00	2.00	6.00
ENSG00000173193.9	7864.52	731.00	666.00	1388.00	1365.00
ENSG00000173200.8	1995.00	0.00	0.00	0.00	0.00
ENSG00000173207.8	757.66	971.61	954.83	460.48	371.00
ENSG00000173209.18	2511.78	2351.00	2000.00	1786.00	1754.00
ENSG00000173210.15	3769.61	569.00	523.00	1118.00	1010.00
ENSG00000173212.4	2748.22	62.00	57.00	71.00	64.00
ENSG00000173213.7	1055.47	74.93	73.65	35.09	28.15
ENSG00000173214.5	5958.00	240.00	338.00	189.00	209.00
ENSG00000173218.10	5690.99	330.00	328.00	533.00	483.00
ENSG00000173221.9	894.33	2429.00	2312.00	1616.00	1620.00
ENSG00000173226.12	2291.23	660.00	737.00	475.00	440.00
ENSG00000173227.9	2882.41	4.00	3.00	7.00	7.00
ENSG00000173230.11	9891.95	3298.00	3210.00	4544.00	4157.00
ENSG00000173237.4	1187.00	1.00	1.00	4.00	6.00
ENSG00000173253.10	2081.67	0.00	0.00	0.00	0.00
ENSG00000173258.8	2022.69	42.00	45.00	73.00	55.00
ENSG00000173261.4	638.00	1.00	2.00	4.00	2.00
ENSG00000173262.7	2906.86	971.09	947.12	409.92	448.57
ENSG00000173264.9	1190.51	245.00	188.00	322.00	285.00
ENSG00000173267.9	728.35	2.00	1.00	14.00	14.00
ENSG00000173269.9	4375.00	0.00	0.00	2.00	6.00
ENSG00000173272.9	588.43	654.03	403.11	541.04	570.87
ENSG00000173273.11	8036.39	2324.00	2049.00	1434.00	1370.00
ENSG00000173275.8	2809.85	188.00	116.00	91.00	77.00
ENSG00000173276.9	6492.31	320.00	308.00	260.00	279.00
ENSG00000173281.4	5548.00	8.00	4.00	21.00	24.00
ENSG00000173295.3	1767.11	124.00	99.00	129.00	128.00
ENSG00000173320.5	3620.63	4.00	5.00	19.00	21.00
ENSG00000173327.3	2817.74	1650.00	1145.00	1121.00	1121.00
ENSG00000173334.3	3221.82	1845.00	1663.00	2310.00	2297.00
ENSG00000173338.8	1052.83	1.00	1.00	0.00	0.00
ENSG00000173349.4	2789.00	395.00	421.00	405.00	396.00
ENSG00000173366.11	3695.00	0.00	2.30	0.00	0.00
ENSG00000173402.7	5126.84	4295.00	3661.00	1439.00	1320.00
ENSG00000173406.11	3691.20	3.00	6.00	2.00	7.00
ENSG00000173409.9	1298.24	220.00	217.00	129.00	152.00
ENSG00000173418.7	1184.84	1879.00	1858.00	1505.00	1509.00
ENSG00000173436.9	706.62	454.00	341.00	524.00	445.00
ENSG00000173442.7	3739.39	857.00	653.00	828.00	761.00
ENSG00000173451.2	1798.57	250.00	269.00	260.00	240.00
ENSG00000173456.4	2787.00	1775.00	1438.00	962.00	901.00
ENSG00000173457.6	886.78	852.05	671.76	1159.48	1070.62
ENSG00000173465.3	732.23	171.79	109.45	164.61	152.43
ENSG00000173473.6	6004.23	3556.00	3275.00	3435.00	3200.00
ENSG00000173480.6	3342.45	158.52	162.54	102.23	108.90
ENSG00000173482.12	4118.21	1608.00	1587.00	1287.00	1126.00
ENSG00000173486.8	662.28	421.00	375.00	607.00	516.00
ENSG00000173511.5	834.33	575.00	358.00	241.00	227.00
ENSG00000173517.6	7241.04	833.00	906.00	1073.00	1057.00
ENSG00000173530.5	3538.00	2480.00	2303.00	2342.00	2189.00
ENSG00000173531.11	1694.79	6563.00	4680.06	5996.74	5385.13
ENSG00000173535.9	1121.47	170.00	160.00	202.00	191.00
ENSG00000173540.8	2344.73	160.60	135.84	151.12	136.07
ENSG00000173542.4	6524.39	746.00	686.00	880.00	924.00
ENSG00000173545.4	1699.00	560.00	446.00	737.00	662.00
ENSG00000173546.7	8290.00	2.00	3.00	6.00	2.00
ENSG00000173548.8	5429.48	2672.00	2275.00	1628.00	1560.00
ENSG00000173559.8	2881.37	251.00	231.00	634.00	637.00
ENSG00000173566.9	1604.32	98.00	84.00	84.00	66.00
ENSG00000173567.10	3520.70	92.00	75.00	222.00	263.00
ENSG00000173575.14	7745.42	3680.31	3579.72	3549.89	3334.24
ENSG00000173581.3	1380.13	130.00	127.00	78.00	84.00
ENSG00000173588.10	2298.59	174.00	193.00	133.00	150.00
ENSG00000173597.4	7115.00	12.00	17.00	74.00	77.00
ENSG00000173598.9	3993.34	3765.82	3872.10	3103.87	3257.29
ENSG00000173599.9	3109.99	2684.00	1817.00	1906.00	1563.00
ENSG00000173610.7	1030.42	0.00	0.00	0.00	2.00
ENSG00000173611.13	8349.37	451.20	458.41	232.00	225.51
ENSG00000173614.9	3303.89	380.00	437.00	463.00	461.00
ENSG00000173621.8	2431.00	23.00	14.00	9.00	12.00
ENSG00000173638.14	2871.11	905.00	628.00	355.00	352.00
ENSG00000173641.13	2128.00	1.00	1.00	0.00	3.00
ENSG00000173653.3	1430.64	365.36	305.00	349.13	303.09
ENSG00000173660.7	608.63	3896.91	3812.00	2474.63	2102.00
ENSG00000173662.15	2225.81	41.00	29.00	72.00	55.00
ENSG00000173674.6	3158.89	3200.77	3283.71	2317.01	2475.60
ENSG00000173681.12	4781.37	171.00	176.00	149.00	166.00
ENSG00000173692.8	3158.64	2632.00	2592.00	2560.00	2574.00
ENSG00000173702.3	2876.00	25.00	7.00	82.00	77.00
ENSG00000173706.8	5959.37	905.00	957.00	929.00	814.00
ENSG00000173714.7	2890.50	0.00	1.00	0.00	0.00
ENSG00000173715.11	1537.11	184.64	202.00	197.87	189.91
ENSG00000173726.6	3321.21	15342.00	15409.09	11509.00	11181.00
ENSG00000173727.7	693.00	14.00	11.00	16.00	12.00
ENSG00000173744.13	2871.87	2425.00	2477.00	2730.00	2969.00
ENSG00000173757.5	4373.14	2143.56	1884.71	1438.74	1375.19
ENSG00000173762.3	1192.57	1155.00	618.00	1471.00	1554.00
ENSG00000173786.12	2667.56	2848.00	2366.00	2898.00	2564.00
ENSG00000173801.12	3214.71	2567.00	1731.00	2592.00	2391.00
ENSG00000173805.11	3880.00	7.00	6.00	10.00	6.00
ENSG00000173809.11	3250.68	5.00	5.00	11.00	8.00
ENSG00000173811.6	2049.00	10.00	10.00	49.00	38.00
ENSG00000173812.6	980.63	10973.00	10816.00	9347.00	9379.00
ENSG00000173818.12	1402.04	249.00	226.00	293.00	336.00
ENSG00000173821.15	6709.15	2818.00	2499.00	3596.00	3007.00
ENSG00000173825.6	2012.00	20.00	19.00	31.00	36.00
ENSG00000173826.10	3462.65	8.00	16.00	24.00	22.00
ENSG00000173846.8	1712.91	157.00	129.00	135.00	154.00
ENSG00000173848.14	2894.64	2733.00	2637.00	2159.00	2107.00
ENSG00000173852.9	4870.00	1022.76	983.00	738.45	814.85
ENSG00000173862.3	1058.00	0.00	0.00	1.00	0.00
ENSG00000173867.8	634.50	1.00	1.00	13.32	0.00
ENSG00000173868.7	1200.71	1.00	1.00	0.00	0.00
ENSG00000173875.9	4242.18	478.00	444.00	417.00	434.00
ENSG00000173876.9	1590.28	0.00	0.00	0.00	3.02
ENSG00000173889.11	11533.04	1219.00	1215.00	1121.00	1166.00
ENSG00000173890.12	1569.19	707.05	759.00	444.00	493.00
ENSG00000173894.6	4242.25	2714.00	1777.00	1597.00	1405.00
ENSG00000173898.7	5722.57	125.00	94.00	94.00	80.00
ENSG00000173905.4	3992.66	1782.00	1724.00	1461.00	1464.00
ENSG00000173914.7	1693.23	434.61	485.80	433.24	410.60
ENSG00000173915.8	381.59	1062.36	1012.00	1169.00	1113.64
ENSG00000173918.10	2519.09	17.00	12.00	54.00	47.00
ENSG00000173926.5	1531.53	70.00	67.00	58.00	45.00
ENSG00000173928.2	1684.00	76.00	56.00	112.00	104.00
ENSG00000173930.8	5334.00	1724.00	1862.00	1178.00	1217.00
ENSG00000173933.15	1394.76	1655.86	1515.73	2135.60	1982.08
ENSG00000173947.9	2104.74	13.00	9.00	24.00	23.00
ENSG00000173950.11	2362.60	617.00	525.00	647.00	597.00
ENSG00000173960.8	4139.41	650.00	732.00	499.00	523.00
ENSG00000173991.5	2123.00	20.00	11.00	16.00	12.00
ENSG00000173992.4	1186.74	858.00	553.00	612.00	572.00
ENSG00000174004.5	2564.00	0.00	0.00	0.00	1.00
ENSG00000174007.7	2201.00	17.00	11.00	59.00	40.00
ENSG00000174010.9	6272.00	265.00	276.00	326.00	254.00
ENSG00000174013.7	4098.30	560.00	532.00	324.00	337.00
ENSG00000174015.5	1613.00	2.00	0.00	0.00	2.00
ENSG00000174021.6	790.68	2196.00	1937.00	1585.00	1703.00
ENSG00000174028.6	681.00	19.23	24.28	50.48	53.77
ENSG00000174032.12	3338.37	1338.00	1360.00	1569.00	1492.00
ENSG00000174080.6	553.22	1.00	3.00	6.00	4.00
ENSG00000174093.6	1857.72	584.14	515.13	403.18	364.28
ENSG00000174099.6	3904.63	79.00	78.00	142.00	142.00
ENSG00000174100.5	1701.39	2994.05	3020.39	2544.56	2485.53
ENSG00000174106.2	4764.00	897.00	969.00	630.00	700.00
ENSG00000174109.3	985.14	144.00	84.00	104.00	137.00
ENSG00000174111.8	1694.00	200.00	175.00	142.00	129.00
ENSG00000174125.3	2469.98	2.70	5.00	32.59	40.58
ENSG00000174130.8	3764.85	29.30	30.00	16.41	17.42
ENSG00000174132.8	1356.00	289.00	268.00	189.00	203.00
ENSG00000174136.7	4546.90	245.00	217.00	148.00	138.00
ENSG00000174137.8	1856.32	6.00	8.00	23.00	21.00
ENSG00000174151.10	4283.23	249.00	267.00	330.00	282.00
ENSG00000174165.3	1881.77	127.00	102.00	83.00	105.00
ENSG00000174171.4	1589.47	1.00	3.00	2.00	5.00
ENSG00000174173.6	1797.00	487.00	497.00	524.00	571.00
ENSG00000174177.8	1709.37	325.00	207.00	256.00	223.00
ENSG00000174194.11	1910.25	123.69	131.60	88.90	93.88
ENSG00000174196.5	1503.00	211.73	150.66	202.52	198.97
ENSG00000174197.12	11231.80	1238.00	1322.00	1315.00	1230.00
ENSG00000174206.8	2606.92	143.00	140.00	95.00	68.00
ENSG00000174227.11	2091.82	858.00	787.00	783.00	721.00
ENSG00000174231.12	4159.30	9112.00	8435.00	8158.00	7497.00
ENSG00000174233.7	5367.40	937.00	896.00	825.00	739.00
ENSG00000174236.2	1139.00	12.00	6.00	15.00	18.00
ENSG00000174238.10	3708.49	924.00	921.00	1304.00	1159.00
ENSG00000174243.5	3032.96	1785.00	1598.00	1704.00	1519.00
ENSG00000174255.5	2747.00	0.00	0.00	0.00	0.00
ENSG00000174276.5	1296.00	5.00	4.00	16.00	19.00
ENSG00000174282.7	5784.24	974.00	914.00	845.00	791.00
ENSG00000174292.8	2544.98	101.00	75.00	123.00	106.00
ENSG00000174306.17	6078.91	744.00	675.00	721.00	686.00
ENSG00000174307.5	1483.38	360.00	230.00	250.00	247.00
ENSG00000174327.6	1739.46	454.00	341.00	507.00	470.00
