symbol	length	Control_D0	Control_D1	ADAR_D0	ADAR_D1
ENSG00000176244.6	1322.00	33.00	47.00	64.00	63.00
ENSG00000176248.7	2079.64	180.00	194.00	200.00	278.00
ENSG00000176261.11	613.05	341.00	341.00	294.00	256.00
ENSG00000176268.5	304.00	0.00	1.00	1.00	0.00
ENSG00000176273.10	2820.34	112.00	81.00	82.00	75.00
ENSG00000176274.6	849.19	29.00	25.00	19.00	15.00
ENSG00000176305.5	1576.00	2.00	3.00	0.00	0.00
ENSG00000176340.3	507.00	543.00	450.00	377.00	510.00
ENSG00000176349.7	3471.67	0.00	0.00	0.00	0.00
ENSG00000176354.2	2383.00	6.87	0.00	0.00	13.00
ENSG00000176371.9	1991.40	230.00	257.00	269.00	291.00
ENSG00000176381.4	2704.00	3.00	0.00	0.00	1.00
ENSG00000176383.8	731.62	11.00	5.00	1.00	2.00
ENSG00000176386.4	872.00	347.04	336.00	210.11	209.00
ENSG00000176387.6	1612.40	134.75	120.00	124.28	147.82
ENSG00000176390.10	2957.00	186.00	177.00	122.00	108.00
ENSG00000176393.6	1927.09	938.00	891.00	625.00	699.00
ENSG00000176395.8	1764.00	0.00	1.00	2.00	0.00
ENSG00000176396.9	1981.00	180.00	122.00	134.00	132.00
ENSG00000176399.3	5569.00	12.00	8.00	8.00	5.00
ENSG00000176401.5	1261.36	35.00	37.00	35.00	31.00
ENSG00000176402.5	1116.00	8.00	11.00	13.00	4.00
ENSG00000176406.16	2429.73	0.00	0.00	0.00	0.00
ENSG00000176407.13	1743.67	1004.00	959.00	771.00	693.00
ENSG00000176410.7	2485.00	121.00	87.00	35.00	49.00
ENSG00000176422.10	2101.00	253.00	205.00	133.00	156.00
ENSG00000176428.5	1491.18	26.00	32.00	40.00	51.00
ENSG00000176438.8	3310.31	102.00	102.00	57.00	62.00
ENSG00000176444.14	1787.86	821.00	797.00	751.00	797.00
ENSG00000176454.9	1381.60	462.00	534.00	290.00	323.00
ENSG00000176463.9	2092.00	0.00	0.00	0.00	1.00
ENSG00000176472.6	2285.00	8.00	12.00	0.00	1.00
ENSG00000176473.9	2003.68	39.00	32.00	37.00	34.00
ENSG00000176476.4	1138.74	143.00	146.00	201.00	215.98
ENSG00000176485.6	1148.47	59.00	54.00	31.00	30.00
ENSG00000176490.4	3424.00	43.00	41.00	32.00	42.00
ENSG00000176515.1	3435.00	0.00	0.00	0.00	0.00
ENSG00000176531.6	1370.09	81.00	86.00	82.00	130.00
ENSG00000176532.3	1460.31	35.00	40.00	58.00	45.00
ENSG00000176533.8	4208.00	160.00	162.00	136.00	167.00
ENSG00000176542.5	10291.96	678.00	662.00	414.00	394.00
ENSG00000176563.5	2657.00	1.00	3.00	1.00	2.00
ENSG00000176593.3	2709.67	143.00	156.00	244.00	238.00
ENSG00000176595.3	6710.00	0.00	0.00	2.00	3.00
ENSG00000176597.7	3289.36	3.00	4.00	0.00	2.00
ENSG00000176619.6	2112.71	1754.02	1819.10	1866.15	2257.00
ENSG00000176623.7	1127.84	415.00	367.00	354.00	362.00
ENSG00000176624.9	2758.66	1354.00	1172.00	1310.00	1201.00
ENSG00000176641.6	2797.25	0.00	0.00	0.00	0.00
ENSG00000176654.8	1097.03	20.00	26.60	16.93	11.86
ENSG00000176658.12	4754.26	1100.00	954.00	820.00	805.00
ENSG00000176678.4	1890.50	0.00	0.00	0.00	0.00
ENSG00000176681.10	4214.86	37.92	34.37	70.38	59.41
ENSG00000176692.4	1683.00	0.00	1.00	0.00	1.00
ENSG00000176697.14	4085.32	0.00	0.00	0.00	0.00
ENSG00000176700.15	3126.22	83.00	84.00	64.97	64.00
ENSG00000176714.9	2342.00	49.00	67.00	61.00	60.00
ENSG00000176715.11	2298.45	370.00	382.00	372.00	410.00
ENSG00000176716.3	979.00	0.00	2.00	1.00	0.00
ENSG00000176720.3	2650.00	657.00	647.00	555.00	636.00
ENSG00000176723.5	2137.00	1.00	0.00	1.00	1.00
ENSG00000176728.3	920.00	0.00	1.00	1.00	1.00
ENSG00000176731.7	435.67	350.00	350.00	241.00	223.00
ENSG00000176732.6	974.00	0.00	1.00	0.00	1.00
ENSG00000176734.3	4961.00	9.00	17.00	11.00	10.00
ENSG00000176749.4	4325.00	84.00	55.00	89.00	92.00
ENSG00000176771.11	2913.71	25.00	23.00	0.00	0.00
ENSG00000176783.10	1944.53	427.00	360.00	324.00	322.00
ENSG00000176809.6	1224.29	34.41	37.18	24.44	30.25
ENSG00000176826.11	2451.00	65.41	77.17	41.11	45.30
ENSG00000176834.9	2570.84	385.00	367.00	255.00	283.00
ENSG00000176845.8	1217.23	7.00	7.00	6.00	5.00
ENSG00000176853.11	3873.85	1470.97	1393.98	1195.96	1009.98
ENSG00000176868.1	738.00	1.00	1.00	0.00	1.00
ENSG00000176871.4	2043.21	1027.00	1054.00	514.00	501.00
ENSG00000176884.10	1554.02	4.00	0.00	4.00	2.00
ENSG00000176890.11	1393.79	2510.00	2384.00	2500.00	2500.00
ENSG00000176894.5	915.10	148.49	113.73	86.72	103.79
ENSG00000176896.7	2068.83	11.00	24.00	17.00	20.00
ENSG00000176903.3	2635.00	363.00	340.00	388.00	358.00
ENSG00000176907.3	1833.00	1748.00	1826.00	341.00	325.00
ENSG00000176909.7	1108.83	83.00	98.00	95.00	102.00
ENSG00000176912.3	844.00	47.00	31.00	29.00	35.00
ENSG00000176915.10	3182.54	794.00	719.00	762.00	729.00
ENSG00000176919.7	482.85	5.00	6.00	4.00	6.00
ENSG00000176920.10	3111.00	0.00	1.00	2.00	2.00
ENSG00000176927.10	544.00	0.00	0.00	1.00	1.00
ENSG00000176928.4	3436.00	14.00	11.00	3.00	4.00
ENSG00000176933.4	1142.00	3.00	6.00	11.00	3.00
ENSG00000176945.12	1872.86	21.44	11.07	50.02	37.96
ENSG00000176946.7	1603.31	587.00	613.00	439.00	581.00
ENSG00000176953.6	2459.17	918.00	893.00	962.00	955.00
ENSG00000176973.7	1318.36	45.55	23.30	44.06	45.61
ENSG00000176974.13	2134.57	840.00	818.00	606.00	636.00
ENSG00000176978.9	719.56	4.00	7.00	12.00	15.00
ENSG00000176986.10	4359.55	2283.00	2228.00	996.00	1197.00
ENSG00000176994.9	3427.00	351.00	392.00	348.00	349.00
ENSG00000177000.6	5553.17	101.00	104.00	142.00	119.00
ENSG00000177025.3	915.00	4.00	8.00	11.00	12.00
ENSG00000177030.12	1232.26	228.00	266.00	285.00	361.00
ENSG00000177034.10	4193.98	395.00	384.00	432.00	349.00
ENSG00000177042.10	1414.42	85.00	82.00	70.00	85.00
ENSG00000177045.6	2204.52	115.00	155.00	143.00	149.00
ENSG00000177051.5	1429.53	114.00	95.00	94.00	127.00
ENSG00000177054.9	2730.76	218.00	260.00	223.00	194.00
ENSG00000177058.7	1505.66	407.00	359.00	374.00	332.00
ENSG00000177076.4	2051.78	73.00	55.00	82.00	84.00
ENSG00000177082.8	1663.50	381.00	385.00	371.00	343.00
ENSG00000177084.12	4071.41	1208.00	1167.00	1335.00	1515.00
ENSG00000177096.4	1436.00	0.00	0.00	0.00	0.00
ENSG00000177098.4	3969.00	3.00	6.00	2.00	5.00
ENSG00000177103.9	5039.03	14.00	15.00	39.00	64.00
ENSG00000177105.9	1319.00	228.00	249.00	215.00	261.00
ENSG00000177106.10	2233.46	1742.00	1850.00	2036.00	2726.00
ENSG00000177108.5	3408.00	3.00	2.00	1.00	1.00
ENSG00000177119.11	5869.18	3421.00	3305.00	2818.00	2452.00
ENSG00000177125.5	6563.76	352.00	368.00	437.00	467.00
ENSG00000177133.6	732.71	4.00	6.00	5.00	7.00
ENSG00000177144.5	541.00	13.43	34.61	32.96	35.69
ENSG00000177150.8	2285.66	644.00	589.00	444.00	451.00
ENSG00000177156.6	1272.76	1247.00	1285.00	1250.00	1420.00
ENSG00000177169.5	3981.87	287.00	268.00	427.00	661.00
ENSG00000177173.5	1157.00	27.00	22.00	7.00	7.00
ENSG00000177181.10	6924.73	373.00	325.00	302.00	257.00
ENSG00000177189.8	6835.49	14843.00	14459.00	14061.00	12012.00
ENSG00000177191.2	1874.00	7.00	6.00	5.00	8.00
ENSG00000177192.9	1320.98	150.00	142.00	150.00	178.00
ENSG00000177197.7	481.00	2.00	1.00	1.00	0.00
ENSG00000177200.11	8825.23	1376.00	1382.00	816.00	700.00
ENSG00000177225.12	2171.30	521.00	516.00	447.00	623.00
ENSG00000177236.3	636.00	14.00	6.00	10.00	18.00
ENSG00000177238.9	2152.00	1.00	0.00	0.00	0.00
ENSG00000177239.10	2765.04	1202.00	1246.00	930.00	948.00
ENSG00000177283.4	3186.00	1.00	2.00	1.00	0.00
ENSG00000177294.6	1287.33	1.00	1.00	2.00	0.00
ENSG00000177300.5	2708.00	1.00	0.00	1.00	0.00
ENSG00000177302.10	2492.35	624.00	507.00	532.00	518.00
ENSG00000177303.5	2362.15	128.00	110.00	133.00	221.00
ENSG00000177311.6	4583.79	1975.00	1911.00	2149.00	1929.00
ENSG00000177335.6	1143.43	34.00	24.00	28.00	36.00
ENSG00000177337.3	1338.18	238.00	271.00	164.00	158.00
ENSG00000177338.9	587.67	1.00	0.00	1.00	0.00
ENSG00000177340.4	1630.00	0.00	0.00	0.00	0.00
ENSG00000177352.9	1781.00	152.00	128.00	111.00	128.00
ENSG00000177359.13	1485.36	4.61	6.74	8.14	10.13
ENSG00000177363.4	2585.00	1.00	0.00	0.00	2.00
ENSG00000177370.4	3194.00	288.00	234.00	221.00	261.00
ENSG00000177374.8	3053.00	1.00	1.00	0.00	2.00
ENSG00000177380.9	1904.68	172.00	167.00	124.00	157.00
ENSG00000177383.3	1681.00	622.00	661.00	594.00	553.00
ENSG00000177398.14	2310.43	0.00	0.00	0.00	0.00
ENSG00000177406.4	1710.33	8.00	5.00	3.00	0.00
ENSG00000177409.7	2788.25	0.00	0.00	0.00	0.00
ENSG00000177410.8	816.91	890.00	792.00	958.00	902.00
ENSG00000177425.6	3225.13	1187.00	1148.00	900.00	801.00
ENSG00000177426.16	1325.89	1039.00	966.00	599.00	695.00
ENSG00000177427.8	2434.79	64.00	71.00	63.00	66.00
ENSG00000177432.6	2321.00	41.00	23.00	34.00	33.00
ENSG00000177453.3	1406.80	1.00	6.00	1.00	0.00
ENSG00000177455.7	1148.49	18.00	23.00	6.00	7.00
ENSG00000177459.6	775.79	5.00	4.00	1.00	3.00
ENSG00000177463.11	2253.95	303.00	297.00	311.00	325.00
ENSG00000177465.4	2362.00	2.00	0.00	0.00	0.00
ENSG00000177469.12	3828.00	997.00	1025.00	702.00	740.00
ENSG00000177479.15	2139.35	1193.00	1111.00	810.00	876.00
ENSG00000177483.7	4282.00	11.00	10.00	6.00	1.00
ENSG00000177485.6	5029.99	878.00	775.00	946.00	774.00
ENSG00000177508.11	1290.63	254.00	314.00	315.00	268.00
ENSG00000177542.6	2146.12	116.00	113.00	123.00	190.00
ENSG00000177548.8	1726.42	58.00	36.00	33.00	78.00
ENSG00000177556.7	507.41	286.00	274.00	246.00	287.00
ENSG00000177565.11	5709.46	1478.00	1399.00	1443.00	1277.00
ENSG00000177570.9	8866.00	5.00	3.00	5.00	3.00
ENSG00000177575.8	2180.36	0.00	0.00	0.00	0.00
ENSG00000177576.6	988.73	367.83	294.14	225.11	196.95
ENSG00000177595.13	3391.68	169.00	197.00	237.00	435.00
ENSG00000177599.8	2471.00	18.00	16.00	19.00	23.00
ENSG00000177600.4	767.74	1715.06	1446.00	1945.00	2432.00
ENSG00000177602.4	2857.00	151.00	142.00	130.00	114.00
ENSG00000177606.5	3321.00	405.00	444.00	322.00	357.00
ENSG00000177613.7	4109.00	232.00	204.00	195.00	197.00
ENSG00000177614.5	2186.25	0.00	3.00	1.00	0.00
ENSG00000177628.11	1963.15	551.13	571.70	267.56	307.96
ENSG00000177640.11	2519.01	10.00	10.00	9.00	13.00
ENSG00000177646.13	1930.40	437.00	441.00	396.00	385.00
ENSG00000177663.9	4933.44	209.00	209.00	222.00	233.00
ENSG00000177666.11	1838.30	686.00	694.00	772.00	1047.00
ENSG00000177669.3	1512.00	62.00	66.00	55.00	58.00
ENSG00000177674.11	1070.55	236.00	227.00	148.00	187.00
ENSG00000177675.4	935.50	36.00	39.00	29.00	34.00
ENSG00000177679.14	1888.67	16.00	15.00	16.00	29.00
ENSG00000177683.9	2461.34	283.00	290.00	269.00	215.00
ENSG00000177685.12	1505.52	123.00	99.00	76.00	119.00
ENSG00000177688.5	683.00	1.00	1.00	2.00	0.00
ENSG00000177692.7	1408.70	39.00	36.00	12.00	20.00
ENSG00000177694.10	1080.20	1.00	0.00	2.00	3.00
ENSG00000177697.13	1482.29	989.00	1081.00	687.00	947.00
ENSG00000177700.5	872.06	209.00	211.00	137.00	193.00
ENSG00000177706.8	2240.40	215.00	244.00	412.00	469.00
ENSG00000177707.6	2563.01	475.00	408.00	585.00	463.00
ENSG00000177710.5	1321.00	0.00	1.00	0.00	0.00
ENSG00000177721.3	2234.00	12.00	15.00	15.00	12.00
ENSG00000177725.4	2368.00	0.00	0.00	1.00	0.00
ENSG00000177728.10	1849.92	1930.00	2085.00	1741.00	2100.00
ENSG00000177731.11	1443.89	1905.00	1808.00	1187.00	1407.00
ENSG00000177732.6	3824.64	972.00	974.00	1578.00	1940.00
ENSG00000177733.4	2965.00	2203.00	1964.00	2554.00	2547.00
ENSG00000177738.3	1703.32	32.00	28.00	14.00	14.00
ENSG00000177764.6	3229.00	100.86	142.21	169.85	250.12
ENSG00000177788.5	399.31	5.00	7.00	8.00	10.00
ENSG00000177791.11	1541.00	0.00	1.00	1.00	0.00
ENSG00000177807.6	5293.00	1444.00	1378.00	476.00	506.00
ENSG00000177830.13	1415.84	679.00	666.00	504.00	669.00
ENSG00000177839.4	4217.00	18.03	17.31	20.43	17.00
ENSG00000177842.7	2487.50	115.00	101.00	115.00	127.00
ENSG00000177853.10	7147.59	1628.00	1548.00	1411.00	1264.00
ENSG00000177854.7	1510.40	41.00	35.00	30.00	27.00
ENSG00000177855.8	678.00	5.73	4.55	5.74	1.12
ENSG00000177868.7	572.62	186.00	172.00	143.00	129.00
ENSG00000177873.8	4060.55	125.00	112.00	95.00	85.00
ENSG00000177879.10	1079.00	1014.00	932.00	562.00	536.00
ENSG00000177885.9	1835.55	2502.40	2420.00	1880.75	1938.61
ENSG00000177888.7	8301.25	274.00	277.00	282.00	267.00
ENSG00000177889.5	1344.93	2073.00	2065.00	473.00	490.00
ENSG00000177917.6	1491.41	785.00	696.00	814.00	752.00
ENSG00000177932.6	5411.00	1.00	1.00	0.00	0.00
ENSG00000177943.9	3074.99	176.00	178.00	209.00	272.00
ENSG00000177946.4	2737.00	285.00	288.00	274.00	293.00
ENSG00000177951.13	2795.84	1001.00	989.00	695.00	760.00
ENSG00000177954.7	351.05	7466.52	7029.04	9419.95	8864.94
ENSG00000177963.8	1762.65	867.00	838.00	688.00	796.00
ENSG00000177971.7	1573.81	354.00	306.00	281.00	332.00
ENSG00000177981.6	2044.77	221.00	229.00	230.00	202.00
ENSG00000177984.6	818.60	124.00	102.00	15.00	27.00
ENSG00000177989.9	1210.94	13.00	11.00	11.00	17.00
ENSG00000177993.3	2170.00	0.00	0.00	1.00	0.00
ENSG00000177994.11	978.57	1.00	0.00	0.00	0.00
ENSG00000178015.4	2065.00	0.00	0.00	0.00	0.00
ENSG00000178021.9	3095.00	0.00	0.00	0.00	0.00
ENSG00000178026.8	1469.46	170.00	192.00	185.00	169.00
ENSG00000178028.9	2008.39	482.00	456.00	528.00	483.00
ENSG00000178033.5	9784.00	0.00	0.00	1.00	0.00
ENSG00000178035.7	1564.20	3446.00	3593.00	3213.00	3240.00
ENSG00000178038.12	3758.20	0.00	0.00	0.00	0.00
ENSG00000178053.13	1385.76	19.00	19.00	14.00	21.00
ENSG00000178057.10	742.24	121.00	115.00	65.00	90.00
ENSG00000178074.5	3700.00	564.00	526.00	540.00	422.03
ENSG00000178075.15	1567.50	12.00	13.00	5.00	0.00
ENSG00000178078.7	1086.18	185.00	190.00	166.00	174.00
ENSG00000178081.8	533.00	1.21	0.00	1.00	1.00
ENSG00000178082.5	1049.00	3.70	2.39	3.34	6.07
ENSG00000178093.12	2513.00	18.00	24.00	11.00	10.00
ENSG00000178096.8	794.41	10.00	11.00	6.00	17.00
ENSG00000178104.15	3337.15	571.00	514.89	340.10	382.00
ENSG00000178105.5	2192.72	500.00	433.00	365.00	316.00
ENSG00000178115.10	1899.00	2.32	0.00	2.90	5.69
ENSG00000178127.8	918.13	1814.15	1742.68	1070.94	956.49
ENSG00000178146.9	1570.00	32.12	41.70	28.38	14.12
ENSG00000178149.12	1408.88	146.00	144.00	116.00	121.00
ENSG00000178150.4	1963.05	110.00	126.00	71.00	65.00
ENSG00000178162.4	3633.33	18.00	14.28	9.20	11.57
ENSG00000178163.3	3677.00	1.00	0.00	2.00	0.00
ENSG00000178177.10	4457.55	362.00	311.00	228.00	225.00
ENSG00000178184.11	3016.27	211.00	174.00	176.00	146.00
ENSG00000178187.3	2142.00	0.00	0.00	1.00	2.00
ENSG00000178188.10	2068.42	680.00	759.00	831.00	964.00
ENSG00000178199.9	1736.46	39.00	18.00	14.00	17.00
ENSG00000178201.3	1313.00	7.75	16.02	22.43	12.00
ENSG00000178202.8	4224.94	1213.00	1170.00	882.00	807.00
ENSG00000178206.3	2249.00	6.33	3.93	2.75	0.86
ENSG00000178209.10	9393.53	627.00	568.00	580.00	775.00
ENSG00000178226.6	736.47	12.00	3.00	11.00	10.00
ENSG00000178229.7	3659.00	80.00	73.00	92.00	88.00
ENSG00000178233.13	3017.50	0.00	3.00	0.00	0.00
ENSG00000178234.8	2248.21	330.00	318.00	299.00	284.00
ENSG00000178252.13	2276.61	2294.00	2376.00	2791.00	3034.00
ENSG00000178295.10	5641.33	564.00	496.00	610.00	552.00
ENSG00000178297.8	1620.36	32.00	32.00	69.00	97.00
ENSG00000178301.3	2152.00	136.00	100.00	173.00	187.00
ENSG00000178307.5	1416.60	149.00	184.00	170.00	205.00
ENSG00000178338.6	2189.03	147.90	168.65	160.12	143.98
ENSG00000178381.7	842.36	423.00	426.00	514.00	535.00
ENSG00000178385.9	2936.65	108.00	122.00	114.00	108.00
ENSG00000178386.8	2183.83	64.40	53.00	81.78	66.92
ENSG00000178397.8	2214.00	242.00	235.00	200.00	199.00
ENSG00000178401.10	2315.82	484.00	480.00	299.00	322.00
ENSG00000178404.5	2090.00	2.00	1.00	2.00	4.00
ENSG00000178409.9	6222.64	151.00	139.00	159.00	178.00
ENSG00000178425.9	2082.26	1036.00	987.00	736.00	582.00
ENSG00000178429.9	821.00	3.51	1.13	1.32	2.69
ENSG00000178430.4	1649.00	0.00	0.00	0.00	0.00
ENSG00000178440.5	550.00	1.12	5.34	1.00	1.00
ENSG00000178445.8	3610.46	2778.64	2708.97	2480.94	2304.97
ENSG00000178449.4	720.05	119.00	114.00	82.00	110.00
ENSG00000178458.5	411.00	0.00	0.00	1.93	0.00
ENSG00000178460.13	1831.00	3.00	3.00	3.00	4.00
ENSG00000178462.7	1651.50	6.00	9.00	1.00	0.00
ENSG00000178464.6	645.00	80.72	79.73	87.99	102.82
ENSG00000178467.13	1613.00	2.00	0.00	1.00	0.00
ENSG00000178473.5	714.00	0.00	0.00	0.00	0.00
ENSG00000178498.11	1641.96	333.00	335.00	395.00	435.00
ENSG00000178502.5	2383.00	88.00	93.00	82.00	81.00
ENSG00000178531.4	1272.00	4.00	1.00	4.00	4.00
ENSG00000178537.5	1470.77	179.00	165.00	160.00	166.00
ENSG00000178562.13	2431.25	0.00	0.00	0.00	0.00
ENSG00000178567.5	7439.00	981.47	859.88	1085.54	953.70
ENSG00000178568.9	12084.00	0.00	1.00	3.00	1.00
ENSG00000178573.6	6384.00	9.00	6.00	16.00	13.00
ENSG00000178585.10	1523.79	633.00	576.00	385.00	368.00
ENSG00000178597.4	4679.00	3.00	3.00	0.00	0.00
ENSG00000178605.8	1522.81	104.00	100.00	82.00	148.00
ENSG00000178607.11	4967.33	397.00	392.00	259.00	268.00
ENSG00000178623.7	2150.15	541.18	556.49	417.88	552.19
ENSG00000178631.7	1129.00	0.00	2.00	0.00	0.00
ENSG00000178636.4	1730.67	0.00	0.00	0.00	0.00
ENSG00000178662.11	8625.80	0.00	1.00	4.00	6.00
ENSG00000178665.10	1640.57	49.39	42.50	68.00	52.26
ENSG00000178685.9	1768.00	99.00	137.00	171.00	213.00
ENSG00000178691.6	4395.59	1089.70	980.93	1032.14	929.39
ENSG00000178694.5	2382.86	164.00	132.00	130.00	121.00
ENSG00000178695.4	6214.00	0.00	3.00	0.00	2.00
ENSG00000178700.3	3838.48	148.00	195.00	139.00	96.00
ENSG00000178715.7	438.00	1.00	1.00	3.00	2.00
ENSG00000178718.5	2116.50	5.00	6.00	3.00	0.00
ENSG00000178719.12	1639.34	1074.00	1099.00	739.00	875.00
ENSG00000178726.6	4109.00	1.00	0.00	1.00	0.00
ENSG00000178732.4	3493.00	0.00	1.00	0.00	2.00
ENSG00000178741.7	588.54	926.00	801.00	756.00	757.00
ENSG00000178750.2	1158.00	0.00	0.00	0.00	0.00
ENSG00000178752.11	1349.57	2.00	0.00	1.00	0.00
ENSG00000178761.10	2481.83	739.00	690.00	517.00	613.00
ENSG00000178764.6	4417.24	1602.00	1576.00	1083.00	1139.00
ENSG00000178772.6	3019.50	935.00	960.00	946.00	1001.00
ENSG00000178773.10	1252.09	2.00	5.00	1.00	6.00
ENSG00000178776.4	550.67	2.00	0.00	0.00	0.00
ENSG00000178802.13	1254.44	1040.00	967.00	672.00	652.00
ENSG00000178803.6	1925.00	0.00	0.00	1.00	0.00
ENSG00000178804.3	974.00	1.00	0.00	0.00	0.00
ENSG00000178809.7	2194.80	61.64	32.90	69.70	78.26
ENSG00000178814.11	3273.13	120.00	133.00	136.00	199.00
ENSG00000178821.8	1016.42	57.00	75.00	61.00	68.00
ENSG00000178826.6	1073.99	146.00	148.00	123.00	152.00
ENSG00000178828.5	1249.00	1.00	2.00	1.00	1.00
ENSG00000178852.11	2457.95	10.16	11.90	8.00	10.00
ENSG00000178878.8	4640.00	5.00	4.00	9.00	7.00
ENSG00000178896.6	915.29	96.00	94.00	69.00	95.00
ENSG00000178904.14	3295.17	836.00	760.00	754.00	689.00
ENSG00000178913.5	2274.00	1236.51	1283.93	1555.29	1476.50
ENSG00000178917.10	1660.02	144.99	137.00	104.01	104.00
ENSG00000178919.7	3451.00	1.00	0.00	0.00	0.00
ENSG00000178921.9	3053.53	1046.00	1045.00	789.00	977.00
ENSG00000178927.12	1041.15	533.00	569.00	476.00	537.00
ENSG00000178934.4	483.00	1.00	2.00	1.00	2.00
ENSG00000178935.5	1964.88	195.44	228.20	200.02	198.68
ENSG00000178950.12	2696.97	494.00	544.00	429.00	530.00
ENSG00000178951.4	5422.00	202.00	194.00	211.00	231.00
ENSG00000178952.4	1923.82	3101.00	3332.00	2861.00	3291.00
ENSG00000178965.9	3676.16	1.00	3.00	5.00	4.00
ENSG00000178966.11	2707.34	256.00	232.00	394.00	320.00
ENSG00000178971.9	1831.77	460.00	455.00	317.00	377.00
ENSG00000178972.3	2552.00	0.00	2.00	4.00	1.00
ENSG00000178974.5	3150.08	403.00	359.00	300.00	293.00
ENSG00000178977.3	2082.00	3.00	6.00	9.00	11.00
ENSG00000178980.10	1000.60	450.00	402.00	251.00	343.00
ENSG00000178982.5	656.57	1060.00	1008.00	763.00	930.00
ENSG00000178988.10	1621.67	940.00	964.00	924.00	897.00
ENSG00000178996.8	5218.00	207.00	194.00	154.00	163.00
ENSG00000178997.7	1699.20	3.00	0.00	0.00	0.00
ENSG00000178999.8	1025.94	960.00	902.00	825.00	983.00
ENSG00000179008.4	1165.00	0.00	0.00	0.00	0.00
ENSG00000179010.10	1592.74	2537.00	2403.00	2335.00	2364.00
ENSG00000179021.5	2202.02	304.00	265.00	222.00	200.00
ENSG00000179023.7	5055.00	27.00	25.00	25.00	39.00
ENSG00000179029.10	1161.30	51.00	50.00	48.00	67.00
ENSG00000179041.2	1704.00	192.00	201.00	184.00	197.00
ENSG00000179044.11	1286.50	6.00	2.00	1.00	3.00
ENSG00000179051.9	3849.39	1970.00	1844.00	1853.00	1872.00
ENSG00000179071.3	2428.00	1.00	2.00	3.00	3.00
ENSG00000179085.7	416.33	17.00	20.00	12.00	21.00
ENSG00000179091.4	1233.29	1740.00	1704.00	1293.00	1628.00
ENSG00000179094.9	2725.76	156.00	166.00	186.00	212.00
ENSG00000179101.5	400.00	1.11	0.13	0.00	0.00
ENSG00000179104.4	3403.97	39.00	36.00	31.00	24.00
ENSG00000179111.4	1002.00	0.00	1.00	0.00	0.00
ENSG00000179115.6	1650.64	566.00	599.00	504.00	655.00
ENSG00000179119.10	4502.91	544.00	510.00	445.00	428.00
ENSG00000179134.10	2126.28	958.00	949.00	1047.00	1306.00
ENSG00000179141.5	1353.00	0.00	0.00	0.00	0.00
ENSG00000179148.5	2592.25	1.00	0.00	1.00	0.00
ENSG00000179151.7	2394.92	773.00	748.00	587.00	646.00
ENSG00000179152.14	2373.77	417.00	433.00	446.00	395.00
ENSG00000179163.11	2047.00	698.00	641.00	574.00	563.00
ENSG00000179165.9	2108.00	0.00	1.00	0.00	1.00
ENSG00000179168.10	2239.00	0.00	0.00	0.00	1.00
ENSG00000179178.6	1095.50	0.00	0.00	0.00	0.00
ENSG00000179195.11	4030.47	2805.00	2646.00	2065.00	1814.00
ENSG00000179218.9	1876.35	19642.00	20397.00	13652.00	14652.00
ENSG00000179219.5	1566.00	0.00	0.00	0.00	0.00
ENSG00000179222.13	1999.64	4709.00	4868.00	3108.00	3567.00
ENSG00000179240.4	2264.74	98.00	114.00	113.00	111.00
ENSG00000179241.8	3798.00	36.00	41.00	36.00	45.00
ENSG00000179256.2	2104.00	7.00	4.00	8.00	4.00
ENSG00000179262.5	1657.18	1028.00	1091.00	956.00	1188.00
ENSG00000179271.1	743.00	132.00	141.00	161.00	194.00
ENSG00000179284.4	1731.00	1.00	0.00	1.00	1.00
ENSG00000179292.4	2562.00	5.00	1.00	0.00	1.00
ENSG00000179294.5	3227.00	1461.00	1354.00	390.00	389.00
ENSG00000179295.11	5776.47	3520.00	3197.00	2637.00	2435.00
ENSG00000179296.9	2362.04	47.92	28.45	34.42	41.71
ENSG00000179299.12	3546.00	1.00	1.00	3.00	4.00
ENSG00000179304.12	2626.61	815.40	682.91	438.91	737.13
ENSG00000179314.9	2802.69	42.00	24.00	21.00	20.00
ENSG00000179335.14	1258.76	901.00	972.00	798.00	930.00
ENSG00000179344.12	925.80	0.00	0.00	0.00	3.00
ENSG00000179348.7	2788.69	104.00	107.00	107.00	145.00
ENSG00000179361.13	4254.98	516.86	582.71	361.85	437.72
ENSG00000179362.10	959.62	1.00	0.00	0.00	0.00
ENSG00000179363.6	728.00	0.00	0.00	0.00	0.00
ENSG00000179364.9	2791.41	422.00	422.00	423.00	569.83
ENSG00000179387.5	2535.51	1116.00	1014.00	459.00	443.00
ENSG00000179388.8	4336.00	5.00	5.00	2.00	3.00
ENSG00000179397.13	2895.00	12.00	4.00	19.00	21.00
ENSG00000179399.9	2889.00	3.00	2.00	1.00	1.00
ENSG00000179403.10	2012.35	403.00	409.00	463.00	747.00
ENSG00000179406.6	4032.68	135.00	139.00	212.00	215.00
ENSG00000179409.6	2813.45	461.00	490.00	383.00	460.00
ENSG00000179431.5	1652.43	8.00	16.00	3.00	8.00
ENSG00000179454.9	4561.40	272.00	249.00	320.00	261.00
ENSG00000179455.6	998.33	19.00	28.00	34.00	33.00
ENSG00000179456.9	3851.00	149.00	137.00	154.00	169.00
ENSG00000179467.1	441.00	1.00	0.00	0.00	0.00
ENSG00000179476.3	2527.02	126.00	105.00	84.00	89.00
