symbol	length	Control_D0	Control_D1	AGO1_D0	AGO1_D1
ENSG00000171365.11	7954.82	970.00	769.00	1347.00	1595.00
ENSG00000171368.10	5116.00	4.00	3.00	6.00	9.00
ENSG00000171385.5	7396.00	2.00	0.00	5.00	2.00
ENSG00000171388.9	2655.00	33.00	28.00	13.00	20.00
ENSG00000171396.10	1074.00	0.00	0.00	1.00	0.00
ENSG00000171401.10	1119.22	2.00	0.00	3.00	0.00
ENSG00000171421.8	628.84	230.00	177.00	185.00	170.00
ENSG00000171425.5	1004.02	234.08	233.00	210.00	170.78
ENSG00000171428.9	1591.59	56.00	31.00	55.00	60.00
ENSG00000171431.3	1737.00	59.00	53.00	89.00	108.00
ENSG00000171433.7	734.80	2.00	4.00	4.00	7.00
ENSG00000171435.9	5072.80	2.00	3.00	3.00	0.00
ENSG00000171443.6	1260.00	15.00	26.00	14.00	9.00
ENSG00000171444.13	5203.54	62.00	55.00	60.00	91.00
ENSG00000171448.8	4443.00	323.00	283.97	412.00	467.00
ENSG00000171450.4	2500.00	0.00	0.00	3.00	0.00
ENSG00000171451.13	9531.00	13.00	3.00	12.00	15.00
ENSG00000171453.13	1168.55	370.00	361.00	442.00	396.00
ENSG00000171456.12	4235.05	4564.00	4096.00	4805.00	5081.00
ENSG00000171462.10	1292.71	17.00	30.00	42.00	42.00
ENSG00000171466.5	2925.94	503.00	421.00	500.00	622.00
ENSG00000171467.11	7724.33	1491.12	1125.00	1407.12	1605.94
ENSG00000171469.6	2157.84	525.00	453.00	526.00	625.00
ENSG00000171471.5	756.00	3.82	4.19	9.05	4.02
ENSG00000171475.9	6424.79	1052.00	828.00	1013.00	1083.00
ENSG00000171488.10	6775.03	23.00	16.00	40.00	45.00
ENSG00000171490.8	1735.57	4728.00	3869.00	4696.00	5547.00
ENSG00000171492.10	3255.80	716.00	577.00	865.00	1026.00
ENSG00000171495.12	3331.33	0.00	0.00	1.00	0.00
ENSG00000171497.4	1370.76	671.00	509.00	556.00	667.00
ENSG00000171502.10	6437.00	10.00	9.00	16.00	13.00
ENSG00000171503.7	1856.20	225.00	182.00	277.00	333.00
ENSG00000171522.5	1291.60	1.00	0.00	0.00	0.00
ENSG00000171530.9	686.96	1433.00	1080.00	1496.00	1699.00
ENSG00000171533.7	4329.00	0.00	0.00	0.00	1.00
ENSG00000171540.6	3668.00	0.00	0.00	0.00	1.00
ENSG00000171551.7	2322.00	1.00	1.00	1.00	1.00
ENSG00000171552.8	2393.68	4100.00	3540.00	6180.00	6118.00
ENSG00000171557.12	1532.53	26189.00	20757.00	37732.00	45727.00
ENSG00000171560.10	2346.94	33577.14	28363.42	46392.00	54436.00
ENSG00000171564.7	1740.58	12879.00	10756.00	15857.00	17670.00
ENSG00000171566.7	1732.32	753.00	611.00	846.00	1047.00
ENSG00000171570.6	1220.00	10.67	0.00	0.00	0.00
ENSG00000171574.13	2235.80	64.00	76.00	109.00	115.00
ENSG00000171603.12	4230.36	3343.00	3077.00	3724.00	3659.00
ENSG00000171604.7	2171.24	375.00	348.00	357.00	389.00
ENSG00000171606.13	2762.33	335.00	320.00	524.00	569.00
ENSG00000171608.11	5064.36	407.00	374.00	493.00	469.00
ENSG00000171612.6	3854.00	654.71	490.42	721.18	828.56
ENSG00000171617.9	5313.14	4881.00	4251.00	6936.00	7621.00
ENSG00000171621.9	2019.04	96.00	94.00	204.00	203.00
ENSG00000171631.10	1466.28	0.00	0.00	6.00	2.00
ENSG00000171634.12	4546.24	3185.60	2613.95	3201.61	3708.34
ENSG00000171643.9	1017.00	1.00	1.00	3.00	4.00
ENSG00000171649.7	3355.85	109.00	80.00	109.00	114.00
ENSG00000171658.4	1696.65	23.00	11.00	27.00	21.00
ENSG00000171680.16	4565.91	120.00	118.00	211.00	175.00
ENSG00000171681.8	3822.25	219.00	171.00	208.00	252.00
ENSG00000171700.9	1489.00	64.00	52.00	51.00	50.00
ENSG00000171703.12	686.04	204.00	227.00	142.00	128.00
ENSG00000171714.10	4209.42	1.00	1.00	6.00	7.00
ENSG00000171720.5	1630.78	1186.00	1067.00	1096.00	1248.00
ENSG00000171723.11	1971.28	529.63	434.00	505.00	568.00
ENSG00000171724.2	3825.00	1.00	3.00	0.00	1.00
ENSG00000171729.9	1890.40	285.00	259.00	225.00	254.00
ENSG00000171735.14	1013.42	412.00	314.00	353.00	426.00
ENSG00000171747.4	1213.47	1.00	2.00	5.00	5.00
ENSG00000171759.4	1469.22	4771.00	3832.00	4929.00	5240.00
ENSG00000171763.13	1246.10	150.00	154.00	129.00	144.00
ENSG00000171766.11	1138.72	201.00	179.00	98.00	133.00
ENSG00000171786.5	2563.00	1.00	1.00	5.00	4.00
ENSG00000171790.11	4310.00	9.00	11.00	11.00	11.00
ENSG00000171791.10	2641.49	10.00	18.00	10.00	10.00
ENSG00000171792.6	1783.87	556.00	439.00	338.00	357.00
ENSG00000171793.9	1801.16	700.00	597.00	684.00	691.00
ENSG00000171798.13	900.43	0.00	1.00	0.00	3.00
ENSG00000171806.7	1280.79	87.00	48.00	87.00	94.00
ENSG00000171811.8	1269.05	5.00	1.00	1.00	6.00
ENSG00000171812.6	4670.00	14.00	11.00	17.00	16.00
ENSG00000171813.10	2651.00	34.00	34.00	42.00	33.00
ENSG00000171817.12	1914.67	5.00	3.00	20.00	14.00
ENSG00000171823.6	2111.00	17.00	42.00	26.00	23.00
ENSG00000171824.9	2340.90	1235.00	1093.00	1084.00	1123.00
ENSG00000171827.6	1913.16	41.00	32.00	44.00	76.00
ENSG00000171840.7	923.34	13.00	16.00	23.00	21.00
ENSG00000171843.11	2045.18	286.00	235.00	330.00	389.00
ENSG00000171847.6	2342.00	0.00	0.00	0.00	1.00
ENSG00000171848.9	2180.53	3263.00	2547.36	1190.00	1452.00
ENSG00000171853.11	954.05	388.00	367.00	412.00	424.00
ENSG00000171858.13	347.61	3348.00	3532.00	2784.00	2734.00
ENSG00000171861.6	1409.01	143.00	139.00	128.00	149.00
ENSG00000171862.5	2828.45	811.53	643.00	979.62	1241.82
ENSG00000171863.8	797.89	17105.84	13704.00	17426.91	18447.97
ENSG00000171865.5	1933.33	384.00	316.00	305.00	343.00
ENSG00000171867.12	2566.12	2390.00	2078.00	1674.00	1939.00
ENSG00000171873.6	2677.00	2.00	2.00	12.00	11.00
ENSG00000171877.15	3839.49	115.00	97.00	86.00	133.00
ENSG00000171885.9	3805.55	12.00	4.00	20.00	32.00
ENSG00000171903.12	2932.04	218.00	211.00	449.00	409.00
ENSG00000171914.10	11271.47	494.04	450.00	318.00	347.00
ENSG00000171928.9	1773.14	626.48	486.21	708.35	901.61
ENSG00000171931.8	1846.19	14.70	11.72	12.41	8.17
ENSG00000171940.9	4904.21	2132.00	1839.00	1911.00	2300.00
ENSG00000171943.7	949.49	148.28	125.78	172.96	162.64
ENSG00000171951.4	1236.33	1.00	0.00	3.00	0.00
ENSG00000171953.11	913.86	157.00	138.00	134.00	113.00
ENSG00000171954.8	2543.00	0.00	0.00	2.00	0.00
ENSG00000171960.6	764.79	302.00	244.00	186.00	210.00
ENSG00000171962.13	3263.11	9.00	9.00	11.00	13.00
ENSG00000171970.8	1850.06	192.00	160.66	174.00	156.00
ENSG00000171984.10	910.11	77.00	71.00	81.00	84.00
ENSG00000171988.13	4700.04	1877.00	1581.00	2238.00	2778.00
ENSG00000171992.8	5745.40	51.00	32.00	216.00	201.00
ENSG00000172000.3	1635.38	203.00	173.00	169.00	232.00
ENSG00000172006.7	2723.01	84.00	56.00	85.00	82.00
ENSG00000172007.5	4562.00	196.00	168.00	337.00	384.00
ENSG00000172009.10	1556.34	558.00	624.00	473.00	360.00
ENSG00000172014.11	3823.25	0.00	0.00	0.00	3.18
ENSG00000172020.8	1691.00	1.00	0.00	0.00	1.00
ENSG00000172031.6	1437.00	0.00	0.00	3.00	2.00
ENSG00000172037.9	1827.61	3074.00	3356.00	3828.00	3108.00
ENSG00000172046.14	3059.02	687.00	626.00	561.00	478.00
ENSG00000172053.10	1523.01	4042.00	3759.00	3277.00	3176.00
ENSG00000172057.5	2007.70	3096.00	2753.00	4573.00	4514.00
ENSG00000172058.11	738.15	6.55	0.72	8.00	7.98
ENSG00000172059.6	3896.93	249.00	215.00	431.00	465.00
ENSG00000172061.7	4982.00	0.00	1.00	2.00	0.00
ENSG00000172062.12	1456.68	779.62	637.78	601.09	618.75
ENSG00000172071.7	3931.92	862.00	626.00	902.00	1069.00
ENSG00000172073.3	795.00	0.00	1.00	0.00	1.00
ENSG00000172081.9	3391.00	373.00	379.00	339.00	295.00
ENSG00000172086.7	1753.00	194.00	155.00	297.00	324.00
ENSG00000172113.4	1179.59	184.00	162.00	165.00	198.00
ENSG00000172115.4	1744.82	1457.00	1038.00	1380.00	1729.00
ENSG00000172116.17	1417.00	1.00	1.00	0.00	2.00
ENSG00000172123.8	1412.12	1.00	0.00	0.00	0.00
ENSG00000172137.14	704.00	3.00	4.00	4.00	3.00
ENSG00000172159.11	4555.29	253.00	199.00	344.00	455.00
ENSG00000172164.9	4906.77	3336.00	2845.00	5155.00	6176.00
ENSG00000172167.3	2689.13	166.00	132.00	96.00	111.00
ENSG00000172171.6	934.60	108.00	88.00	123.00	137.00
ENSG00000172172.3	1086.05	706.00	497.00	679.00	846.00
ENSG00000172175.8	4447.89	1685.17	1331.00	1342.00	1760.00
ENSG00000172183.10	999.78	69.00	63.00	64.00	57.00
ENSG00000172197.9	3219.00	1.00	1.00	0.00	1.00
ENSG00000172201.6	2344.00	4.00	7.00	6.00	8.00
ENSG00000172216.4	1837.00	195.00	215.00	275.00	284.00
ENSG00000172232.5	1713.00	0.00	0.00	0.00	1.00
ENSG00000172236.12	1064.75	1.00	0.00	0.00	0.00
ENSG00000172239.9	1482.75	1262.04	953.80	1241.14	1658.00
ENSG00000172244.4	2507.00	56.00	52.00	52.00	45.00
ENSG00000172247.3	530.00	0.00	1.00	1.00	1.00
ENSG00000172250.10	1084.50	0.00	0.76	0.00	0.00
ENSG00000172260.9	3443.50	0.00	0.00	0.00	0.00
ENSG00000172262.7	1762.89	417.00	254.00	408.00	466.00
ENSG00000172264.12	2502.96	9.00	10.00	8.00	14.00
ENSG00000172269.12	1847.66	735.00	599.00	508.00	590.00
ENSG00000172270.14	1501.22	6132.00	6765.00	6615.00	5540.00
ENSG00000172273.8	1781.76	253.00	228.00	257.00	277.00
ENSG00000172292.10	6965.93	1553.00	1118.00	1961.00	2457.00
ENSG00000172296.8	2494.52	1049.00	813.00	1062.00	1251.00
ENSG00000172301.6	968.00	291.00	256.00	223.00	243.00
ENSG00000172315.5	3234.11	402.00	338.00	478.00	505.00
ENSG00000172318.4	2691.20	6.00	3.00	10.00	4.00
ENSG00000172331.7	1753.00	117.00	65.00	94.00	85.00
ENSG00000172332.8	1283.50	0.00	0.00	0.00	0.00
ENSG00000172336.4	927.00	281.00	302.00	198.00	155.00
ENSG00000172339.9	9367.00	142.00	132.00	151.00	159.00
ENSG00000172340.10	2336.91	1113.98	869.97	1093.00	1430.96
ENSG00000172345.9	2034.49	41.00	46.00	29.00	36.00
ENSG00000172346.10	2777.00	14.00	14.00	30.00	16.00
ENSG00000172348.10	1785.13	0.00	1.00	1.00	3.00
ENSG00000172349.12	2776.86	1.00	0.00	0.00	0.00
ENSG00000172350.5	2064.13	0.00	1.00	0.00	2.00
ENSG00000172354.5	1172.18	607.00	667.00	516.00	464.00
ENSG00000172361.5	1851.00	2.00	3.00	1.00	4.00
ENSG00000172362.2	1054.00	0.00	1.00	0.00	1.00
ENSG00000172366.15	1305.20	54.00	71.00	54.00	38.00
ENSG00000172367.11	772.12	4.00	5.00	7.00	7.00
ENSG00000172375.8	2735.81	96.00	75.00	142.00	137.00
ENSG00000172379.14	5158.05	76.00	72.00	105.00	133.00
ENSG00000172380.5	4404.00	9.00	10.00	16.00	27.00
ENSG00000172382.5	1467.32	4.00	4.00	6.00	5.00
ENSG00000172399.5	2597.00	0.00	0.00	0.00	1.00
ENSG00000172403.6	5234.40	0.00	0.00	0.00	0.00
ENSG00000172409.5	1713.82	215.00	160.00	226.00	218.00
ENSG00000172425.6	969.50	0.00	1.00	0.00	0.00
ENSG00000172428.6	421.24	166.00	156.00	123.00	137.00
ENSG00000172432.14	1880.11	852.00	781.00	978.00	914.00
ENSG00000172456.12	1324.53	172.00	176.00	106.00	113.00
ENSG00000172458.4	1693.64	11.00	18.00	21.00	19.00
ENSG00000172460.10	1986.39	2.00	1.00	3.00	5.00
ENSG00000172461.6	12783.00	5.00	2.00	7.00	7.00
ENSG00000172465.9	1126.55	150.00	98.00	108.00	119.00
ENSG00000172466.11	6249.90	1577.00	1215.00	1862.00	2221.00
ENSG00000172469.10	4432.17	396.00	316.00	471.00	567.00
ENSG00000172476.3	3126.00	2.00	0.00	1.15	2.00
ENSG00000172478.13	1943.31	42.00	45.00	37.00	29.00
ENSG00000172482.4	1738.35	610.00	778.00	701.00	521.00
ENSG00000172493.16	9134.55	1766.00	1545.00	2237.00	2626.00
ENSG00000172497.4	1032.50	1.00	0.00	0.00	0.00
ENSG00000172500.8	1133.91	352.00	347.00	365.00	356.00
ENSG00000172508.6	2641.56	0.00	0.00	3.00	0.00
ENSG00000172530.15	1185.91	123.93	152.00	133.79	115.96
ENSG00000172531.10	1428.59	1330.00	1273.00	1187.00	1152.00
ENSG00000172534.9	6404.95	1284.00	1379.00	972.00	730.00
ENSG00000172572.6	6979.83	63.00	61.00	63.00	84.00
ENSG00000172575.7	1872.85	0.00	0.00	0.00	0.00
ENSG00000172578.7	4680.50	0.00	0.00	1.00	0.00
ENSG00000172586.7	877.15	243.00	201.00	229.00	272.00
ENSG00000172590.14	550.73	518.00	536.00	549.00	565.00
ENSG00000172594.8	1710.75	279.00	241.00	420.00	580.00
ENSG00000172602.5	1625.22	24.00	21.00	59.00	54.00
ENSG00000172613.3	1456.66	142.00	121.00	118.00	110.00
ENSG00000172638.8	1506.25	217.00	235.00	240.00	218.00
ENSG00000172650.8	2290.57	97.09	83.74	118.04	134.75
ENSG00000172653.7	1560.25	1.00	0.00	1.00	0.00
ENSG00000172660.7	1790.60	2427.00	1966.00	2032.00	2119.00
ENSG00000172661.13	3289.22	555.88	478.64	571.73	698.30
ENSG00000172663.4	961.11	91.00	122.00	99.00	89.00
ENSG00000172667.6	8439.70	1005.00	782.00	914.00	1003.00
ENSG00000172671.15	2393.50	90.00	67.00	97.00	104.03
ENSG00000172687.9	1120.96	46.00	28.00	44.00	27.00
ENSG00000172717.11	1754.00	0.00	0.00	1.00	1.00
ENSG00000172725.9	1116.63	221.00	244.00	165.00	129.00
ENSG00000172728.11	2800.21	261.00	218.00	246.00	289.00
ENSG00000172731.9	2894.38	949.00	793.00	797.00	768.00
ENSG00000172732.7	1232.80	180.00	183.00	172.00	165.00
ENSG00000172733.10	2875.00	3.00	5.00	10.00	7.00
ENSG00000172738.7	1254.43	15.00	16.00	29.00	22.00
ENSG00000172748.8	1982.97	15.00	13.71	20.00	33.00
ENSG00000172757.8	1009.96	4722.00	4016.00	4918.00	4393.00
ENSG00000172765.12	692.54	2480.00	2215.00	2451.00	2978.00
ENSG00000172766.14	3269.89	305.00	265.00	297.00	326.00
ENSG00000172771.7	2462.18	69.00	75.00	114.00	118.00
ENSG00000172775.12	961.75	1134.00	989.00	1009.00	1100.00
ENSG00000172780.12	3872.95	222.13	289.25	500.17	144.73
ENSG00000172782.7	1564.47	3.00	5.00	11.00	8.00
ENSG00000172785.14	1446.23	716.70	651.75	775.43	967.05
ENSG00000172794.15	2011.89	56.00	59.00	141.00	149.00
ENSG00000172795.11	5955.10	1054.00	777.00	1051.00	1455.00
ENSG00000172803.13	1478.90	15.00	18.00	10.00	16.00
ENSG00000172809.8	394.93	5359.00	4778.00	4940.00	4925.00
ENSG00000172817.3	1919.12	2.00	4.00	5.00	9.00
ENSG00000172818.5	1788.67	1.00	1.00	3.00	0.00
ENSG00000172819.12	2513.04	52.00	46.00	69.00	58.00
ENSG00000172824.10	1598.42	1.00	1.00	4.00	2.00
ENSG00000172828.8	2477.15	223.00	243.00	178.00	180.00
ENSG00000172830.8	2344.61	244.00	233.00	255.00	225.00
ENSG00000172831.7	3131.41	1419.00	1264.00	1376.00	1421.00
ENSG00000172840.2	3354.32	303.00	260.00	399.00	380.00
ENSG00000172845.9	3940.37	1937.00	1603.00	1988.00	2613.00
ENSG00000172869.10	5415.35	629.00	518.00	875.00	1031.00
ENSG00000172878.9	1544.91	326.00	300.00	348.00	386.00
ENSG00000172888.7	4396.10	547.00	476.00	700.00	741.00
ENSG00000172889.11	1078.95	3.00	7.00	15.00	11.00
ENSG00000172890.7	1762.00	1007.00	1015.00	1098.00	986.00
ENSG00000172893.11	1512.62	2870.00	2816.00	3143.00	3051.00
ENSG00000172901.15	2397.80	4.00	4.00	3.00	5.00
ENSG00000172915.14	9212.53	234.00	204.00	250.00	327.00
ENSG00000172922.4	1773.10	156.00	147.00	136.00	107.00
ENSG00000172927.3	2287.00	10.00	2.00	6.00	11.00
ENSG00000172932.10	1714.61	179.00	201.00	221.00	201.00
ENSG00000172936.8	2846.12	655.00	619.00	922.00	833.00
ENSG00000172939.4	4320.51	1481.00	1211.00	1167.00	1463.00
ENSG00000172940.7	2555.00	2.00	4.00	1.00	1.00
ENSG00000172943.14	5338.52	1123.00	1100.00	1151.00	1278.00
ENSG00000172954.9	4738.00	603.00	456.00	651.00	772.00
ENSG00000172955.13	2307.06	1601.00	1315.00	1428.00	1578.00
ENSG00000172965.10	628.03	279.23	243.31	292.55	338.32
ENSG00000172974.10	1074.72	30.92	15.67	22.28	40.31
ENSG00000172977.8	1603.40	412.00	371.00	366.00	361.00
ENSG00000172985.8	3128.00	4.00	1.00	2.00	4.00
ENSG00000172986.8	3092.37	105.00	87.00	125.00	135.00
ENSG00000172987.8	1927.00	0.00	0.00	0.00	0.00
ENSG00000172992.7	1755.39	358.00	335.00	237.00	231.00
ENSG00000173011.11	2917.13	223.00	182.00	275.00	217.00
ENSG00000173013.4	2150.00	3.00	4.00	4.00	0.00
ENSG00000173020.6	1974.42	630.00	653.00	544.00	470.00
ENSG00000173039.14	2050.66	715.00	724.00	872.00	736.00
ENSG00000173041.7	2585.93	139.00	114.00	201.00	232.00
ENSG00000173064.6	6932.66	1094.00	1098.00	1323.00	1331.00
ENSG00000173065.9	3286.47	432.00	442.00	537.00	584.00
ENSG00000173080.4	1146.00	2.00	5.00	1.00	4.00
ENSG00000173083.10	2866.00	1.00	0.00	0.00	2.00
ENSG00000173085.9	1626.17	166.00	103.00	125.00	165.00
ENSG00000173088.8	843.50	0.00	0.00	0.00	0.00
ENSG00000173110.6	2646.00	0.00	0.00	0.00	0.00
ENSG00000173113.2	730.63	830.00	691.00	601.00	548.99
ENSG00000173120.10	4934.73	1390.00	1174.00	1376.00	1513.00
ENSG00000173137.7	1115.08	51.00	64.00	48.00	32.00
ENSG00000173141.4	2246.00	191.00	197.00	135.00	146.00
ENSG00000173145.7	3081.59	391.00	331.00	420.00	527.00
ENSG00000173153.9	2031.57	141.00	169.00	187.00	147.00
ENSG00000173156.2	1129.00	1.00	4.00	2.00	7.00
ENSG00000173157.12	4067.25	0.00	0.00	0.00	0.00
ENSG00000173163.6	856.31	205.03	181.00	206.58	240.98
ENSG00000173166.13	8143.97	651.00	548.00	736.00	853.00
ENSG00000173171.10	1228.61	336.00	359.00	424.00	381.00
ENSG00000173175.10	1936.70	0.00	0.00	1.00	0.00
ENSG00000173193.9	7830.24	631.00	517.00	940.00	1074.00
ENSG00000173200.8	1995.00	2.00	1.00	0.00	0.00
ENSG00000173207.8	785.82	1010.23	840.22	360.00	454.08
ENSG00000173209.18	2433.55	2564.00	2279.00	2403.00	2675.00
ENSG00000173210.15	3372.50	391.00	363.00	991.00	921.00
ENSG00000173212.4	3229.00	46.00	55.00	114.00	128.00
ENSG00000173213.7	1372.80	65.88	66.89	24.86	31.35
ENSG00000173214.5	5958.00	186.00	196.00	321.00	353.00
ENSG00000173218.10	5599.76	341.00	258.00	361.00	356.00
ENSG00000173221.9	879.82	1000.00	861.00	1790.00	2251.00
ENSG00000173226.12	2095.07	547.00	459.00	481.00	555.00
ENSG00000173227.9	5170.96	1.00	2.00	4.00	2.00
ENSG00000173230.11	10235.41	3231.00	2593.00	3915.00	4501.00
ENSG00000173237.4	1187.00	0.00	0.00	3.00	2.00
ENSG00000173253.10	2081.67	0.00	0.00	0.00	0.00
ENSG00000173258.8	1895.85	45.00	34.00	46.00	61.00
ENSG00000173261.4	638.00	3.00	0.00	0.00	2.00
ENSG00000173262.7	3158.61	659.96	577.54	519.20	691.76
ENSG00000173264.9	1452.30	114.00	134.00	99.00	64.00
ENSG00000173267.9	775.32	5.00	5.00	19.00	16.00
ENSG00000173269.9	4375.00	2.00	0.00	7.00	6.00
ENSG00000173272.9	733.17	163.54	247.36	151.38	97.58
ENSG00000173273.11	8897.09	1499.00	1350.00	1249.00	1565.00
ENSG00000173275.8	2906.64	108.00	100.00	164.00	186.00
ENSG00000173276.9	5571.48	230.00	185.00	200.00	217.00
ENSG00000173281.4	5548.00	6.00	3.00	12.00	21.00
ENSG00000173295.3	1830.73	146.00	152.00	197.00	207.00
ENSG00000173320.5	10458.00	6.00	4.00	4.00	10.00
ENSG00000173327.3	2080.75	577.00	604.00	584.00	495.00
ENSG00000173334.3	3204.72	1061.00	957.00	2614.00	3012.00
ENSG00000173338.8	1052.83	0.00	0.00	0.00	0.00
ENSG00000173349.4	2789.00	262.00	228.00	263.00	290.00
ENSG00000173366.11	570.00	0.00	1.15	0.00	1.00
ENSG00000173402.7	5302.44	3462.00	3000.00	2954.00	2743.00
ENSG00000173406.11	4834.91	2.00	2.00	4.00	4.00
ENSG00000173409.9	1264.21	138.00	88.00	112.00	142.00
ENSG00000173418.7	1184.39	738.00	688.00	831.00	924.00
ENSG00000173436.9	659.09	203.13	167.00	143.00	173.00
ENSG00000173442.7	3122.29	723.00	651.00	967.00	931.00
ENSG00000173451.2	1731.00	125.00	89.00	122.00	123.00
ENSG00000173456.4	2787.00	895.00	837.00	655.00	545.00
ENSG00000173457.6	910.00	479.99	443.28	216.51	200.34
ENSG00000173465.3	724.50	53.79	78.84	46.88	43.71
ENSG00000173473.6	5223.68	2904.00	2246.00	2335.00	2872.00
ENSG00000173480.6	2993.37	132.41	131.47	163.55	194.23
ENSG00000173482.12	3540.03	1582.00	1373.00	1736.00	2103.00
ENSG00000173486.8	681.53	247.00	273.00	127.00	128.00
ENSG00000173511.5	757.82	206.00	213.00	210.00	164.00
ENSG00000173517.6	8001.03	876.00	723.00	843.00	964.00
ENSG00000173530.5	3538.00	1050.00	956.00	1664.00	2008.00
ENSG00000173531.11	1500.72	1999.04	2271.43	1974.09	1725.95
ENSG00000173535.9	993.93	102.00	88.00	91.00	66.00
ENSG00000173540.8	2661.74	123.38	153.28	85.54	81.48
ENSG00000173542.4	6314.05	501.00	356.00	664.00	791.00
ENSG00000173545.4	1699.00	286.00	240.00	313.00	295.00
ENSG00000173546.7	8290.00	3.00	1.00	10.00	13.00
ENSG00000173548.8	6142.33	906.00	891.00	1076.00	1089.00
ENSG00000173559.8	2974.61	447.00	407.00	799.00	899.00
ENSG00000173566.9	1570.59	44.00	53.00	39.00	38.00
ENSG00000173567.10	3545.81	33.00	33.00	43.00	39.00
ENSG00000173575.14	7681.55	2950.25	2507.00	3056.43	3521.32
ENSG00000173581.3	1082.26	89.00	90.00	101.00	80.00
ENSG00000173588.10	1852.52	170.00	149.00	162.00	197.00
ENSG00000173597.4	7115.00	2.00	1.00	21.00	23.00
ENSG00000173598.9	3914.27	2658.42	1986.94	1945.85	2285.90
ENSG00000173599.9	2560.22	825.00	962.00	998.00	818.00
ENSG00000173610.7	1425.50	0.00	1.00	1.00	0.00
ENSG00000173611.13	7055.28	304.32	285.10	301.76	366.00
ENSG00000173614.9	2901.43	203.00	163.00	207.00	234.00
ENSG00000173621.8	2258.97	6.00	17.00	6.00	3.00
ENSG00000173638.14	2967.74	310.00	334.00	193.00	154.00
ENSG00000173641.13	1483.28	2.00	6.00	7.00	4.00
ENSG00000173653.3	1296.49	155.00	160.00	115.00	130.00
ENSG00000173660.7	607.76	1892.01	1688.45	1802.00	1860.48
ENSG00000173662.15	2172.38	17.00	18.00	22.00	10.00
ENSG00000173674.6	3136.08	1548.05	1238.67	1606.42	2002.05
ENSG00000173681.12	4781.56	164.00	151.00	149.00	239.00
ENSG00000173692.8	3092.92	2664.00	1881.00	2160.00	2390.00
ENSG00000173702.3	2876.00	55.00	46.00	89.00	98.00
ENSG00000173706.8	6265.64	1208.00	998.00	1134.00	1254.00
ENSG00000173714.7	3588.00	0.00	1.00	0.00	1.00
ENSG00000173715.11	1589.45	162.00	130.00	198.00	218.00
ENSG00000173726.6	3354.73	6212.00	5307.00	5805.56	7474.98
ENSG00000173727.7	693.00	4.00	7.00	5.00	10.00
ENSG00000173744.13	2610.07	1913.00	1570.00	1771.00	2141.00
ENSG00000173757.5	3170.49	1133.70	1073.99	1282.13	1338.62
ENSG00000173762.3	1028.00	313.00	451.00	347.00	225.00
ENSG00000173786.12	2579.48	2363.00	1977.00	1745.00	1647.00
ENSG00000173801.12	3136.22	874.00	987.00	882.00	721.00
ENSG00000173805.11	3921.05	7.00	6.00	4.00	5.00
ENSG00000173809.11	2110.71	3.00	1.00	6.00	3.00
ENSG00000173811.6	1180.89	10.00	5.00	6.00	11.00
ENSG00000173812.6	1004.97	3711.00	3549.00	5022.00	5791.00
ENSG00000173818.12	1496.96	127.00	128.00	98.00	125.00
ENSG00000173821.15	5087.61	3044.00	2605.00	4203.00	4002.00
ENSG00000173825.6	2012.00	13.00	10.00	9.00	8.00
ENSG00000173826.10	2951.83	3.00	1.00	4.00	0.00
ENSG00000173846.8	1676.38	81.00	76.00	134.00	109.00
ENSG00000173848.14	3216.64	1761.00	1487.00	1495.00	1791.00
ENSG00000173852.9	4284.26	685.00	557.95	664.96	874.91
ENSG00000173862.3	1058.00	0.00	0.00	2.00	1.00
ENSG00000173867.8	671.00	1.00	3.00	32.02	2.00
ENSG00000173868.7	733.00	0.00	0.00	0.00	1.00
ENSG00000173875.9	3729.56	378.00	305.00	377.00	520.00
ENSG00000173876.9	1350.20	0.00	0.00	0.00	0.00
ENSG00000173889.11	8649.32	946.98	804.00	1083.00	1280.00
ENSG00000173890.12	1691.51	311.90	237.00	432.00	519.00
ENSG00000173894.6	4224.12	1139.00	1234.00	982.00	788.00
ENSG00000173898.7	2484.07	98.00	117.00	134.00	98.00
ENSG00000173905.4	3727.16	1195.00	880.00	1488.00	1587.00
ENSG00000173914.7	1437.30	365.54	287.82	321.71	325.82
ENSG00000173915.8	386.65	465.00	339.00	558.60	729.00
ENSG00000173918.10	1273.01	18.00	11.00	21.00	19.00
ENSG00000173926.5	1166.22	53.00	46.00	46.00	49.00
ENSG00000173928.2	1684.00	26.00	36.00	26.00	14.00
ENSG00000173930.8	5334.00	289.00	263.00	537.00	658.00
ENSG00000173933.15	1087.23	1106.07	1118.61	1083.97	1040.40
ENSG00000173947.9	1210.50	9.00	3.00	8.00	6.00
ENSG00000173950.11	2228.74	363.00	338.00	426.00	421.00
ENSG00000173960.8	3304.04	459.00	346.00	474.00	570.00
ENSG00000173991.5	2123.00	12.00	11.00	13.00	9.00
ENSG00000173992.4	987.94	236.00	275.00	323.00	266.00
ENSG00000174004.5	1575.00	1.00	0.00	0.00	0.00
ENSG00000174007.7	2201.00	12.00	11.00	14.00	18.00
ENSG00000174010.9	6272.00	128.00	125.00	151.00	181.00
ENSG00000174013.7	4245.25	331.00	247.00	133.00	178.00
ENSG00000174015.5	1335.33	1.00	1.00	0.00	0.00
ENSG00000174021.6	742.91	1067.00	1014.00	964.00	979.00
