symbol	length	Control_D0	Control_D1	AKAP8L_D0	AKAP8L_D1
ENSG00000155090.10	3115.69	1277.00	1271.00	1420.00	1452.00
ENSG00000155093.13	4668.75	1719.00	1871.00	1381.00	1365.00
ENSG00000155096.9	3571.84	2144.00	2033.00	1879.00	1636.00
ENSG00000155097.7	3338.32	1313.00	1224.00	1989.00	1765.00
ENSG00000155099.3	1421.67	72.00	63.00	78.00	72.00
ENSG00000155100.6	2783.47	224.00	213.00	227.00	189.00
ENSG00000155111.10	3548.91	1035.00	1029.00	730.00	706.00
ENSG00000155115.6	926.87	872.00	869.00	1499.00	1349.00
ENSG00000155130.5	4273.00	3080.00	3044.00	3521.00	3153.00
ENSG00000155158.16	5172.37	837.00	702.00	553.00	466.00
ENSG00000155189.7	3424.96	1305.00	1240.00	1441.00	1408.00
ENSG00000155229.16	2394.70	1644.00	1685.00	1834.00	1863.00
ENSG00000155252.12	4149.75	488.64	522.26	739.78	672.89
ENSG00000155254.8	1327.00	0.00	1.00	0.00	0.00
ENSG00000155256.13	2384.20	505.00	439.00	655.00	623.00
ENSG00000155265.6	2894.00	0.00	1.00	3.00	1.00
ENSG00000155269.7	1914.57	3.61	0.74	4.56	0.00
ENSG00000155275.14	2149.02	124.00	145.00	167.00	186.00
ENSG00000155287.6	991.68	222.00	205.00	264.00	270.00
ENSG00000155304.4	3010.94	1037.00	996.00	990.00	948.00
ENSG00000155307.13	1334.00	2.00	0.00	0.00	0.00
ENSG00000155313.11	4191.91	708.00	679.00	913.00	890.00
ENSG00000155324.5	1858.45	257.00	208.00	402.00	412.00
ENSG00000155329.7	1136.93	294.00	260.00	458.00	346.00
ENSG00000155330.5	2033.49	312.00	307.00	538.00	458.00
ENSG00000155363.14	1799.76	1906.00	2033.00	2560.00	2627.00
ENSG00000155366.12	1139.45	1012.00	1010.00	2555.00	2461.00
ENSG00000155367.11	1549.37	4.00	5.00	14.00	10.00
ENSG00000155368.12	627.51	4891.00	5123.00	3131.00	3063.00
ENSG00000155380.7	3837.05	4838.00	4605.00	3880.00	3766.00
ENSG00000155393.8	2875.49	837.00	811.00	982.00	909.00
ENSG00000155428.8	1306.05	26.39	19.54	60.74	74.08
ENSG00000155438.7	1344.15	591.00	552.00	667.00	556.00
ENSG00000155463.8	1544.10	3925.00	4373.00	4760.00	4860.00
ENSG00000155465.14	1260.21	7.00	5.00	30.00	21.00
ENSG00000155506.12	5367.38	5349.00	5495.00	6225.00	5964.00
ENSG00000155508.9	2170.75	1916.00	1899.00	1173.00	1067.00
ENSG00000155530.2	3163.00	6.00	5.00	9.00	5.00
ENSG00000155542.7	1035.90	40.00	58.00	95.00	78.00
ENSG00000155545.15	4455.76	644.00	620.00	724.00	626.00
ENSG00000155561.10	4570.15	1954.00	1726.00	1698.00	1544.00
ENSG00000155592.11	7085.58	571.00	607.00	804.00	710.00
ENSG00000155621.10	1400.84	206.00	183.00	173.00	144.00
ENSG00000155629.10	4543.36	292.00	238.00	230.00	184.00
ENSG00000155636.10	1519.26	148.00	115.00	141.00	116.00
ENSG00000155640.5	4542.00	224.00	187.00	186.00	179.00
ENSG00000155657.19	82029.00	0.00	1.00	7.00	2.00
ENSG00000155660.6	2876.24	11950.00	12162.00	8602.00	8327.00
ENSG00000155666.7	1875.52	97.00	112.00	113.00	156.00
ENSG00000155719.12	2681.82	1.00	0.00	1.00	3.80
ENSG00000155729.8	2553.35	149.00	157.00	202.00	187.00
ENSG00000155744.5	6957.68	582.00	523.00	678.00	552.00
ENSG00000155749.8	908.18	2.00	2.00	2.00	4.00
ENSG00000155755.14	1938.15	473.00	443.00	385.00	405.00
ENSG00000155760.1	3851.00	30.00	29.00	51.00	62.00
ENSG00000155792.5	2569.00	19.00	28.00	49.00	50.00
ENSG00000155816.15	6434.00	0.00	0.00	0.00	1.00
ENSG00000155827.7	3568.71	1028.00	1104.00	1239.00	1086.00
ENSG00000155846.12	8390.97	33.00	28.00	70.00	49.00
ENSG00000155849.11	992.66	3.00	3.00	3.00	3.00
ENSG00000155850.7	8080.00	362.00	350.00	207.00	199.00
ENSG00000155858.5	6584.00	403.00	377.00	319.00	288.00
ENSG00000155868.7	1866.61	222.00	208.00	243.00	205.00
ENSG00000155875.9	1531.75	1.00	0.00	0.00	0.00
ENSG00000155876.4	1648.00	1353.00	1426.00	2046.00	1963.00
ENSG00000155886.7	6459.50	1.00	0.00	1.00	0.00
ENSG00000155893.7	2738.84	214.00	187.00	166.00	168.00
ENSG00000155903.7	5340.05	407.00	330.00	344.00	346.00
ENSG00000155906.12	1797.28	819.00	816.00	806.00	826.00
ENSG00000155957.12	870.72	319.00	326.00	537.00	460.00
ENSG00000155959.6	1684.72	601.00	568.00	629.00	529.00
ENSG00000155961.4	3505.00	2.00	1.00	0.00	0.00
ENSG00000155962.8	2655.00	5.00	7.00	8.00	1.00
ENSG00000155966.9	7319.00	2.00	2.00	2.00	1.00
ENSG00000155970.7	1838.76	115.00	115.00	150.00	116.00
ENSG00000155974.7	2956.71	5.00	2.00	13.00	15.00
ENSG00000155975.5	1674.24	844.00	845.00	880.00	767.00
ENSG00000155980.7	4899.59	383.00	400.00	360.00	372.00
ENSG00000155984.10	1869.61	188.00	182.99	254.56	248.51
ENSG00000156006.4	1070.79	1.00	1.00	1.00	6.00
ENSG00000156009.5	1778.00	2.00	1.00	0.00	3.00
ENSG00000156011.12	11419.07	814.00	717.00	952.00	808.00
ENSG00000156017.8	3774.60	580.00	549.00	765.00	615.00
ENSG00000156026.10	2596.58	477.00	476.00	701.00	608.00
ENSG00000156030.8	4975.01	621.00	640.00	707.00	713.00
ENSG00000156042.13	4831.66	31.00	24.00	25.00	14.00
ENSG00000156049.6	2482.00	0.00	0.00	1.00	1.00
ENSG00000156050.4	3852.09	77.00	78.00	86.00	82.96
ENSG00000156052.6	5867.99	1076.00	918.00	1080.00	937.00
ENSG00000156096.8	2080.75	158.00	148.00	409.00	357.00
ENSG00000156097.8	2143.54	0.00	0.00	4.00	8.00
ENSG00000156103.11	9446.01	3.00	0.00	13.00	7.00
ENSG00000156110.9	1435.22	721.00	731.00	657.00	659.00
ENSG00000156113.16	3309.00	0.00	0.00	0.00	0.00
ENSG00000156127.6	980.00	9.00	2.00	50.00	27.00
ENSG00000156136.5	2710.42	490.00	529.00	488.00	422.00
ENSG00000156162.12	3908.11	700.00	641.00	852.00	758.00
ENSG00000156170.8	986.79	175.00	133.00	176.00	185.00
ENSG00000156171.10	1150.52	474.00	487.00	608.00	589.00
ENSG00000156172.5	3334.00	100.00	98.00	87.00	78.00
ENSG00000156194.13	1566.33	0.00	0.00	1.00	0.00
ENSG00000156218.8	1555.08	1.00	6.00	8.00	4.00
ENSG00000156222.7	1910.79	121.00	135.00	196.00	214.00
ENSG00000156232.6	3656.90	217.00	202.00	281.00	268.00
ENSG00000156239.7	3668.06	230.00	224.00	263.00	241.00
ENSG00000156253.2	1789.16	254.00	242.00	420.00	392.00
ENSG00000156256.10	2943.37	876.00	811.00	990.00	951.00
ENSG00000156261.8	1947.06	3649.07	3601.03	3615.06	3370.04
ENSG00000156265.11	1370.75	2.00	0.00	3.00	0.00
ENSG00000156273.11	4311.36	980.00	946.50	1192.00	1057.50
ENSG00000156298.8	1909.00	1054.00	1090.28	1274.00	1319.00
ENSG00000156299.8	7200.00	2.00	12.00	8.00	5.00
ENSG00000156304.10	3882.71	1185.00	1164.00	1450.00	1390.00
ENSG00000156313.8	2989.34	311.00	314.00	291.00	299.00
ENSG00000156374.10	2204.84	216.00	219.00	163.00	149.00
ENSG00000156381.4	1505.33	229.00	238.00	232.00	232.00
ENSG00000156384.10	1460.00	68.00	80.00	83.00	80.00
ENSG00000156395.8	2579.00	0.00	0.00	0.00	0.00
ENSG00000156398.8	2099.21	233.00	230.00	242.00	242.00
ENSG00000156411.5	654.61	676.00	716.00	774.00	716.00
ENSG00000156413.9	2141.39	781.23	843.15	963.86	921.39
ENSG00000156427.7	1986.00	1.00	0.00	0.00	1.00
ENSG00000156453.9	3283.54	27.00	27.00	122.00	113.00
ENSG00000156463.13	2475.66	93.00	88.00	199.00	192.00
ENSG00000156467.5	762.10	1930.00	2066.00	2304.00	2299.00
ENSG00000156469.4	1391.38	215.00	213.00	225.00	202.00
ENSG00000156471.8	1741.81	1301.00	1391.00	1327.00	1309.00
ENSG00000156475.14	1390.52	0.00	0.00	1.00	0.00
ENSG00000156482.6	541.22	6410.00	7045.00	6647.00	6393.00
ENSG00000156500.10	1930.98	45.00	43.01	56.00	49.00
ENSG00000156502.9	1659.08	514.00	524.00	659.00	565.00
ENSG00000156504.12	2352.00	465.00	405.00	436.00	377.00
ENSG00000156508.13	2105.69	215658.22	235603.03	173286.89	176759.74
ENSG00000156509.9	2809.36	162.00	145.00	101.00	111.00
ENSG00000156510.11	3096.08	314.00	304.00	481.00	419.00
ENSG00000156515.17	3605.00	168.00	191.00	179.00	181.00
ENSG00000156521.9	3482.64	194.00	222.00	376.00	351.00
ENSG00000156531.12	4080.41	564.00	531.00	650.00	571.00
ENSG00000156535.9	9150.74	420.00	365.00	823.00	632.00
ENSG00000156587.11	1342.88	432.00	435.00	731.00	735.00
ENSG00000156599.6	4540.66	1398.00	1448.00	1691.00	1597.00
ENSG00000156603.10	1100.18	95.00	96.00	161.00	125.00
ENSG00000156639.7	2190.28	1586.00	1650.00	2434.00	2386.00
ENSG00000156642.12	1424.69	1696.00	1660.00	2608.00	2281.00
ENSG00000156650.8	7735.05	804.00	882.00	987.00	957.00
ENSG00000156671.8	5804.25	658.00	588.00	637.00	595.00
ENSG00000156675.11	5640.60	869.00	868.00	884.00	746.00
ENSG00000156697.8	2462.79	253.59	289.23	337.35	268.75
ENSG00000156709.9	2170.68	1186.00	1180.00	1737.00	1643.00
ENSG00000156711.12	1674.86	795.00	917.00	1310.00	1316.00
ENSG00000156735.6	4118.57	680.00	629.00	547.00	551.00
ENSG00000156750.7	2351.00	81.81	66.40	88.86	119.95
ENSG00000156755.9	344.50	1.00	1.40	0.00	0.00
ENSG00000156787.12	2788.23	225.00	181.00	147.00	166.00
ENSG00000156795.2	1162.73	211.00	198.00	236.00	190.00
ENSG00000156802.8	5530.04	4324.00	4197.00	3171.00	2823.00
ENSG00000156804.3	1330.29	29.00	24.00	67.00	46.00
ENSG00000156831.3	1067.03	216.00	249.00	229.00	241.00
ENSG00000156853.7	3204.92	442.00	456.00	536.00	530.00
ENSG00000156858.7	1606.53	569.00	557.00	474.00	570.00
ENSG00000156860.11	2813.87	1523.00	1523.00	1684.00	1734.00
ENSG00000156869.8	2639.89	357.00	310.00	548.00	475.00
ENSG00000156873.11	1419.26	494.00	544.00	661.31	624.88
ENSG00000156875.9	2777.00	1012.00	1109.00	1259.00	1132.00
ENSG00000156876.8	3875.41	517.00	442.00	348.00	262.00
ENSG00000156928.4	631.83	466.00	467.00	833.00	788.00
ENSG00000156931.11	3383.75	637.00	618.00	754.00	703.00
ENSG00000156958.10	1406.17	260.00	284.00	241.00	230.00
ENSG00000156959.7	666.55	4.00	2.00	0.00	2.00
ENSG00000156966.6	3706.00	44.00	39.00	24.00	39.00
ENSG00000156968.8	4345.14	1409.00	1471.00	1423.10	1334.00
ENSG00000156970.8	3277.84	1548.99	1337.00	1024.00	902.89
ENSG00000156973.9	1172.53	182.00	183.00	198.00	203.00
ENSG00000156976.10	1868.33	7817.01	7543.66	7615.19	7207.76
ENSG00000156983.11	3585.27	341.00	328.00	379.00	412.00
ENSG00000156990.10	1193.37	396.00	411.00	507.00	523.00
ENSG00000157014.6	3184.69	1068.52	1050.11	956.77	977.06
ENSG00000157017.11	637.47	0.00	0.00	1.00	0.00
ENSG00000157020.13	1403.96	3333.00	3432.00	2685.00	2785.00
ENSG00000157021.9	890.00	4.10	7.00	4.18	7.31
ENSG00000157036.8	1923.91	145.00	119.00	225.00	189.00
ENSG00000157045.4	1077.56	713.00	731.00	862.00	884.00
ENSG00000157077.10	4698.46	798.00	766.00	841.00	792.00
ENSG00000157087.12	5019.01	435.00	573.00	548.00	585.00
ENSG00000157093.4	793.67	0.00	0.00	1.00	0.00
ENSG00000157103.6	1461.33	0.00	0.00	1.00	0.00
ENSG00000157106.12	13908.89	8419.42	7835.12	10881.91	9607.50
ENSG00000157107.9	4383.66	506.00	483.00	699.00	585.00
ENSG00000157110.11	1264.00	1316.00	1488.00	1273.00	1287.00
ENSG00000157131.10	2356.00	408.00	413.00	431.00	409.00
ENSG00000157150.4	1650.00	2.00	0.00	4.00	1.00
ENSG00000157168.14	600.58	0.00	1.00	2.00	2.00
ENSG00000157181.10	2782.10	518.00	571.00	595.00	516.00
ENSG00000157184.5	3094.00	432.00	408.00	580.00	522.00
ENSG00000157191.15	1970.08	628.00	741.00	806.00	734.00
ENSG00000157193.10	2266.15	428.00	515.00	312.00	326.00
ENSG00000157212.14	3549.21	484.00	416.00	512.00	497.00
ENSG00000157214.9	4635.05	297.00	259.00	505.00	433.00
ENSG00000157216.11	1935.31	554.79	515.79	669.74	614.54
ENSG00000157224.11	3147.93	1671.22	1581.00	2436.00	2082.00
ENSG00000157227.8	3623.33	365.00	350.00	792.00	771.00
ENSG00000157240.2	4341.00	31.00	34.00	54.00	44.00
ENSG00000157259.6	2797.82	857.00	859.00	751.00	739.00
ENSG00000157303.6	954.18	21.00	57.00	54.00	55.00
ENSG00000157306.10	1807.14	52.48	61.76	50.13	30.75
ENSG00000157315.4	936.02	102.34	119.26	315.00	272.30
ENSG00000157322.12	1966.54	14.23	26.53	29.10	18.04
ENSG00000157326.14	1154.89	515.41	558.40	444.73	446.34
ENSG00000157335.15	2468.41	10.24	3.90	7.53	17.59
ENSG00000157343.4	843.98	3.00	7.00	5.00	2.00
ENSG00000157349.11	1546.82	706.24	819.28	1006.98	947.11
ENSG00000157350.8	3491.05	856.00	756.00	1261.00	1164.00
ENSG00000157353.12	2425.51	256.00	284.00	463.00	448.00
ENSG00000157368.6	1645.16	33.00	23.00	29.00	32.00
ENSG00000157379.9	1511.51	831.00	759.00	637.00	651.00
ENSG00000157388.9	4829.55	4.00	8.00	19.00	20.00
ENSG00000157399.10	1560.04	929.00	951.00	1236.00	1209.00
ENSG00000157423.13	3152.00	2.00	0.00	1.00	2.00
ENSG00000157426.9	3177.40	314.00	277.00	353.00	307.00
ENSG00000157429.11	1751.46	75.84	61.06	97.63	88.95
ENSG00000157450.11	4444.41	510.00	540.00	806.00	737.00
ENSG00000157456.3	1556.00	885.00	866.00	552.00	595.00
ENSG00000157470.7	745.53	3.00	3.00	2.00	0.00
ENSG00000157483.4	4767.63	818.00	819.00	1046.00	895.00
ENSG00000157500.6	5323.11	953.00	857.00	939.00	780.00
ENSG00000157502.8	3957.00	0.00	1.00	10.00	3.00
ENSG00000157510.9	4039.04	36.00	47.00	82.00	75.00
ENSG00000157514.12	2027.00	14.00	4.00	11.00	17.00
ENSG00000157538.9	2353.56	727.00	767.00	863.00	839.00
ENSG00000157540.15	4101.48	721.00	717.00	1030.00	973.34
ENSG00000157551.13	2583.00	0.00	0.00	1.00	1.00
ENSG00000157557.7	3082.02	2491.00	2591.00	2909.00	3018.00
ENSG00000157578.9	2551.00	0.00	5.00	4.00	4.00
ENSG00000157593.12	1869.46	1871.00	1815.00	2312.00	2468.00
ENSG00000157600.7	3990.50	437.00	370.00	717.00	612.00
ENSG00000157601.9	2376.00	95.00	91.00	265.00	229.00
ENSG00000157613.6	1352.14	0.00	0.00	0.00	0.00
ENSG00000157617.12	4080.75	550.00	558.00	505.00	446.00
ENSG00000157625.11	6207.68	2889.00	2757.00	3908.00	3587.00
ENSG00000157637.8	3347.33	2112.00	2133.00	2986.00	2829.00
ENSG00000157653.7	2049.00	0.00	8.00	4.00	5.00
ENSG00000157654.13	4763.42	107.28	76.73	316.59	243.10
ENSG00000157657.10	6997.74	30.00	27.00	48.00	46.00
ENSG00000157680.11	2780.92	1.00	0.00	4.00	0.00
ENSG00000157693.10	2574.30	141.00	132.00	159.00	139.00
ENSG00000157703.11	5761.00	0.00	1.00	1.00	1.00
ENSG00000157734.9	2875.53	104.00	79.00	114.00	119.00
ENSG00000157741.10	14279.88	1069.00	1073.00	1251.00	1226.00
ENSG00000157764.8	4611.95	790.00	700.00	812.00	734.00
ENSG00000157765.7	4122.00	0.00	0.00	1.00	1.00
ENSG00000157778.4	935.27	185.00	199.00	282.00	254.00
ENSG00000157782.5	2128.72	3.00	1.00	0.00	3.00
ENSG00000157796.13	2386.26	468.00	519.00	645.00	600.00
ENSG00000157800.13	2377.04	541.00	560.00	746.00	653.00
ENSG00000157823.12	1409.81	671.11	771.13	802.44	777.13
ENSG00000157827.15	4928.79	4780.00	4348.00	5830.00	5159.00
ENSG00000157833.8	3086.92	31.00	35.00	76.00	53.00
ENSG00000157837.11	1612.44	541.00	567.00	778.00	787.00
ENSG00000157851.12	3584.20	1.00	2.00	1.00	2.00
ENSG00000157856.6	979.14	0.00	0.00	0.00	0.00
ENSG00000157869.10	1663.86	204.00	205.00	244.00	201.00
ENSG00000157870.10	2558.03	807.00	908.00	821.00	859.00
ENSG00000157873.13	1769.17	744.00	757.00	1090.00	1173.00
ENSG00000157881.9	1986.67	365.00	367.00	341.00	383.00
ENSG00000157895.7	1699.18	174.00	167.00	161.00	144.00
ENSG00000157911.5	1644.00	338.00	331.00	321.00	365.00
ENSG00000157916.14	1118.29	1197.00	1247.00	1500.00	1371.00
ENSG00000157927.12	2108.00	1.00	2.00	1.00	3.00
ENSG00000157933.9	5158.28	1500.00	1527.00	1999.00	1781.00
ENSG00000157954.10	2064.95	1136.00	1182.00	1546.00	1552.00
ENSG00000157978.7	2907.25	334.00	359.00	269.00	273.00
ENSG00000157985.13	7237.20	2139.00	2245.00	2252.00	2291.00
ENSG00000157992.8	729.64	26.00	22.00	32.00	27.00
ENSG00000157999.5	1257.00	3.00	4.00	2.00	1.00
ENSG00000158006.9	2962.14	264.00	280.00	375.00	311.00
ENSG00000158008.5	2008.06	12.00	11.00	1.00	5.00
ENSG00000158019.16	1646.42	580.36	655.00	944.00	898.00
ENSG00000158023.5	1715.42	13.49	12.00	76.00	36.00
ENSG00000158042.8	1255.76	717.00	790.00	835.00	920.00
ENSG00000158055.11	2608.38	0.00	0.00	4.00	6.00
ENSG00000158062.16	2123.85	284.00	281.00	285.00	310.00
ENSG00000158079.10	3787.30	232.00	224.00	304.00	258.00
ENSG00000158092.2	1920.70	324.00	309.00	324.00	288.00
ENSG00000158104.7	1362.29	3177.00	3433.00	2153.00	2305.00
ENSG00000158106.8	2467.52	96.00	113.00	101.00	131.00
ENSG00000158109.10	2414.00	802.00	847.00	1088.00	1019.00
ENSG00000158113.8	737.00	0.00	2.00	1.00	1.00
ENSG00000158122.7	2798.06	219.00	234.00	262.00	247.00
ENSG00000158156.7	1959.47	86.00	129.00	134.00	150.00
ENSG00000158158.7	4106.16	525.00	577.00	634.00	589.00
ENSG00000158161.11	4553.61	587.00	604.00	705.00	645.00
ENSG00000158163.10	1401.49	26.00	30.00	61.00	56.00
ENSG00000158164.6	685.00	0.00	0.00	0.00	0.00
ENSG00000158169.7	3972.57	308.00	309.00	335.00	338.00
ENSG00000158186.8	2115.14	187.00	184.00	253.00	254.00
ENSG00000158195.6	5666.00	2539.96	2590.98	2553.93	2540.97
ENSG00000158201.5	1833.00	696.00	671.00	858.00	790.00
ENSG00000158220.9	3853.66	93.00	94.00	106.00	100.00
ENSG00000158234.8	975.54	180.00	156.00	246.00	216.00
ENSG00000158246.7	2368.00	6.00	2.00	4.00	2.00
ENSG00000158258.11	3141.08	3.00	1.00	3.00	4.00
ENSG00000158270.10	3121.00	26.00	20.00	22.00	15.00
ENSG00000158286.8	2063.21	263.00	241.00	314.00	323.00
ENSG00000158290.12	4394.24	1569.00	1468.00	1361.00	1185.00
ENSG00000158292.6	4082.00	21.00	10.00	35.00	42.00
ENSG00000158296.9	1608.30	1209.00	1257.00	1209.00	1264.00
ENSG00000158301.14	2963.04	20.00	28.80	54.54	62.76
ENSG00000158315.6	1317.63	83.00	80.00	84.00	61.00
ENSG00000158321.11	1925.25	8.00	4.00	28.00	34.00
ENSG00000158352.11	8919.00	9.00	8.00	13.00	15.00
ENSG00000158373.7	654.89	70.00	68.00	241.00	187.00
ENSG00000158402.14	1782.58	389.00	399.00	261.00	274.00
ENSG00000158406.2	1034.00	11.00	16.00	54.00	65.00
ENSG00000158411.6	1127.13	376.00	386.00	442.00	389.00
ENSG00000158417.6	5599.97	3757.00	3364.00	4656.00	4030.00
ENSG00000158423.12	1411.63	8.00	11.00	11.00	11.00
ENSG00000158427.10	2231.44	1.00	0.00	2.00	2.00
ENSG00000158428.3	1600.00	2.00	1.00	2.00	3.00
ENSG00000158435.3	1642.49	2551.00	2570.00	2896.00	2701.00
ENSG00000158445.7	11850.00	0.00	1.00	0.00	1.00
ENSG00000158457.4	1800.64	251.00	300.86	422.00	392.85
ENSG00000158458.15	1944.00	0.00	0.00	0.00	1.00
ENSG00000158467.12	3653.39	454.00	427.00	393.00	388.00
ENSG00000158470.5	4722.00	1313.00	1346.00	2544.00	2251.00
ENSG00000158480.6	3606.89	383.00	398.00	525.00	532.00
ENSG00000158482.8	797.00	4.53	12.12	15.67	8.74
ENSG00000158483.11	1816.40	68.78	78.00	107.46	123.22
ENSG00000158486.9	1508.16	5.00	4.00	21.00	16.00
ENSG00000158516.7	1366.00	0.00	0.00	2.00	1.00
ENSG00000158517.9	1396.00	0.00	2.00	3.00	5.00
ENSG00000158525.11	1030.69	0.00	1.00	2.00	5.00
ENSG00000158526.7	1534.00	523.00	576.00	538.00	593.00
ENSG00000158528.7	8452.21	1309.00	1175.00	1843.00	1651.00
ENSG00000158545.11	2932.27	1345.00	1335.00	1074.00	1112.00
ENSG00000158552.8	1274.10	507.00	589.00	740.00	799.00
ENSG00000158555.10	2033.35	1412.00	1525.00	1199.00	1226.00
ENSG00000158560.10	1810.36	0.00	0.00	1.00	0.00
ENSG00000158571.6	1929.00	76.00	68.00	171.00	158.00
ENSG00000158578.14	611.61	0.00	0.00	2.00	2.00
ENSG00000158604.10	2274.41	1728.00	1915.00	1900.00	1745.00
ENSG00000158615.8	5227.00	1031.00	962.00	1343.00	1206.00
ENSG00000158623.10	834.98	196.00	220.00	237.00	235.00
ENSG00000158636.12	3853.06	571.00	589.00	750.00	710.00
ENSG00000158669.7	1664.73	1191.00	1142.00	1790.00	1717.00
ENSG00000158683.3	2793.75	0.00	0.00	1.00	0.00
ENSG00000158691.10	4206.89	244.00	227.00	262.00	218.00
ENSG00000158710.10	1585.87	283.00	227.00	774.00	793.00
ENSG00000158711.9	8898.81	1444.00	1265.00	1513.00	1426.00
ENSG00000158715.5	3061.12	232.00	244.00	272.00	263.00
ENSG00000158717.6	1605.40	366.00	364.00	380.00	444.00
ENSG00000158747.9	1244.81	109.28	128.00	163.00	137.76
ENSG00000158769.13	2931.82	2818.43	2696.08	4218.53	3783.20
ENSG00000158773.10	1589.27	380.00	395.00	603.00	537.00
ENSG00000158786.4	2723.00	1.00	0.00	0.00	1.00
ENSG00000158792.11	2106.63	217.00	214.00	440.00	419.00
ENSG00000158793.9	1142.36	382.00	416.00	519.00	523.00
ENSG00000158796.12	1797.63	330.00	396.00	615.00	551.00
ENSG00000158805.7	2568.37	615.00	622.00	852.00	845.00
ENSG00000158806.9	1052.62	440.00	424.00	739.00	751.00
ENSG00000158813.13	5016.96	595.00	567.00	1030.00	945.00
ENSG00000158815.6	1849.51	124.00	124.00	123.00	133.00
ENSG00000158825.5	894.25	19.00	27.00	109.00	84.00
ENSG00000158828.5	2577.98	383.00	385.00	923.00	894.00
ENSG00000158850.10	1853.58	632.00	672.00	828.00	864.00
ENSG00000158856.13	2042.95	2473.00	2703.00	2419.00	2643.00
ENSG00000158859.9	5027.72	68.00	74.00	85.00	95.00
ENSG00000158863.17	2400.64	696.00	732.00	1038.00	1090.00
ENSG00000158864.8	1728.90	1840.00	1947.00	2525.00	2365.00
ENSG00000158865.8	1378.10	18.00	18.00	22.00	23.00
ENSG00000158869.6	591.00	22.00	19.00	19.00	18.00
ENSG00000158874.7	473.56	36939.00	41259.00	33991.00	36038.00
ENSG00000158882.8	2470.78	457.00	456.00	691.00	618.00
ENSG00000158887.11	1757.97	362.00	423.00	239.00	250.00
ENSG00000158941.12	1688.10	2051.00	2089.00	2935.00	2723.00
ENSG00000158955.6	543.00	1.00	1.00	1.00	3.00
ENSG00000158966.9	5260.00	2.00	1.00	14.00	7.00
ENSG00000158985.9	3444.47	767.00	764.00	888.00	779.00
ENSG00000158987.15	8279.30	952.00	844.00	993.00	974.00
ENSG00000159023.14	3640.94	1503.00	1583.00	1447.00	1318.00
ENSG00000159055.3	1575.00	277.00	267.00	235.00	200.00
ENSG00000159063.8	1535.06	849.00	819.00	1031.00	1080.00
ENSG00000159069.9	1934.62	884.00	1019.00	822.00	858.00
ENSG00000159079.14	1630.51	580.71	525.63	593.06	597.67
ENSG00000159082.13	3348.03	181.00	167.00	348.00	270.00
ENSG00000159086.10	2947.21	1223.00	1118.00	1400.00	1280.00
ENSG00000159110.15	2392.38	436.00	420.00	809.90	695.00
ENSG00000159111.8	1526.06	1319.00	1493.00	1351.00	1536.00
ENSG00000159128.10	1574.11	1141.00	1112.00	1447.00	1373.00
ENSG00000159131.12	2461.58	1698.00	1681.00	2214.00	2078.00
ENSG00000159140.13	4084.63	6751.00	6630.00	8795.00	8025.00
ENSG00000159147.13	1928.72	602.00	588.00	647.00	594.00
ENSG00000159164.5	4293.48	152.00	154.00	177.00	168.00
ENSG00000159166.9	2451.06	706.00	789.00	1782.00	1664.00
ENSG00000159167.7	3539.87	14.00	11.00	40.00	43.00
ENSG00000159176.9	2062.80	570.00	575.00	754.00	642.00
ENSG00000159197.3	1051.00	0.00	0.00	1.00	0.00
ENSG00000159199.9	496.45	679.00	806.00	569.00	592.00
ENSG00000159200.13	2369.54	450.00	443.00	636.00	584.00
ENSG00000159202.13	2939.13	3050.00	3000.00	3762.00	3592.00
ENSG00000159208.11	1746.00	4.00	4.00	9.00	5.00
ENSG00000159210.5	773.28	955.00	1003.00	1007.00	969.00
ENSG00000159212.8	3833.00	0.00	0.00	0.00	0.00
ENSG00000159214.8	1474.69	92.00	89.00	178.00	169.00
ENSG00000159216.14	2939.29	274.00	276.00	510.00	454.00
ENSG00000159217.5	8022.06	6791.00	6705.00	6968.00	6389.00
ENSG00000159224.4	716.00	1.00	4.00	5.00	5.00
ENSG00000159228.8	1299.49	337.00	352.00	463.00	529.00
ENSG00000159239.7	2083.57	3.00	9.00	11.00	5.00
ENSG00000159247.8	1572.87	143.88	171.89	186.33	203.82
ENSG00000159251.6	1812.67	2.00	0.00	0.00	0.00
ENSG00000159256.8	3638.28	804.00	806.00	839.00	757.44
ENSG00000159259.7	4275.40	377.00	379.00	436.00	408.00
ENSG00000159261.6	1898.27	81.00	98.00	45.00	62.00
ENSG00000159263.11	2321.95	14.00	16.00	43.00	30.00
ENSG00000159267.10	4130.79	435.00	395.00	552.00	509.00
ENSG00000159289.6	3176.00	3.00	1.37	1.00	2.00
ENSG00000159307.14	2062.14	3.00	1.00	1.00	0.00
ENSG00000159314.7	2556.94	490.00	479.00	807.00	843.00
ENSG00000159322.13	2219.92	1399.00	1273.00	1429.00	1315.00
ENSG00000159335.11	763.06	1602.00	1825.00	2713.00	2950.00
ENSG00000159337.6	3551.08	27.00	33.00	57.00	59.00
ENSG00000159339.9	893.00	1.00	0.00	0.00	0.00
ENSG00000159346.8	2066.08	1564.00	1650.00	1775.00	1771.00
ENSG00000159348.8	1606.34	265.00	249.00	456.00	414.00
ENSG00000159352.11	1294.07	1658.00	1719.00	2222.00	2148.00
